# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,4376409.8496756,805528.2003420,524136.3776595,3139209.4640719,54929.1697938,2214446.2390716,805573.1070145,805483.2936695,949587.8992267,600572.1200182,16249531.6525787,805528.2003420,524136.3776595,3139209.4640719,54929.1697938,2214446.2390716,805573.1070145,805483.2936695,949587.8992267,600572.1200182,16249531.6525787
0.0025000,0.0025000,0.0025000,inf,nan,2861503.0006077,665440.5171883,432882.6403525,2594825.7525534,45286.8337582,1830368.9251954,665483.3672839,665397.6670926,784447.1025457,496127.9095928,13431071.4687753,665440.5171883,432882.6403525,2594825.7525534,45286.8337582,1830368.9251954,665483.3672839,665397.6670926,784447.1025457,496127.9095928,13431071.4687753
0.0050000,0.0050000,0.0050000,inf,nan,1937303.6665548,556301.4155498,361779.6305021,2170843.1668471,37769.9706384,1531231.0115621,556342.2988856,556260.5322139,655789.6946432,414757.8202277,11235908.5240451,556301.4155498,361779.6305021,2170843.1668471,37769.9706384,1531231.0115621,556342.2988856,556260.5322139,655789.6946432,414757.8202277,11235908.5240451
0.0075000,0.0075000,0.0075000,inf,nan,1369453.4048126,470747.5050267,306031.7160807,1838634.4338918,31871.8856086,1296835.9908634,470786.5126666,470708.4973868,554935.4251964,350971.9795869,9515836.6049652,470747.5050267,306031.7160807,1838634.4338918,31871.8856086,1296835.9908634,470786.5126666,470708.4973868,554935.4251964,350971.9795869,9515836.6049652
0.0100000,0.0100000,0.0100000,inf,nan,1025835.4841631,403373.2865779,262118.3323218,1577185.2817506,27220.5771513,1112358.2654969,403410.5114687,403336.0616871,475512.0821879,300740.2469286,8162062.2714955,403373.2865779,262118.3323218,1577185.2817506,27220.5771513,1112358.2654969,403410.5114687,403336.0616871,475512.0821879,300740.2469286,8162062.2714955
0.0125000,0.0125000,0.0125000,inf,nan,831861.5144970,350198.4674131,227447.0702584,1371023.1907642,23542.0863403,966881.8979869,350234.0050002,350162.9298260,412827.5420302,261095.0627329,7094481.9238556,350198.4674131,227447.0702584,1371023.1907642,23542.0863403,966881.8979869,350234.0050002,350162.9298260,412827.5420302,261095.0627329,7094481.9238556
0.0150000,0.0150000,0.0150000,inf,nan,747179.1600883,308289.1401502,200106.9721930,1208744.3797549,20634.4346795,852361.4131597,308323.0889753,308255.1913251,363423.2008579,229849.0138520,6254055.9699226,308289.1401502,200106.9721930,1208744.3797549,20634.4346795,852361.4131597,308323.0889753,308255.1913251,363423.2008579,229849.0138520,6254055.9699226
0.0175000,0.0175000,0.0175000,inf,nan,753785.0147174,275487.9392372,178692.8008251,1081964.4995734,18349.0615232,762881.5238746,275520.4015235,275455.4769508,324755.8724467,205393.6480894,5597376.5540196,275487.9392372,178692.8008251,1081964.4995734,18349.0615232,762881.5238746,275520.4015235,275455.4769508,324755.8724467,205393.6480894,5597376.5540196
0.0200000,0.0200000,0.0200000,inf,nan,850776.8225727,250222.1905450,162180.1032570,984572.5625909,16577.6288880,694130.7885099,250253.2727723,250191.1083176,294971.6275093,186556.4376112,5092805.1604480,250222.1905450,162180.1032570,984572.5625909,16577.6288880,694130.7885099,250253.2727723,250191.1083176,294971.6275093,186556.4376112,5092805.1604480
0.0225000,0.0225000,0.0225000,inf,nan,1053706.2843723,231368.6603146,149837.1368941,912204.9252665,15242.7214459,643030.5152239,231398.4737882,231338.8468410,272746.3545060,172499.9407493,4717749.4497785,231368.6603146,149837.1368941,912204.9252665,15242.7214459,643030.5152239,231398.4737882,231338.8468410,272746.3545060,172499.9407493,4717749.4497785
