# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,369013505.6947107
0.0050000,0.0050000,0.0050000,355879941.3123896
0.0100000,0.0100000,0.0100000,325932560.6035537
0.0150000,0.0150000,0.0150000,281372268.9386582
0.0200000,0.0200000,0.0200000,232020316.4563086
0.0250000,0.0250000,0.0250000,182638291.8427194
0.0300000,0.0300000,0.0300000,137982105.6412928
0.0350000,0.0350000,0.0350000,100714023.0779273
0.0400000,0.0400000,0.0400000,71533671.7837536
0.0450000,0.0450000,0.0450000,49715360.0230294
0.0500000,0.0500000,0.0500000,33989017.6802632
0.0550000,0.0550000,0.0550000,22962376.5554643
0.0600000,0.0600000,0.0600000,15406597.0551005
0.0650000,0.0650000,0.0650000,10311682.2959024
0.0700000,0.0700000,0.0700000,6912990.3068004
0.0750000,0.0750000,0.0750000,4659421.5670645
0.0800000,0.0800000,0.0800000,3167582.4480509
0.0850000,0.0850000,0.0850000,2177532.4482761
0.0900000,0.0900000,0.0900000,1516307.4312771
0.0950000,0.0950000,0.0950000,1070347.8514769
0.1000000,0.1000000,0.1000000,765759.8148203
0.1050000,0.1050000,0.1050000,554693.3014306
0.1100000,0.1100000,0.1100000,406185.9514784
0.1150000,0.1150000,0.1150000,300129.7936192
0.1200000,0.1200000,0.1200000,223357.8872710
0.1250000,0.1250000,0.1250000,167137.8765110
0.1300000,0.1300000,0.1300000,125582.0336543
0.1350000,0.1350000,0.1350000,94644.7214605
0.1400000,0.1400000,0.1400000,70759.9922557
0.1450000,0.1450000,0.1450000,52028.1645751
0.1500000,0.1500000,0.1500000,37174.3602216
0.1550000,0.1550000,0.1550000,26779.2476889
0.1600000,0.1600000,0.1600000,19437.8616131
0.1650000,0.1650000,0.1650000,14209.0590071
0.1700000,0.1700000,0.1700000,10455.4108842
0.1750000,0.1750000,0.1750000,7740.7645920
0.1800000,0.1800000,0.1800000,5763.8532712
0.1850000,0.1850000,0.1850000,4314.7441716
0.1900000,0.1900000,0.1900000,3245.9449834
0.1950000,0.1950000,0.1950000,2453.0327786
0.2000000,0.2000000,0.2000000,1861.5402060
0.2050000,0.2050000,0.2050000,1440.2990921
0.2100000,0.2100000,0.2100000,1106.0540336
0.2150000,0.2150000,0.2150000,852.9873772
0.2200000,0.2200000,0.2200000,660.5044560
0.2250000,0.2250000,0.2250000,512.1197853
0.2300000,0.2300000,0.2300000,394.1008795
0.2350000,0.2350000,0.2350000,303.6485963
0.2400000,0.2400000,0.2400000,234.9354586
0.2450000,0.2450000,0.2450000,182.5642678
0.2500000,0.2500000,0.2500000,142.5021911
0.2550000,0.2550000,0.2550000,111.7589936
0.2600000,0.2600000,0.2600000,88.1042565
0.2650000,0.2650000,0.2650000,69.8608010
0.2700000,0.2700000,0.2700000,55.7562865
0.2750000,0.2750000,0.2750000,44.8163053
0.2800000,0.2800000,0.2800000,36.2890186
0.2850000,0.2850000,0.2850000,29.5950446
0.2900000,0.2900000,0.2900000,24.2940219
0.2950000,0.2950000,0.2950000,20.0574232
0.3000000,0.3000000,0.3000000,16.6414013
0.3050000,0.3050000,0.3050000,13.8615876
0.3100000,0.3100000,0.3100000,11.5758927
0.3150000,0.3150000,0.3150000,9.6756082
0.3200000,0.3200000,0.3200000,8.0793707
0.3250000,0.3250000,0.3250000,6.7272476
0.3300000,0.3300000,0.3300000,5.5755135
0.3350000,0.3350000,0.3350000,4.5923025
0.3400000,0.3400000,0.3400000,3.7539708
0.3450000,0.3450000,0.3450000,3.0421410
0.3500000,0.3500000,0.3500000,2.4410682
0.3550000,0.3550000,0.3550000,1.9353214
0.3600000,0.3600000,0.3600000,1.5087899
0.3650000,0.3650000,0.3650000,1.1457113
0.3700000,0.3700000,0.3700000,0.8326297
0.3750000,0.3750000,0.3750000,0.5594937
0.3800000,0.3800000,0.3800000,0.3193089
0.3850000,0.3850000,0.3850000,0.1069819
0.3900000,0.3900000,0.3900000,-0.0816843
0.3950000,0.3950000,0.3950000,-0.2503262
0.4000000,0.4000000,0.4000000,-0.4018818
0.4050000,0.4050000,0.4050000,-0.5384067
0.4100000,0.4100000,0.4100000,-0.6610287
0.4150000,0.4150000,0.4150000,-0.7700761
0.4200000,0.4200000,0.4200000,-0.8654402
0.4250000,0.4250000,0.4250000,-0.9471248
0.4300000,0.4300000,0.4300000,-1.0157041
0.4350000,0.4350000,0.4350000,-1.0724135
0.4400000,0.4400000,0.4400000,-1.1188671
0.4450000,0.4450000,0.4450000,-1.1566050
0.4500000,0.4500000,0.4500000,-1.1867199
0.4550000,0.4550000,0.4550000,-1.2097335
0.4600000,0.4600000,0.4600000,-1.2257357
0.4650000,0.4650000,0.4650000,-1.2346783
0.4700000,0.4700000,0.4700000,-1.2367134
0.4750000,0.4750000,0.4750000,-1.2324711
0.4800000,0.4800000,0.4800000,-1.2231739
0.4850000,0.4850000,0.4850000,-1.2105537
0.4900000,0.4900000,0.4900000,-1.1965779
0.4950000,0.4950000,0.4950000,-1.1830212
0.5000000,0.5000000,0.5000000,-1.1710440
0.5050000,0.5050000,0.5050000,-1.1610054
0.5100000,0.5100000,0.5100000,-1.1525993
0.5150000,0.5150000,0.5150000,-1.1451727
0.5200000,0.5200000,0.5200000,-1.1380135
0.5250000,0.5250000,0.5250000,-1.1304946
0.5300000,0.5300000,0.5300000,-1.1220743
0.5350000,0.5350000,0.5350000,-1.1122405
0.5400000,0.5400000,0.5400000,-1.1004915
0.5450000,0.5450000,0.5450000,-1.0863730
0.5500000,0.5500000,0.5500000,-1.0695336
0.5550000,0.5550000,0.5550000,-1.0497665
0.5600000,0.5600000,0.5600000,-1.0270315
0.5650000,0.5650000,0.5650000,-1.0014589
0.5700000,0.5700000,0.5700000,-0.9733280
0.5750000,0.5750000,0.5750000,-0.9430164
0.5800000,0.5800000,0.5800000,-0.9109408
0.5850000,0.5850000,0.5850000,-0.8775188
0.5900000,0.5900000,0.5900000,-0.8431618
0.5950000,0.5950000,0.5950000,-0.8082766
0.6000000,0.6000000,0.6000000,-0.7732592
0.6050000,0.6050000,0.6050000,-0.7384777
0.6100000,0.6100000,0.6100000,-0.7042543
0.6150000,0.6150000,0.6150000,-0.6708533
0.6200000,0.6200000,0.6200000,-0.6384783
0.6250000,0.6250000,0.6250000,-0.6072749
0.6300000,0.6300000,0.6300000,-0.5773382
0.6350000,0.6350000,0.6350000,-0.5487218
0.6400000,0.6400000,0.6400000,-0.5214466
0.6450000,0.6450000,0.6450000,-0.4955082
0.6500000,0.6500000,0.6500000,-0.4708841
0.6550000,0.6550000,0.6550000,-0.4475384
0.6600000,0.6600000,0.6600000,-0.4254267
0.6650000,0.6650000,0.6650000,-0.4044985
0.6700000,0.6700000,0.6700000,-0.3847004
0.6750000,0.6750000,0.6750000,-0.3659771
0.6800000,0.6800000,0.6800000,-0.3482736
0.6850000,0.6850000,0.6850000,-0.3315352
0.6900000,0.6900000,0.6900000,-0.3157090
0.6950000,0.6950000,0.6950000,-0.3007436
0.7000000,0.7000000,0.7000000,-0.2865899
0.7050000,0.7050000,0.7050000,-0.2732011
0.7100000,0.7100000,0.7100000,-0.2605327
0.7150000,0.7150000,0.7150000,-0.2485425
0.7200000,0.7200000,0.7200000,-0.2371908
0.7250000,0.7250000,0.7250000,-0.2264401
0.7300000,0.7300000,0.7300000,-0.2162551
0.7350000,0.7350000,0.7350000,-0.2066027
0.7400000,0.7400000,0.7400000,-0.1974518
0.7450000,0.7450000,0.7450000,-0.1887731
0.7500000,0.7500000,0.7500000,-0.1805392
0.7550000,0.7550000,0.7550000,-0.1727244
0.7600000,0.7600000,0.7600000,-0.1653046
0.7650000,0.7650000,0.7650000,-0.1582572
0.7700000,0.7700000,0.7700000,-0.1515610
0.7750000,0.7750000,0.7750000,-0.1451961
0.7800000,0.7800000,0.7800000,-0.1391438
0.7850000,0.7850000,0.7850000,-0.1333868
0.7900000,0.7900000,0.7900000,-0.1279086
0.7950000,0.7950000,0.7950000,-0.1226937
0.8000000,0.8000000,0.8000000,-0.1177278
0.8050000,0.8050000,0.8050000,-0.1129972
0.8100000,0.8100000,0.8100000,-0.1084893
0.8150000,0.8150000,0.8150000,-0.1041921
0.8200000,0.8200000,0.8200000,-0.1000942
0.8250000,0.8250000,0.8250000,-0.0961852
0.8300000,0.8300000,0.8300000,-0.0924550
0.8350000,0.8350000,0.8350000,-0.0888943
0.8400000,0.8400000,0.8400000,-0.0854943
0.8450000,0.8450000,0.8450000,-0.0822467
0.8500000,0.8500000,0.8500000,-0.0791437
0.8550000,0.8550000,0.8550000,-0.0761778
0.8600000,0.8600000,0.8600000,-0.0733421
0.8650000,0.8650000,0.8650000,-0.0706302
0.8700000,0.8700000,0.8700000,-0.0680357
0.8750000,0.8750000,0.8750000,-0.0655529
0.8800000,0.8800000,0.8800000,-0.0631763
0.8850000,0.8850000,0.8850000,-0.0609006
0.8900000,0.8900000,0.8900000,-0.0587210
0.8950000,0.8950000,0.8950000,-0.0566327
0.9000000,0.9000000,0.9000000,-0.0546315
0.9050000,0.9050000,0.9050000,-0.0527131
0.9100000,0.9100000,0.9100000,-0.0508736
0.9150000,0.9150000,0.9150000,-0.0491093
0.9200000,0.9200000,0.9200000,-0.0474167
0.9250000,0.9250000,0.9250000,-0.0457924
0.9300000,0.9300000,0.9300000,-0.0442333
0.9350000,0.9350000,0.9350000,-0.0427363
0.9400000,0.9400000,0.9400000,-0.0412987
0.9450000,0.9450000,0.9450000,-0.0399177
0.9500000,0.9500000,0.9500000,-0.0385908
