# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,151446643024814656.0000000,151446643024814656.0000000
0.0050000,0.0050000,0.0050000,3157929730985067.0000000,3157929730985067.0000000
0.0100000,0.0100000,0.0100000,168059516573842.0937500,168059516573842.0937500
0.0150000,0.0150000,0.0150000,15872522961560.2363281,15872522961560.2363281
0.0200000,0.0200000,0.0200000,2206611829342.4633789,2206611829342.4633789
0.0250000,0.0250000,0.0250000,405083383733.0812378,405083383733.0812378
0.0300000,0.0300000,0.0300000,91692218991.2719421,91692218991.2719421
0.0350000,0.0350000,0.0350000,24440548287.2657127,24440548287.2657127
0.0400000,0.0400000,0.0400000,7427320812.7002115,7427320812.7002115
0.0450000,0.0450000,0.0450000,2513383320.1344776,2513383320.1344776
0.0500000,0.0500000,0.0500000,930525390.0206782,930525390.0206782
0.0550000,0.0550000,0.0550000,371886675.9398504,371886675.9398504
0.0600000,0.0600000,0.0600000,158804967.7418053,158804967.7418053
0.0650000,0.0650000,0.0650000,71910355.7921074,71910355.7921074
0.0700000,0.0700000,0.0700000,34351187.7341078,34351187.7341078
0.0750000,0.0750000,0.0750000,17262730.5499688,17262730.5499688
0.0800000,0.0800000,0.0800000,9123406.2088581,9123406.2088581
0.0850000,0.0850000,0.0850000,5080822.5521334,5080822.5521334
0.0900000,0.0900000,0.0900000,2952639.1702865,2952639.1702865
0.0950000,0.0950000,0.0950000,1726112.0971049,1726112.0971049
0.1000000,0.1000000,0.1000000,1047808.7400808,1047808.7400808
0.1050000,0.1050000,0.1050000,659549.9060876,659549.9060876
0.1100000,0.1100000,0.1100000,425137.6481927,425137.6481927
0.1150000,0.1150000,0.1150000,281002.9630332,281002.9630332
0.1200000,0.1200000,0.1200000,180517.7039851,180517.7039851
0.1250000,0.1250000,0.1250000,118458.8629612,118458.8629612
0.1300000,0.1300000,0.1300000,79306.3576644,79306.3576644
0.1350000,0.1350000,0.1350000,53231.8365980,53231.8365980
0.1400000,0.1400000,0.1400000,36027.3526775,36027.3526775
0.1450000,0.1450000,0.1450000,24749.0885111,24749.0885111
0.1500000,0.1500000,0.1500000,17238.6830863,17238.6830863
0.1550000,0.1550000,0.1550000,12095.8892283,12095.8892283
0.1600000,0.1600000,0.1600000,8582.0595986,8582.0595986
0.1650000,0.1650000,0.1650000,6153.3851796,6153.3851796
0.1700000,0.1700000,0.1700000,4455.1769663,4455.1769663
0.1750000,0.1750000,0.1750000,3254.7214228,3254.7214228
0.1800000,0.1800000,0.1800000,2397.3944891,2397.3944891
0.1850000,0.1850000,0.1850000,1806.4469014,1779.2170649
0.1900000,0.1900000,0.1900000,1356.6919213,1329.4626764
0.1950000,0.1950000,0.1950000,1026.7227936,999.4957451
0.2000000,0.2000000,0.2000000,782.7429060,755.5220340
0.2050000,0.2050000,0.2050000,601.0326216,573.8258456
0.2100000,0.2100000,0.2100000,464.7747770,437.6064644
0.2150000,0.2150000,0.2150000,360.8362281,334.8546148
0.2200000,0.2200000,0.2200000,276.4628062,252.2506051
0.2250000,0.2250000,0.2250000,210.9238430,186.0917047
