# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1000000000000.0000000
0.0050000,0.0050000,0.0050000,1000000000000.0000000
0.0100000,0.0100000,0.0100000,1000000000000.0000000
0.0150000,0.0150000,0.0150000,1000000000000.0000000
0.0200000,0.0200000,0.0200000,1000000000000.0000000
0.0250000,0.0250000,0.0250000,1000000000000.0000000
0.0300000,0.0300000,0.0300000,1000000000000.0000000
0.0350000,0.0350000,0.0350000,843894878004.0072021
0.0400000,0.0400000,0.0400000,173185714899.7685852
0.0450000,0.0450000,0.0450000,42757819943.4705963
0.0500000,0.0500000,0.0500000,12218769233.0121460
0.0550000,0.0550000,0.0550000,3932261550.5938678
0.0600000,0.0600000,0.0600000,1397814260.6824563
0.0650000,0.0650000,0.0650000,539871815.8607846
0.0700000,0.0700000,0.0700000,223565042.9011722
0.0750000,0.0750000,0.0750000,98583797.3357880
0.0800000,0.0800000,0.0800000,45987763.5388739
0.0850000,0.0850000,0.0850000,22402163.6999476
0.0900000,0.0900000,0.0900000,11372044.3914333
0.0950000,0.0950000,0.0950000,5984428.4620196
0.1000000,0.1000000,0.1000000,3263752.0651378
0.1050000,0.1050000,0.1050000,1840439.0578280
0.1100000,0.1100000,0.1100000,1071217.7760040
0.1150000,0.1150000,0.1150000,642706.9833438
0.1200000,0.1200000,0.1200000,397084.1297241
0.1250000,0.1250000,0.1250000,252417.0447898
0.1300000,0.1300000,0.1300000,164963.3143820
0.1350000,0.1350000,0.1350000,110752.6986905
0.1400000,0.1400000,0.1400000,76323.7810226
0.1450000,0.1450000,0.1450000,53938.4830112
0.1500000,0.1500000,0.1500000,39048.0783543
0.1550000,0.1550000,0.1550000,28920.3345083
0.1600000,0.1600000,0.1600000,21879.6309744
0.1650000,0.1650000,0.1650000,16877.7449617
0.1700000,0.1700000,0.1700000,13246.6215847
0.1750000,0.1750000,0.1750000,10553.1897740
0.1800000,0.1800000,0.1800000,8512.4233700
0.1850000,0.1850000,0.1850000,6934.2297448
0.1900000,0.1900000,0.1900000,5690.3373619
0.1950000,0.1950000,0.1950000,4693.2344012
0.2000000,0.2000000,0.2000000,3882.5229912
0.2050000,0.2050000,0.2050000,3215.9415877
0.2100000,0.2100000,0.2100000,2663.3952110
0.2150000,0.2150000,0.2150000,2202.9658901
0.2200000,0.2200000,0.2200000,1830.6446417
0.2250000,0.2250000,0.2250000,1508.9813052
0.2300000,0.2300000,0.2300000,1240.2981589
0.2350000,0.2350000,0.2350000,1016.3540451
0.2400000,0.2400000,0.2400000,830.2563654
0.2450000,0.2450000,0.2450000,676.1512930
0.2500000,0.2500000,0.2500000,549.0229371
0.2550000,0.2550000,0.2550000,444.5583217
0.2600000,0.2600000,0.2600000,359.0502632
0.2650000,0.2650000,0.2650000,289.3207430
0.2700000,0.2700000,0.2700000,232.6557497
0.2750000,0.2750000,0.2750000,186.7497343
0.2800000,0.2800000,0.2800000,149.6600916
0.2850000,0.2850000,0.2850000,119.7674888
0.2900000,0.2900000,0.2900000,95.7342563
0.2950000,0.2950000,0.2950000,76.4593864
0.3000000,0.3000000,0.3000000,61.0376539
0.3050000,0.3050000,0.3050000,48.7282077
0.3100000,0.3100000,0.3100000,38.9295044
0.3150000,0.3150000,0.3150000,31.1556440
0.3200000,0.3200000,0.3200000,25.0131118
0.3250000,0.3250000,0.3250000,20.1792729
0.3300000,0.3300000,0.3300000,16.3849372
0.3350000,0.3350000,0.3350000,13.4042469
0.3400000,0.3400000,0.3400000,11.0511505
0.3450000,0.3450000,0.3450000,9.1747490
0.3500000,0.3500000,0.3500000,7.6493866
0.3550000,0.3550000,0.3550000,6.3687308
0.3600000,0.3600000,0.3600000,5.2528907
0.3650000,0.3650000,0.3650000,4.2571563
0.3700000,0.3700000,0.3700000,3.3633450
0.3750000,0.3750000,0.3750000,2.5608438
0.3800000,0.3800000,0.3800000,1.8400733
0.3850000,0.3850000,0.3850000,1.1969676
0.3900000,0.3900000,0.3900000,0.6329210
0.3950000,0.3950000,0.3950000,0.1496515
0.4000000,0.4000000,0.4000000,-0.2540350
0.4050000,0.4050000,0.4050000,-0.5827587
0.4100000,0.4100000,0.4100000,-0.8448222
0.4150000,0.4150000,0.4150000,-1.0527440
0.4200000,0.4200000,0.4200000,-1.2224053
0.4250000,0.4250000,0.4250000,-1.3691952
0.4300000,0.4300000,0.4300000,-1.5029144
0.4350000,0.4350000,0.4350000,-1.6255858
0.4400000,0.4400000,0.4400000,-1.7335919
0.4450000,0.4450000,0.4450000,-1.8216910
0.4500000,0.4500000,0.4500000,-1.8860525
0.4550000,0.4550000,0.4550000,-1.9253874
0.4600000,0.4600000,0.4600000,-1.9407191
0.4650000,0.4650000,0.4650000,-1.9346174
0.4700000,0.4700000,0.4700000,-1.9104200
0.4750000,0.4750000,0.4750000,-1.8716502
0.4800000,0.4800000,0.4800000,-1.8216525
0.4850000,0.4850000,0.4850000,-1.7634025
0.4900000,0.4900000,0.4900000,-1.6994343
0.4950000,0.4950000,0.4950000,-1.6318371
0.5000000,0.5000000,0.5000000,-1.5622905
0.5050000,0.5050000,0.5050000,-1.4921148
0.5100000,0.5100000,0.5100000,-1.4223271
0.5150000,0.5150000,0.5150000,-1.3536933
0.5200000,0.5200000,0.5200000,-1.2867766
0.5250000,0.5250000,0.5250000,-1.2219772
0.5300000,0.5300000,0.5300000,-1.1595673
0.5350000,0.5350000,0.5350000,-1.0997187
0.5400000,0.5400000,0.5400000,-1.0425260
0.5450000,0.5450000,0.5450000,-0.9880244
0.5500000,0.5500000,0.5500000,-0.9362049
0.5550000,0.5550000,0.5550000,-0.8870251
0.5600000,0.5600000,0.5600000,-0.8404188
0.5650000,0.5650000,0.5650000,-0.7963031
0.5700000,0.5700000,0.5700000,-0.7545832
0.5750000,0.5750000,0.5750000,-0.7151575
0.5800000,0.5800000,0.5800000,-0.6779203
0.5850000,0.5850000,0.5850000,-0.6427646
0.5900000,0.5900000,0.5900000,-0.6095835
0.5950000,0.5950000,0.5950000,-0.5782719
0.6000000,0.6000000,0.6000000,-0.5487276
