# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2597814.2582361,2344557710.4883099,1471616454.1871672,9931089915.7464523,125386146.5304720,6968901016.7274494,2344558231.2606540,2344557189.7159657,2763855604.2768664,1748015766.6671822,51077457579.5837479,2344557710.4883099,1471616454.1871672,9931089915.7464523,125386146.5304720,6968901016.7274494,2344558231.2606540,2344557189.7159657,2763855604.2768664,1748015766.6671822,51077457579.5837479
0.0025000,0.0025000,0.0025000,inf,nan,1957240.6634459,1378087213.4421546,864998067.2350465,5837168637.6141081,73704751.6273748,4096097551.3041368,1378087692.9274971,1378086733.9568121,1624542680.7007916,1027451005.4340332,30021709068.3332443,1378087213.4421546,864998067.2350465,5837168637.6141081,73704751.6273748,4096097551.3041368,1378087692.9274971,1378086733.9568121,1624542680.7007916,1027451005.4340332,30021709068.3332443
0.0050000,0.0050000,0.0050000,inf,nan,1490028.9088854,828691839.9446365,520164755.8709799,3509925785.4564080,44327789.4334085,2463016278.6620865,828692281.6803100,828691398.2089629,976894096.4018604,617842075.4803958,18052306052.1819687,828691839.9446365,520164755.8709799,3509925785.4564080,44327789.4334085,2463016278.6620865,828692281.6803100,828691398.2089629,976894096.4018604,617842075.4803958,18052306052.1819687
0.0075000,0.0075000,0.0075000,inf,nan,1019797.7267250,509000944.9736812,319509967.9256864,2155679750.6119990,27235081.3817421,1512711202.4172056,509001352.0717607,509000537.8756017,600030064.5424204,379492333.7063774,11087202154.9078636,509000944.9736812,319509967.9256864,2155679750.6119990,27235081.3817421,1512711202.4172056,509001352.0717607,509000537.8756017,600030064.5424204,379492333.7063774,11087202154.9078636
0.0100000,0.0100000,0.0100000,inf,nan,723500.6592863,318951877.2665542,200227635.8848777,1350575363.2071929,17075538.6514767,947752703.3776838,318952252.4793183,318951502.0537902,375992849.1136147,237798757.4270088,6946434719.4702845,318951877.2665542,200227635.8848777,1350575363.2071929,17075538.6514767,947752703.3776838,318952252.4793183,318951502.0537902,375992849.1136147,237798757.4270088,6946434719.4702845
0.0125000,0.0125000,0.0125000,inf,nan,538291.3832019,203740584.9590915,127919084.2149638,862467684.9221034,10918419.6535199,605238979.1787885,203740930.7324953,203740239.1856877,240177307.2331630,151901466.6285658,4436041168.3974533,203740584.9590915,127919084.2149638,862467684.9221034,10918419.6535199,605238979.1787885,203740930.7324953,203740239.1856877,240177307.2331630,151901466.6285658,4436041168.3974533
0.0150000,0.0150000,0.0150000,inf,nan,427354.3877771,132643639.5620656,83300276.0088129,561214623.9180917,7120763.5755418,393846147.4173747,132643958.0797728,132643321.0443584,156365469.2461978,98894206.0437994,2886677814.8543782,132643639.5620656,83300276.0088129,561214623.9180917,7120763.5755418,393846147.4173747,132643958.0797728,132643321.0443584,156365469.2461978,98894206.0437994,2886677814.8543782
0.0175000,0.0175000,0.0175000,inf,nan,369577.2809173,88062131.1250911,55325008.6913405,372268182.8082551,4741475.0609382,261262073.1081459,88062424.3450024,88061837.9051799,103811057.2181034,65655877.4238540,1914931315.3204725,88062131.1250911,55325008.6913405,372268182.8082551,4741475.0609382,261262073.1081459,88062424.3450024,88061837.9051799,103811057.2181034,65655877.4238540,1914931315.3204725
0.0200000,0.0200000,0.0200000,inf,nan,353963.9167529,59711432.8888764,37538010.3670734,252063008.8970428,3230601.9232033,176915903.1988759,59711702.5736400,59711163.2041128,70390154.0538112,44518642.3320356,1296737557.0014722,59711432.8888764,37538010.3670734,252063008.8970428,3230601.9232033,176915903.1988759,59711702.5736400,59711163.2041128,70390154.0538112,44518642.3320356,1296737557.0014722
0.0225000,0.0225000,0.0225000,inf,nan,308451.1542341,41468271.3245800,26095942.7328331,174660986.7901975,2260720.8840990,122606244.6331802,41468519.0672361,41468023.5819239,48884407.3180196,30917213.8384690,898692387.4259740,41468271.3245800,26095942.7328331,174660986.7901975,2260720.8840990,122606244.6331802,41468519.0672361,41468023.5819239,48884407.3180196,30917213.8384690,898692387.4259740
