# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1575000,0.1575000,0.1575000,1704.2519467,-3.2706906,359.6761007
0.1600000,0.1600000,0.1600000,1502.8187553,-3.2309686,308.1657054
0.1625000,0.1625000,0.1625000,1325.9932702,-3.1916785,264.4934200
0.1650000,0.1650000,0.1650000,1170.6891634,-3.1528303,227.3822653
0.1675000,0.1675000,0.1675000,1034.2156255,-3.1144325,195.7784101
0.1700000,0.1700000,0.1700000,914.2259397,-3.0764921,168.8095333
0.1725000,0.1725000,0.1725000,808.6727789,-3.0390150,145.7514387
0.1750000,0.1750000,0.1750000,715.7693525,-3.0020057,126.0011924
0.1775000,0.1775000,0.1775000,633.9556416,-2.9654675,109.0554350
0.1800000,0.1800000,0.1800000,561.8690556,-2.9294030,94.4927978
0.1825000,0.1825000,0.1825000,498.3189326,-2.8938135,81.9595623
0.1850000,0.1850000,0.1850000,442.2643764,-2.8586998,71.1578512
0.1875000,0.1875000,0.1875000,392.7949935,-2.8240619,61.8357881
0.1900000,0.1900000,0.1900000,349.1141414,-2.7898999,53.7792484
0.1925000,0.1925000,0.1925000,310.5243427,-2.7562176,46.8050128
0.1950000,0.1950000,0.1950000,276.4145393,-2.7230326,40.7552917
0.1975000,0.1975000,0.1975000,246.2488885,-2.6903999,35.4936688
0.2000000,0.2000000,0.2000000,219.5568777,-2.6584479,30.9024636
0.2025000,0.2025000,0.2025000,195.9246792,-2.6274119,26.8812752
0.2050000,0.2050000,0.2050000,174.9877935,-2.5976378,23.3460979
0.2075000,0.2075000,0.2075000,156.4250461,-2.5695286,20.2281901
0.2100000,0.2100000,0.2100000,139.9538325,-2.5434361,17.4721306
0.2125000,0.2125000,0.2125000,125.3262675,-2.5195342,15.0331400
0.2150000,0.2150000,0.2150000,112.3257421,-2.4977367,12.8742616
0.2175000,0.2175000,0.2175000,100.7634690,-2.4777025,10.9640202
0.2200000,0.2200000,0.2200000,90.4748623,-2.4589254,9.2748287
0.2225000,0.2225000,0.2225000,81.3158632,-2.4408620,7.7820621
0.2250000,0.2250000,0.2250000,73.1594264,-2.4230402,6.4635641
0.2275000,0.2275000,0.2275000,65.8923019,-2.4051168,5.2993749
0.2300000,0.2300000,0.2300000,59.4121713,-2.3868762,4.2715476
0.2325000,0.2325000,0.2325000,53.6252729,-2.3681861,3.3639664
0.2350000,0.2350000,0.2350000,48.4448710,-2.3489344,2.5620771
0.2375000,0.2375000,0.2375000,43.7910570,-2.3289836,1.8524403
0.2400000,0.2400000,0.2400000,39.5920975,-2.3081751,1.2221119
0.2425000,0.2425000,0.2425000,35.7867572,-2.2863917,0.6580701
0.2450000,0.2450000,0.2450000,32.3261523,-2.2636392,0.1470857
0.2475000,0.2475000,0.2475000,29.1736563,-2.2400828,-0.3236550
0.2500000,0.2500000,0.2500000,26.3025361,-2.2160079,-0.7652571
0.2525000,0.2525000,0.2525000,23.6923887,-2.1917364,-1.1857099
0.2550000,0.2550000,0.2550000,21.3258657,-2.1675522,-1.5890941
0.2575000,0.2575000,0.2575000,19.1865497,-2.1436653,-1.9758257
0.2600000,0.2600000,0.2600000,17.2580208,-2.1202097,-2.3437793
0.2625000,0.2625000,0.2625000,15.5237219,-2.0972580,-2.6897339
0.2650000,0.2650000,0.2650000,13.9672030,-2.0748400,-3.0105885
