# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,921276.2780198
0.0050000,0.0050000,0.0050000,641333.0995241
0.0100000,0.0100000,0.0100000,457213.7973566
0.0150000,0.0150000,0.0150000,336191.2322814
0.0200000,0.0200000,0.0200000,257541.7516858
0.0250000,0.0250000,0.0250000,208187.7021971
0.0300000,0.0300000,0.0300000,180106.6771466
0.0350000,0.0350000,0.0350000,162473.2755405
0.0400000,0.0400000,0.0400000,148343.6344177
0.0450000,0.0450000,0.0450000,138973.6684931
0.0500000,0.0500000,0.0500000,124932.6524797
0.0550000,0.0550000,0.0550000,113245.8616981
0.0600000,0.0600000,0.0600000,102730.3307424
0.0650000,0.0650000,0.0650000,92704.4838593
0.0700000,0.0700000,0.0700000,78138.8739298
0.0750000,0.0750000,0.0750000,66047.9860816
0.0800000,0.0800000,0.0800000,56071.9726776
0.0850000,0.0850000,0.0850000,47825.0003320
0.0900000,0.0900000,0.0900000,41000.8052431
0.0950000,0.0950000,0.0950000,35358.6713704
0.1000000,0.1000000,0.1000000,30710.9969381
0.1050000,0.1050000,0.1050000,26912.7158756
0.1100000,0.1100000,0.1100000,23821.9484361
0.1150000,0.1150000,0.1150000,21167.5231885
0.1200000,0.1200000,0.1200000,19148.7139371
0.1250000,0.1250000,0.1250000,17675.4923465
0.1300000,0.1300000,0.1300000,16679.1300862
0.1350000,0.1350000,0.1350000,16106.4784849
0.1400000,0.1400000,0.1400000,15914.7475592
0.1450000,0.1450000,0.1450000,15180.3190599
0.1500000,0.1500000,0.1500000,12350.0639360
0.1550000,0.1550000,0.1550000,10026.8487670
0.1600000,0.1600000,0.1600000,8125.6325966
0.1650000,0.1650000,0.1650000,6574.1499034
0.1700000,0.1700000,0.1700000,5311.3631290
0.1750000,0.1750000,0.1750000,4286.0065688
0.1800000,0.1800000,0.1800000,3455.2432241
0.1850000,0.1850000,0.1850000,2783.4486408
