# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,19687051418.4187965
0.0050000,0.0050000,0.0050000,7353088477.5553207
0.0100000,0.0100000,0.0100000,2959511673.1790938
0.0150000,0.0150000,0.0150000,1271050063.0900226
0.0200000,0.0200000,0.0200000,578249125.6545166
0.0250000,0.0250000,0.0250000,277259007.0836764
0.0300000,0.0300000,0.0300000,139716890.7602467
0.0350000,0.0350000,0.0350000,73946003.9313651
0.0400000,0.0400000,0.0400000,41151857.0233068
0.0450000,0.0450000,0.0450000,24133241.3200022
0.0500000,0.0500000,0.0500000,14940285.7635554
0.0550000,0.0550000,0.0550000,9761042.2225146
0.0600000,0.0600000,0.0600000,6707123.5095829
0.0650000,0.0650000,0.0650000,4815602.0710705
0.0700000,0.0700000,0.0700000,3582498.2868257
0.0750000,0.0750000,0.0750000,2737483.0624797
0.0800000,0.0800000,0.0800000,2131871.3414713
0.0850000,0.0850000,0.0850000,1681531.7176419
0.0900000,0.0900000,0.0900000,1337183.7306612
0.0950000,0.0950000,0.0950000,1068695.3223029
0.1000000,0.1000000,0.1000000,856682.3813442
0.1050000,0.1050000,0.1050000,687973.5981445
0.1100000,0.1100000,0.1100000,553140.0692020
0.1150000,0.1150000,0.1150000,445131.8917691
0.1200000,0.1200000,0.1200000,358507.9679713
0.1250000,0.1250000,0.1250000,288983.0913855
0.1300000,0.1300000,0.1300000,233145.0396254
0.1350000,0.1350000,0.1350000,188264.0563026
0.1400000,0.1400000,0.1400000,152154.5129482
0.1450000,0.1450000,0.1450000,123068.2627306
0.1500000,0.1500000,0.1500000,99609.2933068
0.1550000,0.1550000,0.1550000,80664.2441382
0.1600000,0.1600000,0.1600000,65345.6620581
0.1650000,0.1650000,0.1650000,52945.8834035
0.1700000,0.1700000,0.1700000,42899.8661053
0.1750000,0.1750000,0.1750000,34755.5067300
0.1800000,0.1800000,0.1800000,28150.1266414
0.1850000,0.1850000,0.1850000,22791.9585084
0.1900000,0.1900000,0.1900000,18445.6220688
0.1950000,0.1950000,0.1950000,14920.7402044
0.2000000,0.2000000,0.2000000,12063.0023939
0.2050000,0.2050000,0.2050000,9747.1236872
0.2100000,0.2100000,0.2100000,7840.1495676
0.2150000,0.2150000,0.2150000,6175.7580841
0.2200000,0.2200000,0.2200000,4869.1827643
0.2250000,0.2250000,0.2250000,3841.9466760
0.2300000,0.2300000,0.2300000,3033.1850063
0.2350000,0.2350000,0.2350000,2395.5847527
0.2400000,0.2400000,0.2400000,1892.2933795
0.2450000,0.2450000,0.2450000,1506.7987797
0.2500000,0.2500000,0.2500000,1192.1334439
0.2550000,0.2550000,0.2550000,942.9446946
0.2600000,0.2600000,0.2600000,745.4343772
0.2650000,0.2650000,0.2650000,588.7672319
0.2700000,0.2700000,0.2700000,464.4221330
0.2750000,0.2750000,0.2750000,365.6880922
0.2800000,0.2800000,0.2800000,287.2721087
0.2850000,0.2850000,0.2850000,224.9935762
0.2900000,0.2900000,0.2900000,175.5456077
0.2950000,0.2950000,0.2950000,136.3074435
0.3000000,0.3000000,0.3000000,105.1955515
0.3050000,0.3050000,0.3050000,80.5471352
0.3100000,0.3100000,0.3100000,61.0345821
0.3150000,0.3150000,0.3150000,45.6046946
0.3200000,0.3200000,0.3200000,33.4292291
0.3250000,0.3250000,0.3250000,23.8574564
0.3300000,0.3300000,0.3300000,16.3728417
0.3350000,0.3350000,0.3350000,10.5594818
0.3400000,0.3400000,0.3400000,6.0787999
0.3450000,0.3450000,0.3450000,2.6527293
0.3500000,0.3500000,0.3500000,0.0504856
0.3550000,0.3550000,0.3550000,-1.9208919
0.3600000,0.3600000,0.3600000,-3.4212528
0.3650000,0.3650000,0.3650000,-4.5784601
0.3700000,0.3700000,0.3700000,-5.4888022
0.3750000,0.3750000,0.3750000,-6.2193609
0.3800000,0.3800000,0.3800000,-6.8140347
0.3850000,0.3850000,0.3850000,-7.3026542
0.3900000,0.3900000,0.3900000,-7.7089091
0.3950000,0.3950000,0.3950000,-8.0520654
0.4000000,0.4000000,0.4000000,-8.3434095
0.4050000,0.4050000,0.4050000,-8.5843933
0.4100000,0.4100000,0.4100000,-8.7704339
0.4150000,0.4150000,0.4150000,-8.8967968
0.4200000,0.4200000,0.4200000,-8.9618760
0.4250000,0.4250000,0.4250000,-8.9676026
0.4300000,0.4300000,0.4300000,-8.9190410
0.4350000,0.4350000,0.4350000,-8.8241096
0.4400000,0.4400000,0.4400000,-8.6930814
0.4450000,0.4450000,0.4450000,-8.5374942
0.4500000,0.4500000,0.4500000,-8.3686583
0.4550000,0.4550000,0.4550000,-8.1961537
0.4600000,0.4600000,0.4600000,-8.0264790
0.4650000,0.4650000,0.4650000,-7.8621329
0.4700000,0.4700000,0.4700000,-7.7017280
0.4750000,0.4750000,0.4750000,-7.5413708
0.4800000,0.4800000,0.4800000,-7.3766034
0.4850000,0.4850000,0.4850000,-7.2038262
0.4900000,0.4900000,0.4900000,-7.0207652
0.4950000,0.4950000,0.4950000,-6.8262906
0.5000000,0.5000000,0.5000000,-6.6201017
0.5050000,0.5050000,0.5050000,-6.4025950
0.5100000,0.5100000,0.5100000,-6.1748937
0.5150000,0.5150000,0.5150000,-5.9388459
0.5200000,0.5200000,0.5200000,-5.6968769
0.5250000,0.5250000,0.5250000,-5.4517245
0.5300000,0.5300000,0.5300000,-5.2061518
0.5350000,0.5350000,0.5350000,-4.9627150
0.5400000,0.5400000,0.5400000,-4.7236161
0.5450000,0.5450000,0.5450000,-4.4906375
0.5500000,0.5500000,0.5500000,-4.2651379
0.5550000,0.5550000,0.5550000,-4.0480857
0.5600000,0.5600000,0.5600000,-3.8401117
0.5650000,0.5650000,0.5650000,-3.6415682
0.5700000,0.5700000,0.5700000,-3.4525858
0.5750000,0.5750000,0.5750000,-3.2731247
0.5800000,0.5800000,0.5800000,-3.1030178
0.5850000,0.5850000,0.5850000,-2.9420064
0.5900000,0.5900000,0.5900000,-2.7897688
0.5950000,0.5950000,0.5950000,-2.6459421
0.6000000,0.6000000,0.6000000,-2.5101396
0.6050000,0.6050000,0.6050000,-2.3819636
0.6100000,0.6100000,0.6100000,-2.2610144
0.6150000,0.6150000,0.6150000,-2.1468976
0.6200000,0.6200000,0.6200000,-2.0392289
0.6250000,0.6250000,0.6250000,-1.9376371
0.6300000,0.6300000,0.6300000,-1.8417667
0.6350000,0.6350000,0.6350000,-1.7512785
0.6400000,0.6400000,0.6400000,-1.6658509
0.6450000,0.6450000,0.6450000,-1.5851796
0.6500000,0.6500000,0.6500000,-1.5089777
0.6550000,0.6550000,0.6550000,-1.4369749
0.6600000,0.6600000,0.6600000,-1.3689174
0.6650000,0.6650000,0.6650000,-1.3045668
0.6700000,0.6700000,0.6700000,-1.2436997
