# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,56195824.4502941,2230557430.4108386,1437051785.4597199,8894081041.8486595,142629158.0118022,6264814729.5404272,2230557413.7925329,2230557447.0291443,2629467650.6036649,1663021361.9278808,45956083176.7604828
0.0025000,0.0025000,0.0025000,inf,nan,36968782.3802384,1355840958.6071093,873506939.8348687,5406287452.8937435,86694189.4833167,3808080575.6203027,1355840935.7061663,1355840981.5080523,1598317932.2866416,1010865018.2233127,27934497875.4456406
0.0050000,0.0050000,0.0050000,inf,nan,20908546.2813218,840617813.2410772,541569602.5298094,3351913127.9470344,53747924.5212814,2361019268.5213785,840617784.6952924,840617841.7868620,990952896.4835860,626733641.3658385,17319455042.5392914
0.0075000,0.0075000,0.0075000,inf,nan,12446113.3410267,530838261.4996992,341991471.3799074,2116711422.2293890,33939173.3176615,1490967307.2359848,530838227.8954125,530838295.1039858,625772740.6099811,395773431.5946569,10937114110.4115753
0.0100000,0.0100000,0.0100000,inf,nan,7692610.8499973,341003831.9160053,219689199.9855382,1359771749.8324656,21800495.1911239,957793851.9882661,341003793.7949686,341003870.0370419,401988548.9296158,254239881.5847255,7025974529.3009615
0.0125000,0.0125000,0.0125000,inf,nan,4900822.8934407,222599115.1960575,143406208.2022272,887647025.5486159,14229452.9602225,625238513.5514500,222599073.0609728,222599157.3311422,262408474.4382592,165961691.3109944,4586486435.0511875
0.0150000,0.0150000,0.0150000,inf,nan,3205152.6225850,147522616.9645205,95037812.8893508,588287128.9327855,9429039.5109237,414375355.8262129,147522571.2835167,147522662.6455243,173905385.1526051,109987422.8902122,3039681807.1419001
0.0175000,0.0175000,0.0175000,inf,nan,1988412.0214248,99182887.4629108,63894805.2707355,395536288.0186143,6338289.3451387,278605536.1093038,99182838.6731693,99182936.2526523,116920636.3044202,73947103.2396280,2043730814.9533823
0.0200000,0.0200000,0.0200000,inf,nan,1199130.1325948,67607888.4869337,43552604.1464445,269632532.0191281,4319531.2458708,189921495.1231236,67607836.9976282,67607939.9762391,79698802.3165441,50405948.4215567,1393181594.2747650
0.0225000,0.0225000,0.0225000,inf,nan,823690.7724329,46703345.3095604,30084918.0178394,186275841.5508848,2983065.3563631,131206772.7648232,46703291.5042450,46703399.1148759,55055715.6664837,34820291.9433407,962474879.2746404
0.0250000,0.0250000,0.0250000,inf,nan,641007.7771234,32686228.6947282,21054498.4743356,130381923.8482778,2086987.9094567,91836287.9160316,32686172.9332791,32686284.4561773,38531794.6990456,24369646.7165973,673669474.4843980
0.0275000,0.0275000,0.0275000,inf,nan,566879.0182073,23173565.6263829,14926096.6445412,92448997.2681959,1478923.0381801,65117171.6684100,23173508.2465836,23173623.0061822,27317898.3571347,17277355.9395035,477669265.7356166
0.0300000,0.0300000,0.0300000,inf,nan,460130.5240533,16643483.9334436,10719235.5499817,66408794.4272167,1061558.1879606,46775055.5424029,16643425.2522827,16643542.6146045,19619984.6727421,12408767.8446917,343119256.6839260
0.0325000,0.0325000,0.0325000,inf,nan,398096.9423544,12111370.6506412,7799571.8731792,48335294.8407919,771935.5610414,34044527.8157548,12111310.9653830,12111430.3358995,14277353.6767740,9029791.3156771,249733532.7642231
0.0350000,0.0350000,0.0350000,inf,nan,377636.6955650,8932379.2397270,5751659.3507923,35657252.5318117,568823.2444827,25114453.2948828,8932318.8288032,8932439.6506508,10529835.2481603,6659652.5541022,184226356.6074890
0.0375000,0.0375000,0.0375000,inf,nan,364479.0896612,6679293.0764570,4300261.2361624,26671194.4043552,424905.1504387,18784938.8792068,6679232.2002199,6679353.9526940,7873809.8530867,4979834.5997660,137795809.4529340
0.0400000,0.0400000,0.0400000,inf,nan,335601.4347323,5065986.3641162,3261039.3681005,20236231.0719784,321886.7591046,14252364.2936663,5065925.2654868,5066047.4627455,5971981.2999342,3777012.6103450,104546865.6517732
0.0425000,0.0425000,0.0425000,inf,nan,325430.9921560,3898855.0703297,2509263.1990193,15580393.8307739,247389.4368855,10972969.6700828,3898793.9753682,3898916.1652912,4596121.6429813,2906842.5590032,80490727.7051115
0.0450000,0.0450000,0.0450000,inf,nan,334408.3903787,3045628.3900464,1959716.3859061,12176273.9103473,192956.1616605,8575258.3017696,3045567.5084679,3045689.2716249,3590304.9247703,2270708.2113587,62902249.2042994
0.0475000,0.0475000,0.0475000,inf,nan,330363.6377013,2415113.7672876,1553647.4184507,9660257.7684043,152756.3922327,6803107.5975075,2415053.2929416,2415174.2416337,2847029.8217969,1800619.7606603,49902620.4031161
0.0500000,0.0500000,0.0500000,inf,nan,359348.9774290,1943900.5251832,1250203.3826231,7779508.9453716,122735.8982765,5478424.1659504,1943840.6365116,1943960.4138548,2291545.3676614,1449300.5446836,40185421.4308508
0.0525000,0.0525000,0.0525000,inf,nan,382827.3977352,1587541.6624891,1020748.8113210,6356806.0989792,100052.9367683,4476376.4389552,1587482.5229749,1587600.8020033,1871455.7126340,1183612.5184114,32834939.1139520
0.0550000,0.0550000,0.0550000,inf,nan,429466.6142832,1314648.1751296,845060.9435232,5266994.4535588,82700.6595765,3708807.5517273,1314589.9337449,1314706.4165143,1549758.2807324,980153.1979642,27204490.7651157
0.0575000,0.0575000,0.0575000,inf,nan,522939.8467943,1102896.8586386,708757.7496101,4421067.1127464,69251.8688875,3113022.5443005,1102839.6502989,1102954.0669783,1300137.6123315,822279.2253241,22834171.7593594
0.0600000,0.0600000,0.0600000,inf,nan,627679.3717008,936307.4424755,601543.7252716,3755307.7710976,58684.9313613,2644140.7086414,936251.3885057,936363.4964453,1103755.5444404,698076.3000942,19394755.5340387
0.0625000,0.0625000,0.0625000,inf,nan,807670.6273112,803369.5927606,516003.2123008,3223822.2583034,50264.0296176,2269834.9589863,803314.8013751,803424.3841461,947043.2488499,598962.7418103,16649103.7958397
0.0650000,0.0650000,0.0650000,inf,nan,1094753.2516942,695744.0297329,446763.5909069,2793359.3704828,43456.1192058,1966683.7277283,695690.5965317,695797.4629341,820170.0589912,518721.0910174,14425405.5416106
0.0675000,0.0675000,0.0675000,inf,nan,1541397.5471339,606892.2006096,389398.5259897,2439691.5413595,37680.5628223,1717621.5792081,606864.1275777,606920.2736415,715428.0751304,452476.4438884,12598475.8140689
0.0700000,0.0700000,0.0700000,inf,nan,2235181.6848231,517850.0907466,332126.6199243,2085555.9763021,32056.5107271,1468079.0277639,517824.6337406,517875.5477525,610461.7809502,386089.9304571,10767715.2143565
0.0725000,0.0725000,0.0725000,inf,nan,3157409.4653664,444836.6044047,285173.1674472,1793338.7895817,27451.2523369,1262296.1993371,444813.8231326,444859.3856767,524390.6501304,331653.7676217,9258253.1020175
