# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,643245493.4296682,643245493.4296682
0.0050000,0.0050000,0.0050000,263613114.1856408,263613114.1856408
0.0100000,0.0100000,0.0100000,114987579.1332889,114987579.1332889
0.0150000,0.0150000,0.0150000,53033933.0487091,53033933.0487091
0.0200000,0.0200000,0.0200000,25750382.1655430,25750382.1655430
0.0250000,0.0250000,0.0250000,13135589.9563889,13135589.9563889
0.0300000,0.0300000,0.0300000,7041463.2223262,7041463.2223262
0.0350000,0.0350000,0.0350000,3975487.6439586,3975487.6439586
0.0400000,0.0400000,0.0400000,2371453.1600716,2371453.1600716
0.0450000,0.0450000,0.0450000,1498184.7323590,1498184.7323590
0.0500000,0.0500000,0.0500000,997884.9853658,997884.9853658
0.0550000,0.0550000,0.0550000,690740.9168045,690740.9168045
0.0600000,0.0600000,0.0600000,499276.6171248,499276.6171248
0.0650000,0.0650000,0.0650000,369279.3747445,369279.3747445
0.0700000,0.0700000,0.0700000,278847.3233897,278847.3233897
0.0750000,0.0750000,0.0750000,215329.2855014,215329.2855014
0.0800000,0.0800000,0.0800000,168514.0326388,168514.0326388
0.0850000,0.0850000,0.0850000,133681.4059787,133681.4059787
0.0900000,0.0900000,0.0900000,107556.7290622,107556.7290622
0.0950000,0.0950000,0.0950000,87395.8236325,87395.8236325
0.1000000,0.1000000,0.1000000,71129.8887283,71129.8887283
0.1050000,0.1050000,0.1050000,58245.0298842,58245.0298842
0.1100000,0.1100000,0.1100000,47966.9292649,47966.9292649
0.1150000,0.1150000,0.1150000,39712.8633270,39712.8633270
0.1200000,0.1200000,0.1200000,33036.9637928,33036.9637928
0.1250000,0.1250000,0.1250000,26813.0061489,26813.0061489
0.1300000,0.1300000,0.1300000,21767.5817706,21767.5817706
0.1350000,0.1350000,0.1350000,17679.0434903,17679.0434903
0.1400000,0.1400000,0.1400000,14363.4024673,14363.4024673
0.1450000,0.1450000,0.1450000,11672.0719540,11672.0719540
0.1500000,0.1500000,0.1500000,9485.3817634,9485.3817634
0.1550000,0.1550000,0.1550000,7707.1153343,7707.1153343
0.1600000,0.1600000,0.1600000,6259.9445245,6259.9445245
0.1650000,0.1650000,0.1650000,5081.6657021,5081.6657021
0.1700000,0.1700000,0.1700000,4122.1416670,4122.1416670
0.1750000,0.1750000,0.1750000,3281.6847904,3281.6847904
0.1800000,0.1800000,0.1800000,2563.2958433,2563.2958433
0.1850000,0.1850000,0.1850000,2002.7685964,2002.7685964
0.1900000,0.1900000,0.1900000,1592.9504601,1567.1104749
0.1950000,0.1950000,0.1950000,1253.4722711,1227.6257418
0.2000000,0.2000000,0.2000000,988.3552969,962.5096843
0.2050000,0.2050000,0.2050000,780.9300609,755.0910872
0.2100000,0.2100000,0.2100000,618.3819293,592.5589107
0.2150000,0.2150000,0.2150000,490.8177744,465.0275633
0.2200000,0.2200000,0.2200000,390.5724593,364.8428157
0.2250000,0.2250000,0.2250000,311.6905702,286.0613524
0.2300000,0.2300000,0.2300000,249.5364104,224.0573357
0.2350000,0.2350000,0.2350000,200.4967106,175.2229947
0.2400000,0.2400000,0.2400000,161.7493480,136.7395283
0.2450000,0.2450000,0.2450000,131.0774134,106.4010381
0.2500000,0.2500000,0.2500000,106.7086288,82.4787317
0.2550000,0.2550000,0.2550000,87.1861871,63.6158810
0.2600000,0.2600000,0.2600000,71.3491976,48.7463724
0.2650000,0.2650000,0.2650000,58.4087134,37.0314216
0.2700000,0.2700000,0.2700000,47.8784514,27.8103141
0.2750000,0.2750000,0.2750000,39.3841093,20.5620031
0.2800000,0.2800000,0.2800000,32.5761974,14.8751284
0.2850000,0.2850000,0.2850000,27.1337450,10.4245778
0.2900000,0.2900000,0.2900000,22.7789729,6.9531407
0.2950000,0.2950000,0.2950000,19.2808756,4.2571280
0.3000000,0.3000000,0.3000000,16.4500444,2.1750884
0.3050000,0.3050000,0.3050000,14.1301129,0.5789429
0.3100000,0.3100000,0.3100000,12.1917826,-0.6329892
0.3150000,0.3150000,0.3150000,10.5338669,-1.5414835
0.3200000,0.3200000,0.3200000,9.0881879,-2.2107421
0.3250000,0.3250000,0.3250000,7.8181509,-2.6918131
0.3300000,0.3300000,0.3300000,6.7067879,-3.0252948
0.3350000,0.3350000,0.3350000,5.7418182,-3.2434753
0.3400000,0.3400000,0.3400000,4.9065525,-3.3981520
0.3450000,0.3450000,0.3450000,4.1787032,-3.4844201
0.3500000,0.3500000,0.3500000,3.5345139,-3.5134212
0.3550000,0.3550000,0.3550000,2.9544007,-3.4947656
0.3600000,0.3600000,0.3600000,2.4264599,-3.4400095
0.3650000,0.3650000,0.3650000,1.9459082,-3.3587724
0.3700000,0.3700000,0.3700000,1.5115686,-3.2586005
0.3750000,0.3750000,0.3750000,1.1224975,-3.1453953
0.3800000,0.3800000,0.3800000,0.7768068,-3.0237528
0.3850000,0.3850000,0.3850000,0.4721900,-2.9259319
0.3900000,0.3900000,0.3900000,0.2065125,-2.8276782
0.3950000,0.3950000,0.3950000,-0.0224245,-2.7207991
0.4000000,0.4000000,0.4000000,-0.2176377,-2.6425130
0.4050000,0.4050000,0.4050000,-0.3834094,-2.5663524
0.4100000,0.4100000,0.4100000,-0.5249360,-2.4904336
0.4150000,0.4150000,0.4150000,-0.6472996,-2.4042973
0.4200000,0.4200000,0.4200000,-0.7543102,-2.3181163
0.4250000,0.4250000,0.4250000,-0.8479003,-2.2956067
0.4300000,0.4300000,0.4300000,-0.9284299,-2.2602490
0.4350000,0.4350000,0.4350000,-0.9956127,-2.2086818
0.4400000,0.4400000,0.4400000,-1.0493920,-2.1441610
0.4450000,0.4450000,0.4450000,-1.0902965,-2.0706949
0.4500000,0.4500000,0.4500000,-1.1192696,-1.9914034
0.4550000,0.4550000,0.4550000,-1.1372959,-1.9087018
0.4600000,0.4600000,0.4600000,-1.1451808,-1.8399675
0.4650000,0.4650000,0.4650000,-1.1435993,-1.7759829
0.4700000,0.4700000,0.4700000,-1.1332793,-1.7162464
0.4750000,0.4750000,0.4750000,-1.1151359,-1.6585533
0.4800000,0.4800000,0.4800000,-1.0902861,-1.5974307
0.4850000,0.4850000,0.4850000,-1.0599718,-1.5472708
0.4900000,0.4900000,0.4900000,-1.0254538,-1.5219329
0.4950000,0.4950000,0.4950000,-0.9879204,-1.4860344
