# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,236114.5534827,6440981.8545159,4196611.8372632,25012601.1223936,444479.1846076,17647467.9252827,6440845.8760412,6441117.8329907,7592879.3375454,4802158.5410948,129502971.3497377
0.0025000,0.0025000,0.0025000,inf,nan,230011.5695043,5325718.8204662,3469860.7948198,20682339.0951053,367447.3138589,14592226.3918747,5325584.8354837,5325852.8054487,6278163.9977984,3970659.5514222,107082554.5806602
0.0050000,0.0050000,0.0050000,inf,nan,245717.3462846,4399856.9184148,2866537.9904598,17087400.6184654,303503.9284715,12055799.8092027,4399724.9278840,4399988.9089457,5186722.0617250,3280371.0610591,88469385.4275336
0.0075000,0.0075000,0.0075000,inf,nan,285691.8371329,3633226.5767954,2366981.8373072,14110666.1862005,250563.4140123,9955552.9276268,3633096.5795616,3633356.5740293,4282988.4677022,2708799.7500347,73057056.5390189
0.0100000,0.0100000,0.0100000,inf,nan,356000.6321124,2999834.0625017,1954252.2525088,11651225.8646259,206828.9245581,8220287.4297297,2999706.0559015,2999962.0691019,3536320.7945175,2236565.6495383,60323088.9906219
0.0125000,0.0125000,0.0125000,inf,nan,467593.4392043,2477478.5359685,1613881.0558132,9622893.1396844,170765.8797387,6789193.3356686,2477352.5163721,2477604.5555650,2920547.8310390,1847116.6323095,49821237.2858538
0.0150000,0.0150000,0.0150000,inf,nan,638698.9887072,2047339.2382042,1333602.9106889,7952602.7133459,141073.4030610,5610718.5318304,2047215.2014953,2047463.2749131,2413482.9362712,1526420.6345136,41173193.5238580
0.0175000,0.0175000,0.0175000,inf,nan,872601.6052223,1693561.6934607,1103085.6303817,6578804.3935952,116655.6974321,4641435.5469207,1693439.6354569,1693683.7514645,1996436.2390060,1262657.1437119,34060271.3737744
0.0200000,0.0200000,0.0200000,inf,nan,1224915.1694487,1402862.0065289,913672.2815732,5449927.1595223,96594.6759695,3844957.8439874,1402741.9233433,1402982.0897145,1653748.1681201,1045922.1775181,28215453.4198182
0.0225000,0.0225000,0.0225000,inf,nan,1763598.2199489,1164160.8321927,758142.6296793,4522958.3606103,80124.6476475,3190937.3492313,1164042.7205403,1164278.9438451,1372357.9615642,867955.3847217,23416034.6550970
0.0250000,0.0250000,0.0250000,inf,nan,2596412.4486302,968253.0784355,630497.8752070,3762161.5942465,66609.4760916,2654159.8288564,968136.9358872,968369.2209838,1141414.2996868,721893.7881793,19476984.0226419
0.0275000,0.0275000,0.0275000,inf,nan,3904795.7205055,807515.5161139,525770.0963392,3137941.7066183,55522.3610899,2213744.0720998,807401.3413007,807629.6909270,951930.6241717,602053.7893697,16245067.7258651
0.0300000,0.0300000,0.0300000,inf,nan,5186955.6195455,675651.8578457,439856.1121397,2625855.2281740,46428.2120653,1852443.6885002,675539.6506167,675764.0650747,796484.6271401,503741.1086146,13593725.5609495
0.0325000,0.0325000,0.0325000,inf,nan,3813681.9701539,567473.2275655,369374.4112597,2205758.1814608,38968.4693815,1556045.8307297,567362.9891024,567583.4660285,668959.4601436,423087.1112741,11418658.5251155
0.0350000,0.0350000,0.0350000,inf,nan,3100371.8331541,478711.0089021,311543.1829126,1861079.5745232,32848.1649258,1312858.5969718,478602.7417939,478819.2760103,564323.1125702,356909.2743995,9634067.1881520
0.0375000,0.0375000,0.0375000,inf,nan,2942766.2759204,405858.6258623,264077.2036974,1578207.2043351,27824.9834348,1113277.6753975,405752.3341426,405964.9175820,478441.8965741,302593.2242450,8169471.5715103
0.0400000,0.0400000,0.0400000,inf,nan,2992719.7687994,346038.7112236,225101.2700149,1345972.0129345,23700.0793109,949422.5239441,345934.4003739,346143.0220734,407923.8600243,257993.7019209,6967041.3027976
0.0425000,0.0425000,0.0425000,inf,nan,2517781.1205695,296892.2352889,193077.9422955,1155217.6932076,20310.4118389,814832.6991672,296789.9122104,296994.5583674,349988.0871768,221351.9018809,5979367.1659739
0.0450000,0.0450000,0.0450000,inf,nan,2448393.4365488,256486.4123146,166747.5267579,998443.1903482,17522.3786638,704215.6175986,256386.0852721,256586.7393571,302356.1351999,191226.8103515,5167610.0818438
0.0475000,0.0475000,0.0475000,inf,nan,2800635.0289120,223238.5123703,145078.4227803,869506.9495520,15226.5488948,613237.8829476,223140.1909094,223336.8338312,263162.2206376,166438.4022645,4499969.7903857
0.0500000,0.0500000,0.0500000,inf,nan,3049654.0623513,195853.0409637,127226.1820483,763383.0588337,13333.3203548,538353.2285560,195756.7358053,195949.3461221,230879.1643135,146020.8047014,3950422.2289732
0.0525000,0.0525000,0.0525000,inf,nan,3055449.0010686,173270.0806373,112499.8419634,675960.7237018,11769.3484679,476661.0332006,173175.8035510,173364.3577235,204257.4944010,129183.7822932,3497681.2688246
0.0550000,0.0550000,0.0550000,inf,nan,3590932.8609320,154622.9016735,100334.2997618,603879.7247822,10474.6159334,425790.2251605,154530.6653328,154715.1380142,182275.4762777,115281.1333259,3124346.7597275
0.0575000,0.0575000,0.0575000,inf,nan,4831341.8469956,139203.2342143,90267.6796738,544395.6160516,9400.0320720,383804.1702430,139113.0520348,139293.4163937,164098.1739522,103784.7979127,2816206.5627609
0.0600000,0.0600000,0.0600000,inf,nan,7184840.6098783,126432.8476661,81922.8107328,495269.4052348,8505.4682776,349122.8336837,126344.7336310,126520.9617012,149043.9467638,94263.6686469,2561665.3451950
0.0625000,0.0625000,0.0625000,inf,nan,4571826.1937481,115840.3046225,74992.0771372,454677.3167464,7758.1513380,320459.1118168,115754.2730948,115926.3361502,136557.0460048,86366.2591839,2351277.3587092
0.0650000,0.0650000,0.0650000,inf,nan,2824620.4861442,107041.9470448,69225.0272581,421136.9766247,7131.3495718,296766.7508920,106958.0125707,107125.8815189,126185.2006922,79806.5282386,2177364.2489195
0.0675000,0.0675000,0.0675000,inf,nan,1863966.8576583,99726.3345782,64418.2330829,393446.9877917,6603.2979653,277197.7141605,99644.5116821,99808.1574743,117561.2728511,74352.2773676,2033702.2006098
0.0700000,0.0700000,0.0700000,inf,nan,1341978.8225451,93641.4916283,60406.9810362,370637.3943161,6156.3179622,261067.2325680,93561.7946019,93721.1886547,110388.2238735,69815.6428602,1915265.4692284
0.0725000,0.0725000,0.0725000,inf,nan,1085180.3490139,88584.4343278,57058.4497796,351928.9773718,5776.0954966,247825.0876966,88506.8770153,88661.9916402,104426.7685002,66045.2874303,1818015.6484048
0.0750000,0.0750000,0.0750000,inf,nan,1009686.2879494,84392.5438484,54266.0927364,336352.5311128,5451.0874652,236843.9807260,84317.1394295,84467.9482673,99485.2053465,62919.9684769,1737442.1076120
0.0775000,0.0775000,0.0775000,inf,nan,824365.9666413,80837.1850844,51944.9945955,322662.1815225,5172.0323096,227141.5009733,80763.9813426,80910.3888261,95294.0104779,60269.2240964,1666166.1477970
0.0800000,0.0800000,0.0800000,inf,nan,673830.1884459,75011.5838158,48452.3287452,295466.8773475,4931.5448951,208173.6707347,74936.3416424,75086.8259892,88426.5656536,55925.8706263,1527339.4708880
0.0825000,0.0825000,0.0825000,inf,nan,582761.3516236,68573.1529743,44244.7824257,270734.5294538,4520.7870628,190713.1863473,68499.9819867,68646.3239619,80836.6935491,51125.6140264,1399186.5318005
0.0850000,0.0850000,0.0850000,inf,nan,541743.8889662,62956.6192272,40572.0017724,249205.1976365,4124.9227473,175512.0493933,62885.5100728,63027.7283816,74215.7056314,46938.1335904,1287612.5613152
