# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,32529481.2972316,1265814649.8854799,824377443.5612007,4921720727.9240522,87109767.5798541,3472241131.0528579,57989993393.1995087,566280534859.3520508,3840859436149.3852539
0.0025000,0.0025000,0.0025000,inf,nan,19071363.4125053,778280587.1502432,506861069.4334902,3026148964.4305201,53556047.9530680,2134925661.3612516,35656770375.0758972,348202373067.7617188,2361766433511.1440430
0.0050000,0.0050000,0.0050000,inf,nan,11534828.8224186,487684251.7254902,317604556.6034797,1896284782.1129787,33556478.6906810,1337812763.2177331,22344919675.1185799,218215477595.4890442,1480143145232.4809570
0.0075000,0.0075000,0.0075000,inf,nan,7040139.0437093,311053096.2693943,202570254.4744509,1209525319.6578126,21400471.9850525,853307853.4169695,14253614482.2641392,139205761706.3464355,944266966603.2667236
0.0100000,0.0100000,0.0100000,inf,nan,4025681.6104838,201727530.1871537,131370114.8192896,784454832.0288017,13876693.3989974,553423103.6079282,9245458196.1765118,90302099561.2216034,612581553604.9150391
0.0125000,0.0125000,0.0125000,inf,nan,2514073.6098343,132909540.1929051,86551369.8587639,516880704.6032564,9140785.2709703,364651189.2202903,6092877804.3403769,59517556928.8630371,403786713806.2178345
0.0150000,0.0150000,0.0150000,inf,nan,1684710.6186911,88903492.3156902,57891913.2568253,345777137.2558026,6112510.4977975,243938740.4645639,4076881325.8433580,39831363444.9628372,270264778191.5902710
0.0175000,0.0175000,0.0175000,inf,nan,1207402.3027671,60346850.2361700,39294201.9022745,234741868.8881750,4147505.0718613,165604160.7602552,2768585726.2635279,27055590029.4925652,183611554840.9354553
0.0200000,0.0200000,0.0200000,inf,nan,933658.3655988,41558592.2775876,27058355.3567728,161686646.4561801,2854782.4783964,114064308.0042386,1907752614.0208650,18649081566.4730606,126591945332.1888428
0.0225000,0.0225000,0.0225000,inf,nan,728126.1052208,29035989.3379155,18903150.4287309,112992594.0488309,1993274.5742818,79711138.9828421,1333928208.9034836,13045056355.8385811,88579453830.6653442
0.0250000,0.0250000,0.0250000,inf,nan,568268.5783467,20586713.1014174,13400788.3875574,80135787.0111461,1412099.2817268,56531070.2277496,946686620.2601368,9262891669.7173176,62923159493.0506668
0.0275000,0.0275000,0.0275000,inf,nan,476780.0394608,14819104.7766937,9644921.9505748,57705377.7313855,1015478.7372101,40706776.6055463,682279809.5448618,6680116236.0262928,45401276016.6601181
0.0300000,0.0300000,0.0300000,inf,nan,438036.1884632,10837944.5089631,7052518.9850763,42220721.9022053,741801.0149595,29782680.4458782,499701174.4264911,4896324252.1874704,33298159607.7697296
0.0325000,0.0325000,0.0325000,inf,nan,368567.5652903,8060101.8983855,5243801.3218709,31414610.8837703,550932.6314152,22159276.0082521,372240681.2110549,3650712933.7096252,24845013172.3930779
0.0350000,0.0350000,0.0350000,inf,nan,319319.6670840,6101221.7586537,3968446.7531350,23792694.2815134,416420.0051270,16782304.6447656,282294007.2160391,2771394640.8313475,18876098474.5451546
0.0375000,0.0375000,0.0375000,inf,nan,302806.3287911,4705126.8767757,3059611.3507477,18358989.5792033,320630.8681858,12949103.4688797,218128487.3760183,2143816725.6072819,14614544661.3451805
0.0400000,0.0400000,0.0400000,inf,nan,316024.3787572,3699269.1128658,2404916.2814658,14442669.9791475,251688.4105745,10186405.2345643,171842305.0023634,1690833148.8949502,11537183993.9405098
0.0425000,0.0425000,0.0425000,inf,nan,360323.6471386,2966275.3575547,1927916.7007897,11587430.6504309,201513.1120856,8172286.9246770,138060976.4204727,1359975642.6162837,9288218075.5395985
0.0450000,0.0450000,0.0450000,inf,nan,401100.4426457,2425563.2938232,1576128.7819075,9480007.5697905,164557.5909025,6685740.2614609,113095133.0045663,1115229390.8375428,7623435869.0808992
