# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,16435092.5646401,5097244943.4813328,3265637004.1036615,20590355970.5003510,313754240.0164677,14491654036.9897995,263467602017.0105896,2718805003246.2485352,19169493377523.0976562
0.0025000,0.0025000,0.0025000,inf,nan,10967754.0083331,2973168156.9626179,1904794737.9652975,12010366187.9279366,182997581.3597053,8452979995.1071796,153687001748.2883301,1585987010424.1435547,11182540510895.3945312
0.0050000,0.0050000,0.0050000,inf,nan,6886395.4812983,1775590693.3219824,1137534670.3601031,7172914131.5697746,109274290.7049216,5048335883.6769190,91793216830.0173187,947318586080.8801270,6679644061111.2871094
0.0075000,0.0075000,0.0075000,inf,nan,4437182.1865863,1084307574.9911523,694642472.3509245,4380617964.3881731,66716867.4714573,3083089450.1850901,56068051957.8194885,578689069714.7807617,4080696428514.3505859
0.0100000,0.0100000,0.0100000,inf,nan,2935037.5884427,676683895.6290513,433481730.2799768,2734164167.8885932,41620059.6629824,1924295887.9086232,35004723434.9608002,361359925370.1816406,2548524896429.6123047
0.0125000,0.0125000,0.0125000,inf,nan,1998801.1524794,431710089.6479197,276524678.4456887,1744746782.9568324,26534568.6377371,1227929183.7118731,22348961531.9463043,230793622687.3073425,1628105521299.8398438
0.0150000,0.0150000,0.0150000,inf,nan,1411405.1708555,282046625.4177045,180628501.9305983,1140355839.9151978,17314958.4701255,802546224.6606421,14620439997.8956223,151061258623.2895508,1065819790639.4083252
0.0175000,0.0175000,0.0175000,inf,nan,1047407.0168222,187765907.1352893,120239688.1869539,759305202.3381240,11520594.6761276,534368788.0117399,9738907949.9471283,100662307779.8307037,710567324428.1988525
0.0200000,0.0200000,0.0200000,inf,nan,834579.8727230,127942545.5026871,81906794.0617434,517739072.7267010,7834577.2251309,364348560.2212889,6650545682.0256853,68811642623.4272614,486094983220.2090454
0.0225000,0.0225000,0.0225000,inf,nan,733442.9320450,89647199.6720255,57366083.6949747,363136925.0712021,5473598.6465936,255534206.2976889,4674979997.5139036,48444485402.6946564,342590500572.5836182
0.0250000,0.0250000,0.0250000,inf,nan,726812.8196538,64882468.8085005,41493970.6829081,263191958.4151450,3945443.7783188,185188002.2227913,3398788178.0745263,35294345873.4616852,249970836826.3691406
