# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,10541907522409.5585938,2611326025295860736.0000000,1700684450386167808.0000000,10152986980973180928.0000000,179727470419548320.0000000,7162878582480736256.0000000,2611326025295865344.0000000,2611326025295856128.0000000,3078332445101049856.0000000,1946908384342910720.0000000,52562639062686146560.0000000,2611326025295860736.0000000,1700684450386167808.0000000,10152986980973180928.0000000,179727470419548320.0000000,7162878582480736256.0000000,2611326025295865344.0000000,2611326025295856128.0000000,3078332445101049856.0000000,1946908384342910720.0000000,52562639062686146560.0000000
0.0025000,0.0025000,0.0025000,inf,nan,1493984109138.5190430,197940725507427392.0000000,128913322410147120.0000000,769605017209539712.0000000,13623494484477952.0000000,542952266643905216.0000000,197940725507430944.0000000,197940725507423840.0000000,233340207861375200.0000000,147577305307814496.0000000,3984292584467070976.0000000,197940725507427392.0000000,128913322410147120.0000000,769605017209539712.0000000,13623494484477952.0000000,542952266643905216.0000000,197940725507430944.0000000,197940725507423840.0000000,233340207861375200.0000000,147577305307814496.0000000,3984292584467070976.0000000
0.0050000,0.0050000,0.0050000,inf,nan,300936095896.8334351,23636781899352876.0000000,15393982589134714.0000000,91901178651419536.0000000,1626828246783531.5000000,64835795161371096.0000000,23636781899355760.0000000,23636781899349992.0000000,27863955673750592.0000000,17622712910204690.0000000,475778063254439360.0000000,23636781899352876.0000000,15393982589134714.0000000,91901178651419536.0000000,1626828246783531.5000000,64835795161371096.0000000,23636781899355760.0000000,23636781899349992.0000000,27863955673750592.0000000,17622712910204690.0000000,475778063254439360.0000000
0.0075000,0.0075000,0.0075000,inf,nan,78609516847.4869080,3882234902521268.5000000,2528392257162022.0000000,15094354488810974.0000000,267199199694327.8437500,10648987204163594.0000000,3882234902523680.5000000,3882234902518856.5000000,4576529144261455.0000000,2894451174801502.5000000,78144403022166144.0000000,3882234902521268.5000000,2528392257162022.0000000,15094354488810974.0000000,267199199694327.8437500,10648987204163594.0000000,3882234902523680.5000000,3882234902518856.5000000,4576529144261455.0000000,2894451174801502.5000000,78144403022166144.0000000
0.0100000,0.0100000,0.0100000,inf,nan,27495935776.3584976,807210385434675.8750000,525713803740777.5625000,3138480829178935.0000000,55557162599731.7890625,2214181613391725.0000000,807210385436730.2500000,807210385432621.5000000,951570924287232.5000000,601826295187858.2500000,16248108578371406.0000000,807210385434675.8750000,525713803740777.5625000,3138480829178935.0000000,55557162599731.7890625,2214181613391725.0000000,807210385436730.2500000,807210385432621.5000000,951570924287232.5000000,601826295187858.2500000,16248108578371406.0000000
0.0125000,0.0125000,0.0125000,inf,nan,11025345666.1220436,201231239626206.9375000,131056340812378.3750000,782398752349186.1250000,13849964810820.1406250,551978178175058.4375000,201231239627981.7812500,201231239624432.0937500,237219193585401.9375000,150030591287654.9687500,4050526531287968.5000000,201231239626206.9375000,131056340812378.3750000,782398752349186.1250000,13849964810820.1406250,551978178175058.4375000,201231239627981.7812500,201231239624432.0937500,237219193585401.9375000,150030591287654.9687500,4050526531287968.5000000
0.0150000,0.0150000,0.0150000,inf,nan,5410034212.3444958,57930648999714.8046875,37728628837257.7421875,225237736002363.7187500,3987140835518.0585938,158904030226625.1250000,57930649001264.9687500,57930648998164.6406250,68290896906056.8046875,43190955535777.0859375,1166069630273478.7500000,57930648999714.8046875,37728628837257.7421875,225237736002363.7187500,3987140835518.0585938,158904030226625.1250000,57930649001264.9687500,57930648998164.6406250,68290896906056.8046875,43190955535777.0859375,1166069630273478.7500000
0.0175000,0.0175000,0.0175000,inf,nan,3587894707.0771847,18745788974805.4843750,12208613350610.5722656,72884722433060.7187500,1290199194040.9836426,51419785662994.4375000,18745788976171.0507812,18745788973439.9179688,22098263430596.8164062,13976168955018.4316406,377328695424385.6250000,18745788974805.4843750,12208613350610.5722656,72884722433060.7187500,1290199194040.9836426,51419785662994.4375000,18745788976171.0507812,18745788973439.9179688,22098263430596.8164062,13976168955018.4316406,377328695424385.6250000
0.0200000,0.0200000,0.0200000,inf,nan,2015704289.0313268,6682995780671.4853516,4352449929552.8720703,25983879947721.7460938,459964176322.8251953,18331489615446.7460938,6682995781882.6181641,6682995779460.3525391,7878174744489.6748047,4982595199480.4863281,134520145627553.3281250,6682995780671.4853516,4352449929552.8720703,25983879947721.7460938,459964176322.8251953,18331489615446.7460938,6682995781882.6181641,6682995779460.3525391,7878174744489.6748047,4982595199480.4863281,134520145627553.3281250
0.0225000,0.0225000,0.0225000,inf,nan,900961153.2043538,2585013553042.1147461,1683547566945.3662109,10050685681406.7753906,177916123456.9224854,7090705446437.7607422,2585013554122.0756836,2585013551962.1538086,3047314281813.5488281,1927290775378.2070312,52033017932394.6562500,2585013553042.1147461,1683547566945.3662109,10050685681406.7753906,177916123456.9224854,7090705446437.7607422,2585013554122.0756836,2585013551962.1538086,3047314281813.5488281,1927290775378.2070312,52033017932394.6562500
0.0250000,0.0250000,0.0250000,inf,nan,430309196.3709015,1071988205326.7864990,698156086419.2218018,4167954379366.9619141,73780565602.6081238,2940469682134.6347656,1071988206293.8881836,1071988204359.6848145,1263701292468.5319824,799234873259.8293457,21577755909740.4335938,1071988205326.7864990,698156086419.2218018,4167954379366.9619141,73780565602.6081238,2940469682134.6347656,1071988206293.8881836,1071988204359.6848145,1263701292468.5319824,799234873259.8293457,21577755909740.4335938
0.0275000,0.0275000,0.0275000,inf,nan,217411582.5346091,472091043335.3928223,307459709349.9508057,1835518820709.1640625,32492039531.7953835,1294948760745.7568359,472091044204.3079834,472091042466.4776611,556519240287.6210938,351973672203.0844727,9502593528300.9472656,472091043335.3928223,307459709349.9508057,1835518820709.1640625,32492039531.7953835,1294948760745.7568359,472091044204.3079834,472091042466.4776611,556519240287.6210938,351973672203.0844727,9502593528300.9472656
0.0300000,0.0300000,0.0300000,inf,nan,115286092.5438329,219095743991.6609192,142690901782.8763123,851858059535.9128418,15079398257.4690056,600981312202.7059326,219095744774.3265076,219095743208.9953308,258278564522.2790222,163349706937.8320618,4410121284827.9101562,219095743991.6609192,142690901782.8763123,851858059535.9128418,15079398257.4690056,600981312202.7059326,219095744774.3265076,219095743208.9953308,258278564522.2790222,163349706937.8320618,4410121284827.9101562
0.0325000,0.0325000,0.0325000,inf,nan,63756133.6768930,106482868234.1817169,69349271571.3362885,414012448283.1750488,7328718964.5949383,292083558017.5166626,106482868940.4405823,106482867527.9228516,125526136896.5077057,79389699695.0128021,2143367648956.1491699,106482868234.1817169,69349271571.3362885,414012448283.1750488,7328718964.5949383,292083558017.5166626,106482868940.4405823,106482867527.9228516,125526136896.5077057,79389699695.0128021,2143367648956.1491699
0.0350000,0.0350000,0.0350000,inf,nan,36585892.8430052,53913072753.2813797,35112030671.3419800,209617908392.7579956,3710561874.9550629,147884295796.0963440,53913073391.3473053,53913072115.2154541,63554822133.9830780,40195598846.0539093,1085204560389.9780273,53913072753.2813797,35112030671.3419800,209617908392.7579956,3710561874.9550629,147884295796.0963440,53913073391.3473053,53913072115.2154541,63554822133.9830780,40195598846.0539093,1085204560389.9780273
0.0375000,0.0375000,0.0375000,inf,nan,21696492.9990371,28312280623.4507065,18438950200.7780571,110080479746.2889709,1948570005.8093445,77661168341.2920837,28312281200.2523041,28312280046.6491089,33375614991.6590996,21108592336.5008888,569893175737.3734131,28312280623.4507065,18438950200.7780571,110080479746.2889709,1948570005.8093445,77661168341.2920837,28312281200.2523041,28312280046.6491089,33375614991.6590996,21108592336.5008888,569893175737.3734131
0.0400000,0.0400000,0.0400000,inf,nan,13242948.9473905,15364347300.2207031,10006322842.0063133,59738143500.1431732,1057420798.7728977,42144916599.2772522,15364347821.6602650,15364346778.7811413,18112088775.5528145,11455090742.7834282,309267800418.5473633,15364347300.2207031,10006322842.0063133,59738143500.1431732,1057420798.7728977,42144916599.2772522,15364347821.6602650,15364346778.7811413,18112088775.5528145,11455090742.7834282,309267800418.5473633
0.0425000,0.0425000,0.0425000,inf,nan,8300328.0568906,8589037131.7608309,5593751400.2053385,33395356223.3238602,591106119.6737995,23560218422.4527817,8589037602.9121695,8589036660.6094923,10125090248.6913376,6403669340.1250648,172889557569.5874329,8589037131.7608309,5593751400.2053385,33395356223.3238602,591106119.6737995,23560218422.4527817,8589037602.9121695,8589036660.6094923,10125090248.6913376,6403669340.1250648,172889557569.5874329
0.0450000,0.0450000,0.0450000,inf,nan,5336729.2125043,4932877580.6176596,3212594339.0362015,19180032494.6475639,339468162.5837670,13531380623.9876080,4932878005.8794813,4932877155.3558378,5815067500.9668570,3677771610.1357317,99295931833.1713562,4932877580.6176596,3212594339.0362015,19180032494.6475639,339468162.5837670,13531380623.9876080,4932878005.8794813,4932877155.3558378,5815067500.9668570,3677771610.1357317,99295931833.1713562
0.0475000,0.0475000,0.0475000,inf,nan,3519165.7468971,2903966502.7480664,1891217493.1829240,11291565724.9039364,199825653.8636374,7966106109.5737591,2903966885.9643626,2903966119.5317702,3423308395.1603394,2165090332.3764811,58456826966.1247101,2903966502.7480664,1891217493.1829240,11291565724.9039364,199825653.8636374,7966106109.5737591,2903966885.9643626,2903966119.5317702,3423308395.1603394,2165090332.3764811,58456826966.1247101
0.0500000,0.0500000,0.0500000,inf,nan,2384486.5172859,1748997118.6687403,1139013284.3219602,6801052479.7268209,120331786.1344339,4798069109.0924387,1748997463.2243690,1748996774.1131115,2061785669.2851031,1303987752.4071186,35209130381.0733871,1748997118.6687403,1139013284.3219602,6801052479.7268209,120331786.1344339,4798069109.0924387,1748997463.2243690,1748996774.1131115,2061785669.2851031,1303987752.4071186,35209130381.0733871
0.0525000,0.0525000,0.0525000,inf,nan,1668750.5798282,1076023808.1781399,700718574.7094252,4184583358.3478465,74010722.0095709,2952159677.7404695,1076024117.0754883,1076023499.2807915,1268458617.7019663,802243669.9213980,21663469886.6415672,1076023808.1781399,700718574.7094252,4184583358.3478465,74010722.0095709,2952159677.7404695,1076024117.0754883,1076023499.2807915,1268458617.7019663,802243669.9213980,21663469886.6415672
0.0550000,0.0550000,0.0550000,inf,nan,1218800.8367599,675441704.5107863,439823666.3718522,2627200844.6299872,46436359.4754566,1853429659.4488997,675441980.4318157,675441428.5897568,796236890.2344677,503584426.0380800,13600760746.4347858,675441704.5107863,439823666.3718522,2627200844.6299872,46436359.4754566,1853429659.4488997,675441980.4318157,675441428.5897568,796236890.2344677,503584426.0380800,13600760746.4347858
0.0575000,0.0575000,0.0575000,inf,nan,945266.5204369,432294190.6416776,281460624.7463474,1681945474.4595444,29696827.0130634,1186551573.3834608,432294435.9985378,432293945.2848175,509605166.1072090,322302606.4574447,8707066782.5737133,432294190.6416776,281460624.7463474,1681945474.4595444,29696827.0130634,1186551573.3834608,432294435.9985378,432293945.2848175,509605166.1072090,322302606.4574447,8707066782.5737133
0.0600000,0.0600000,0.0600000,inf,nan,797225.5986784,282049212.6904882,183601632.7394411,1097911371.9107571,19350759.0128592,774512712.5312014,282049429.6670902,282048995.7138861,332490556.1885808,210285491.6104217,5683433364.6849470,282049212.6904882,183601632.7394411,1097911371.9107571,19350759.0128592,774512712.5312014,282049429.6670902,282048995.7138861,332490556.1885808,210285491.6104217,5683433364.6849470
0.0625000,0.0625000,0.0625000,inf,nan,611450.5675142,187691644.1407337,122139893.7269819,731179887.2617918,12850665.8611556,515779302.3113022,187691834.7270900,187691453.5543774,221258193.0543580,139935968.2050038,3784785417.7863011,187691644.1407337,122139893.7269819,731179887.2617918,12850665.8611556,515779302.3113022,187691834.7270900,187691453.5543774,221258193.0543580,139935968.2050038,3784785417.7863011
0.0650000,0.0650000,0.0650000,inf,nan,492433.9316709,127559929.4988524,82967982.5650426,497527662.9307057,8705786.6216377,350932295.2224513,127560095.5195680,127559763.4781367,150372594.5620407,95103979.2970197,2575094200.9468322,127559929.4988524,82967982.5650426,497527662.9307057,8705786.6216377,350932295.2224513,127560095.5195680,127559763.4781367,150372594.5620407,95103979.2970197,2575094200.9468322
0.0675000,0.0675000,0.0675000,inf,nan,427971.6356777,88305857.2868139,57504182.0524467,343438067.6637234,6027275.2372044,242289638.0850381,88306061.5452188,88305653.0284091,104098371.0747736,65837590.6619350,1777962674.5290811,88305857.2868139,57504182.0524467,343438067.6637234,6027275.2372044,242289638.0850381,88306061.5452188,88305653.0284091,104098371.0747736,65837590.6619350,1777962674.5290811
0.0700000,0.0700000,0.0700000,inf,nan,407922.9326892,60606160.5045550,39464641.1292051,235733478.4651898,4165905.2015924,166304863.2773235,60606346.2647841,60605974.7443259,71444893.6850142,45185718.2466451,1220371611.1392474,60606160.5045550,39464641.1292051,235733478.4651898,4165905.2015924,166304863.2773235,60606346.2647841,60605974.7443259,71444893.6850142,45185718.2466451,1220371611.1392474
0.0725000,0.0725000,0.0725000,inf,nan,429031.7354442,42163017.9817725,27453604.3839810,164019190.4029825,2897006.2910514,115711050.4749103,42163186.6586638,42162849.3048813,49703401.6355595,31435191.3253013,849104505.1429145,42163017.9817725,27453604.3839810,164019190.4029825,2897006.2910514,115711050.4749103,42163186.6586638,42162849.3048813,49703401.6355595,31435191.3253013,849104505.1429145
0.0750000,0.0750000,0.0750000,inf,nan,494204.5420793,29728984.5347896,19356108.3350872,115668885.1766098,2041646.9944273,81600400.3850053,29729137.4308601,29728831.6387191,35045680.5342724,22164834.5277855,598794142.2813203,29728984.5347896,19356108.3350872,115668885.1766098,2041646.9944273,81600400.3850053,29729137.4308601,29728831.6387191,35045680.5342724,22164834.5277855,598794142.2813203
0.0775000,0.0775000,0.0775000,inf,nan,613077.3866630,21246281.3092953,13831983.1949749,82681768.7082941,1458206.9035386,58328395.4165206,21246419.6266577,21246142.9919330,25045940.8203300,15840443.8268058,428019921.6749542,21246281.3092953,13831983.1949749,82681768.7082941,1458206.9035386,58328395.4165206,21246419.6266577,21246142.9919330,25045940.8203300,15840443.8268058,428019921.6749542
0.0800000,0.0800000,0.0800000,inf,nan,804021.5556922,15393293.9431135,10020500.5718587,59919319.7503581,1055730.2571532,42269835.5245761,15393418.7936583,15393169.0925687,18146212.2014025,11476672.2922340,310179398.0836344,15393293.9431135,10020500.5718587,59919319.7503581,1055730.2571532,42269835.5245761,15393418.7936583,15393169.0925687,18146212.2014025,11476672.2922340,310179398.0836344
