# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2455216665118.9658203,417881210306535808.0000000,267725643249652928.0000000,1687994911621353728.0000000,25724643630481048.0000000,1188025636852716288.0000000,417881210306540096.0000000,417881210306531520.0000000,492614585625691456.0000000,311556819839445504.0000000,8713268827609448448.0000000,417881210306535808.0000000,267725643249652928.0000000,1687994911621353728.0000000,25724643630481048.0000000,1188025636852716288.0000000,417881210306540096.0000000,417881210306531520.0000000,492614585625691456.0000000,311556819839445504.0000000,8713268827609448448.0000000
0.0025000,0.0025000,0.0025000,inf,nan,433793707562.3380737,42114070113057256.0000000,26981391412232544.0000000,170116134516100832.0000000,2592529659637428.0000000,119729228825417920.0000000,42114070113060632.0000000,42114070113053880.0000000,49645699988608800.0000000,31398697599479836.0000000,878123270151703424.0000000,42114070113057256.0000000,26981391412232544.0000000,170116134516100832.0000000,2592529659637428.0000000,119729228825417920.0000000,42114070113060632.0000000,42114070113053880.0000000,49645699988608800.0000000,31398697599479836.0000000,878123270151703424.0000000
0.0050000,0.0050000,0.0050000,inf,nan,101465350368.2535858,6128094175076445.0000000,3926110838836488.0000000,24753905158000872.0000000,377243647806124.6875000,17422015747048352.0000000,6128094175079179.0000000,6128094175073711.0000000,7224035200137550.0000000,4568881025932996.0000000,127777298741363872.0000000,6128094175076445.0000000,3926110838836488.0000000,24753905158000872.0000000,377243647806124.6875000,17422015747048352.0000000,6128094175079179.0000000,6128094175073711.0000000,7224035200137550.0000000,4568881025932996.0000000,127777298741363872.0000000
0.0075000,0.0075000,0.0075000,inf,nan,29053273685.6791115,1163659610564938.5000000,745526497390926.6250000,4700502157217511.0000000,71634533742299.0156250,3308254679155452.0000000,1163659610567198.5000000,1163659610562678.5000000,1371767102060666.7500000,867581692360072.7500000,24263544043697308.0000000,1163659610564938.5000000,745526497390926.6250000,4700502157217511.0000000,71634533742299.0156250,3308254679155452.0000000,1163659610567198.5000000,1163659610562678.5000000,1371767102060666.7500000,867581692360072.7500000,24263544043697308.0000000
0.0100000,0.0100000,0.0100000,inf,nan,9692185325.2368584,270347376250835.0000000,173204542524691.7187500,1092044817082185.2500000,16642500756564.8710938,768590727569691.1250000,270347376252730.5937500,270347376248939.4062500,318695977330749.6250000,201561033899711.6250000,5637031237013520.0000000,270347376250835.0000000,173204542524691.7187500,1092044817082185.2500000,16642500756564.8710938,768590727569691.1250000,270347376252730.5937500,270347376248939.4062500,318695977330749.6250000,201561033899711.6250000,5637031237013520.0000000
0.0125000,0.0125000,0.0125000,inf,nan,3643691050.7218184,73565217413354.4843750,47131323342949.7343750,297160334573372.8125000,4528651050168.0185547,209144051458985.5312500,73565217414961.9218750,73565217411747.0468750,86721532815414.8437500,54847513175549.0859375,1533913314877261.0000000,73565217413354.4843750,47131323342949.7343750,297160334573372.8125000,4528651050168.0185547,209144051458985.5312500,73565217414961.9218750,73565217411747.0468750,86721532815414.8437500,54847513175549.0859375,1533913314877261.0000000
0.0150000,0.0150000,0.0150000,inf,nan,1507871408.6267674,22733885830712.4570312,14565009529810.6230469,91831570568629.4375000,1399490186506.2055664,64631865155223.0781250,22733885832086.6171875,22733885829338.2968750,26799586753238.2304688,16949546898301.9414062,474025810341047.9375000,22733885830712.4570312,14565009529810.6230469,91831570568629.4375000,1399490186506.2055664,64631865155223.0781250,22733885832086.6171875,22733885829338.2968750,26799586753238.2304688,16949546898301.9414062,474025810341047.9375000
0.0175000,0.0175000,0.0175000,inf,nan,675207146.7718434,7800007218128.1298828,4997261579051.3955078,31507458736152.6484375,480165491462.3305664,22175225839276.4687500,7800007219309.8281250,7800007216946.4316406,9194951170015.5410156,5815397734255.8515625,162638496711425.1250000,7800007218128.1298828,4997261579051.3955078,31507458736152.6484375,480165491462.3305664,22175225839276.4687500,7800007219309.8281250,7800007216946.4316406,9194951170015.5410156,5815397734255.8515625,162638496711425.1250000
0.0200000,0.0200000,0.0200000,inf,nan,322956777.3581467,2920878067971.7602539,1871330411443.9716797,11798637319919.9746094,179807994632.0539246,8303984393652.5029297,2920878068992.1743164,2920878066951.3461914,3443244404460.3046875,2177698971744.9191895,60903440011620.1640625,2920878067971.7602539,1871330411443.9716797,11798637319919.9746094,179807994632.0539246,8303984393652.5029297,2920878068992.1743164,2920878066951.3461914,3443244404460.3046875,2177698971744.9191895,60903440011620.1640625
0.0225000,0.0225000,0.0225000,inf,nan,163362038.2534043,1178113388519.7365723,754786448688.0458984,4758889183833.8964844,72524060939.7262726,3349347903859.9536133,1178113389403.1989746,1178113387636.2741699,1388805776359.2929688,878357896178.7589111,24564931611231.1914062,1178113388519.7365723,754786448688.0458984,4758889183833.8964844,72524060939.7262726,3349347903859.9536133,1178113389403.1989746,1178113387636.2741699,1388805776359.2929688,878357896178.7589111,24564931611231.1914062
0.0250000,0.0250000,0.0250000,inf,nan,86704523.3771063,506504913839.1068115,324504409290.8346558,2045984181164.7192383,31180128740.8751259,1439981575978.3540039,506504914604.9594727,506504913073.2541504,597087646188.2537842,377631384940.7272949,10561174846778.3925781,506504913839.1068115,324504409290.8346558,2045984181164.7192383,31180128740.8751259,1439981575978.3540039,506504914604.9594727,506504913073.2541504,597087646188.2537842,377631384940.7272949,10561174846778.3925781
0.0275000,0.0275000,0.0275000,inf,nan,47982187.6817221,230177713395.5335999,147468792562.1169434,929783909189.6267090,14169562185.4538689,654390043735.5866699,230177714059.3917847,230177712731.6754150,271342420065.8215332,171612014646.0343628,4799455603497.9277344,230177713395.5335999,147468792562.1169434,929783909189.6267090,14169562185.4538689,654390043735.5866699,230177714059.3917847,230177712731.6754150,271342420065.8215332,171612014646.0343628,4799455603497.9277344
0.0300000,0.0300000,0.0300000,inf,nan,27545134.8636608,109814385783.9001770,70355163806.6169281,443586352607.0901489,6760066323.1005535,312199946957.4344482,109814386358.5393066,109814385209.2610474,129453459055.9687958,81873556320.8424225,2289750267701.5004883,109814385783.9001770,70355163806.6169281,443586352607.0901489,6760066323.1005535,312199946957.4344482,109814386358.5393066,109814385209.2610474,129453459055.9687958,81873556320.8424225,2289750267701.5004883
0.0325000,0.0325000,0.0325000,inf,nan,16334933.2439270,54691896143.1725540,35039636384.3904572,220923608254.4579163,3366765569.7585998,155487960854.8772888,54691896639.1652451,54691895647.1798630,64472929366.4317627,40776260844.2162170,1140386478886.5483398,54691896143.1725540,35039636384.3904572,220923608254.4579163,3366765569.7585998,155487960854.8772888,54691896639.1652451,54691895647.1798630,64472929366.4317627,40776260844.2162170,1140386478886.5483398
0.0350000,0.0350000,0.0350000,inf,nan,9972521.5392361,28301723000.5094185,18132152268.3710365,114322627248.1871643,1742210608.3763239,80461260524.2257843,28301723426.6925774,28301722574.3262596,33363169256.0717049,21100720962.1784096,590122429872.6059570,28301723000.5094185,18132152268.3710365,114322627248.1871643,1742210608.3763239,80461260524.2257843,28301723426.6925774,28301722574.3262596,33363169256.0717049,21100720962.1784096,590122429872.6059570
0.0375000,0.0375000,0.0375000,inf,nan,6250245.0124566,15157068764.4152946,9710724720.6150837,61225806982.7772598,933041498.3067707,43091257042.7967682,15157069128.2386856,15157068400.5919037,17867740794.5799980,11300551510.4759045,316041747833.7912598,15157068764.4152946,9710724720.6150837,61225806982.7772598,933041498.3067707,43091257042.7967682,15157069128.2386856,15157068400.5919037,17867740794.5799980,11300551510.4759045,316041747833.7912598
0.0400000,0.0400000,0.0400000,inf,nan,4012827.0357887,8373208113.6897573,5364490587.6268358,33822878229.3047714,515438357.5019794,23804839463.1622467,8373208421.4804182,8373207805.8990965,9870662627.4420090,6242755183.5637569,174590480017.0466614,8373208113.6897573,5364490587.6268358,33822878229.3047714,515438357.5019794,23804839463.1622467,8373208421.4804182,8373207805.8990965,9870662627.4420090,6242755183.5637569,174590480017.0466614
0.0425000,0.0425000,0.0425000,inf,nan,2635196.3935185,4758344652.5811634,3048549988.4860363,19220842043.5438766,292916382.9589840,13527802483.6492462,4758344909.7468052,4758344395.4155216,5609321313.0497923,3547646295.3927455,99216199716.2991028,4758344652.5811634,3048549988.4860363,19220842043.5438766,292916382.9589840,13527802483.6492462,4758344909.7468052,4758344395.4155216,5609321313.0497923,3547646295.3927455,99216199716.2991028
0.0450000,0.0450000,0.0450000,inf,nan,1768884.8385089,2775787062.3754392,1778385725.7162545,11212354215.6834183,170878282.0540388,7891363267.5199442,2775787273.5628800,2775786851.1879983,3272205497.1416020,2069524468.6182106,57877192414.3744583,2775787062.3754392,1778385725.7162545,11212354215.6834183,170878282.0540388,7891363267.5199442,2775787273.5628800,2775786851.1879983,3272205497.1416020,2069524468.6182106,57877192414.3744583
0.0475000,0.0475000,0.0475000,inf,nan,1214360.3202654,1660009359.9925656,1063546227.2472155,6705125076.1387501,102199386.0715053,4719141769.5930376,1660009529.2125132,1660009190.7726181,1956883446.3929405,1237641761.2163408,34611358734.4648743,1660009359.9925656,1063546227.2472155,6705125076.1387501,102199386.0715053,4719141769.5930376,1660009529.2125132,1660009190.7726181,1956883446.3929405,1237641761.2163408,34611358734.4648743
0.0500000,0.0500000,0.0500000,inf,nan,854648.9066678,1017703182.2389237,652050276.9583293,4110402521.0102849,62668698.2484727,2892961035.6261902,1017703312.9652121,1017703051.5126352,1199708000.8474693,758761961.9610440,21217718268.1934509,1017703182.2389237,652050276.9583293,4110402521.0102849,62668698.2484727,2892961035.6261902,1017703312.9652121,1017703051.5126352,1199708000.8474693,758761961.9610440,21217718268.1934509
0.0525000,0.0525000,0.0525000,inf,nan,619809.4328553,641129549.1830819,410806538.7699516,2589019852.6103725,39499040.5311113,1822209172.0822368,641129644.4322520,641129453.9339117,755788390.1301378,478002548.3846317,13364581460.7645664,641129549.1830819,410806538.7699516,2589019852.6103725,39499040.5311113,1822209172.0822368,641129644.4322520,641129453.9339117,755788390.1301378,478002548.3846317,13364581460.7645664
0.0550000,0.0550000,0.0550000,inf,nan,467431.7917776,417907307.7020240,267817630.9667560,1686990107.6927979,25773854.2882839,1187367604.1207354,417907370.0975905,417907245.3064576,492645350.2481423,311576277.0951055,8708523786.7384701,417907307.7020240,267817630.9667560,1686990107.6927979,25773854.2882839,1187367604.1207354,417907370.0975905,417907245.3064576,492645350.2481423,311576277.0951055,8708523786.7384701
0.0575000,0.0575000,0.0575000,inf,nan,371708.8113359,286128614.7310559,183424191.2749835,1154193061.0991693,17684403.9538065,812401653.0587969,286128646.5556942,286128582.9064175,337299513.6057872,213326943.3322483,5958467647.2053413,286128614.7310559,183424191.2749835,1154193061.0991693,17684403.9538065,812401653.0587969,286128646.5556942,286128582.9064175,337299513.6057872,213326943.3322483,5958467647.2053413
