# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol]
0.0000000,0.0000000,0.0000000,100000000000000000000.0000000
0.0050000,0.0050000,0.0050000,2991111100685070336.0000000
0.0100000,0.0100000,0.0100000,39444417202436624.0000000
0.0150000,0.0150000,0.0150000,1647921468507121.7500000
0.0200000,0.0200000,0.0200000,134073689810690.8906250
0.0250000,0.0250000,0.0250000,16848604664571.3554688
0.0300000,0.0300000,0.0300000,2875665738039.1928711
0.0350000,0.0350000,0.0350000,616065500271.9842529
0.0400000,0.0400000,0.0400000,157296310613.5231934
0.0450000,0.0450000,0.0450000,46176555416.8829117
0.0500000,0.0500000,0.0500000,15187748203.7597847
0.0550000,0.0550000,0.0550000,5489939229.0291700
0.0600000,0.0600000,0.0600000,2149116430.6415482
0.0650000,0.0650000,0.0650000,900740508.4690119
0.0700000,0.0700000,0.0700000,400540404.0850263
0.0750000,0.0750000,0.0750000,187593548.4509190
0.0800000,0.0800000,0.0800000,91979275.3861866
0.0850000,0.0850000,0.0850000,46972988.6247987
0.0900000,0.0900000,0.0900000,24876328.7160377
0.0950000,0.0950000,0.0950000,13609510.5074654
0.1000000,0.1000000,0.1000000,7665899.1168450
0.1050000,0.1050000,0.1050000,4432825.5839255
0.1100000,0.1100000,0.1100000,2624805.2185726
0.1150000,0.1150000,0.1150000,1588056.9559901
0.1200000,0.1200000,0.1200000,979881.1301977
0.1250000,0.1250000,0.1250000,615625.2788179
0.1300000,0.1300000,0.1300000,393264.4155751
0.1350000,0.1350000,0.1350000,255118.5529746
0.1400000,0.1400000,0.1400000,167885.2931601
0.1450000,0.1450000,0.1450000,111961.5204885
0.1500000,0.1500000,0.1500000,75600.0067467
0.1550000,0.1550000,0.1550000,51643.4384866
0.1600000,0.1600000,0.1600000,35663.0550411
0.1650000,0.1650000,0.1650000,24878.4847139
0.1700000,0.1700000,0.1700000,17520.3102912
0.1750000,0.1750000,0.1750000,12447.9632190
0.1800000,0.1800000,0.1800000,8917.2854401
0.1850000,0.1850000,0.1850000,6437.1689312
0.1900000,0.1900000,0.1900000,4679.9753962
0.1950000,0.1950000,0.1950000,3424.8662577
0.2000000,0.2000000,0.2000000,2521.5303132
0.2050000,0.2050000,0.2050000,1866.7075990
0.2100000,0.2100000,0.2100000,1401.3791103
0.2150000,0.2150000,0.2150000,1050.2832562
0.2200000,0.2200000,0.2200000,790.8197305
0.2250000,0.2250000,0.2250000,597.9735526
0.2300000,0.2300000,0.2300000,453.8752096
0.2350000,0.2350000,0.2350000,345.6680037
0.2400000,0.2400000,0.2400000,264.0207904
0.2450000,0.2450000,0.2450000,202.1130862
0.2500000,0.2500000,0.2500000,154.9544693
0.2550000,0.2550000,0.2550000,118.8892910
0.2600000,0.2600000,0.2600000,91.2126052
0.2650000,0.2650000,0.2650000,69.8981197
0.2700000,0.2700000,0.2700000,53.4194267
0.2750000,0.2750000,0.2750000,40.6271169
0.2800000,0.2800000,0.2800000,30.6597016
0.2850000,0.2850000,0.2850000,22.8727683
0.2900000,0.2900000,0.2900000,16.7796840
0.2950000,0.2950000,0.2950000,12.0073680
0.3000000,0.3000000,0.3000000,8.2677478
0.3050000,0.3050000,0.3050000,5.3392553
0.3100000,0.3100000,0.3100000,3.0523765
0.3150000,0.3150000,0.3150000,1.2768622
0.3200000,0.3200000,0.3200000,-0.0889609
0.3250000,0.3250000,0.3250000,-1.1260472
0.3300000,0.3300000,0.3300000,-1.8998504
0.3350000,0.3350000,0.3350000,-2.4636932
0.3400000,0.3400000,0.3400000,-2.8610597
0.3450000,0.3450000,0.3450000,-3.1273097
0.3500000,0.3500000,0.3500000,-3.2910652
0.3550000,0.3550000,0.3550000,-3.3753778
0.3600000,0.3600000,0.3600000,-3.3987221
0.3650000,0.3650000,0.3650000,-3.3758356
0.3700000,0.3700000,0.3700000,-3.3184235
0.3750000,0.3750000,0.3750000,-3.2357415
0.3800000,0.3800000,0.3800000,-3.1350762
0.3850000,0.3850000,0.3850000,-3.0221355
0.3900000,0.3900000,0.3900000,-2.9013661
0.3950000,0.3950000,0.3950000,-2.7762091
0.4000000,0.4000000,0.4000000,-2.6493060
0.4050000,0.4050000,0.4050000,-2.5226637
0.4100000,0.4100000,0.4100000,-2.3977871
0.4150000,0.4150000,0.4150000,-2.2757845
0.4200000,0.4200000,0.4200000,-2.1574525
0.4250000,0.4250000,0.4250000,-2.0433431
0.4300000,0.4300000,0.4300000,-1.9338174
0.4350000,0.4350000,0.4350000,-1.8290888
0.4400000,0.4400000,0.4400000,-1.7292566
0.4450000,0.4450000,0.4450000,-1.6343331
0.4500000,0.4500000,0.4500000,-1.5442651
0.4550000,0.4550000,0.4550000,-1.4589508
0.4600000,0.4600000,0.4600000,-1.3782532
0.4650000,0.4650000,0.4650000,-1.3020106
0.4700000,0.4700000,0.4700000,-1.2300445
0.4750000,0.4750000,0.4750000,-1.1621666
0.4800000,0.4800000,0.4800000,-1.0981832
0.4850000,0.4850000,0.4850000,-1.0378994
0.4900000,0.4900000,0.4900000,-0.9811215
0.4950000,0.4950000,0.4950000,-0.9276597
0.5000000,0.5000000,0.5000000,-0.8773293
0.5050000,0.5050000,0.5050000,-0.8299519
0.5100000,0.5100000,0.5100000,-0.7853561
0.5150000,0.5150000,0.5150000,-0.7433783
0.5200000,0.5200000,0.5200000,-0.7038623
0.5250000,0.5250000,0.5250000,-0.6666601
0.5300000,0.5300000,0.5300000,-0.6316315
0.5350000,0.5350000,0.5350000,-0.5986440
0.5400000,0.5400000,0.5400000,-0.5675726
0.5450000,0.5450000,0.5450000,-0.5382998
0.5500000,0.5500000,0.5500000,-0.5107148
0.5550000,0.5550000,0.5550000,-0.4847136
0.5600000,0.5600000,0.5600000,-0.4601988
0.5650000,0.5650000,0.5650000,-0.4370787
0.5700000,0.5700000,0.5700000,-0.4152676
0.5750000,0.5750000,0.5750000,-0.3946851
0.5800000,0.5800000,0.5800000,-0.3752558
0.5850000,0.5850000,0.5850000,-0.3569093
0.5900000,0.5900000,0.5900000,-0.3395796
0.5950000,0.5950000,0.5950000,-0.3232048
0.6000000,0.6000000,0.6000000,-0.3077273
0.6050000,0.6050000,0.6050000,-0.2930928
0.6100000,0.6100000,0.6100000,-0.2792507
0.6150000,0.6150000,0.6150000,-0.2661536
0.6200000,0.6200000,0.6200000,-0.2537572
0.6250000,0.6250000,0.6250000,-0.2420199
0.6300000,0.6300000,0.6300000,-0.2309028
0.6350000,0.6350000,0.6350000,-0.2203696
0.6400000,0.6400000,0.6400000,-0.2103861
