# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,22054946.3012167,5530428072.3905754,3563031133.9805360,22051733016.9161301,353648335.8479643,15532811957.1765709,5530428018.7648411,5530428126.0163097,6519483207.2371025,4123283220.4177575,113942280397.4383545,5530428072.3905754,3563031133.9805360,22051733016.9161301,353648335.8479643,15532811957.1765709,5530428018.7648411,5530428126.0163097,6519483207.2371025,4123283220.4177575,113942280397.4383545
0.0025000,0.0025000,0.0025000,inf,nan,25898877.7021600,3239509363.4561410,2087081941.9804971,12917076805.8451786,207150036.4976896,9098536641.6365376,3239509314.0396566,3239509412.8726254,3818859339.3296571,2415258715.2175107,66743097646.6599045,3239509363.4561410,2087081941.9804971,12917076805.8451786,207150036.4976896,9098536641.6365376,3239509314.0396566,3239509412.8726254,3818859339.3296571,2415258715.2175107,66743097646.6599045
0.0050000,0.0050000,0.0050000,inf,nan,23976691.8746578,1941435025.7458327,1250784084.3708627,7741215679.2870359,124142250.5590131,5452760304.0628395,1941434980.0836322,1941435071.4080331,2288638941.2566257,1447462359.2254477,39999190553.1320724,1941435025.7458327,1250784084.3708627,7741215679.2870359,124142250.5590131,5452760304.0628395,1941434980.0836322,1941435071.4080331,2288638941.2566257,1447462359.2254477,39999190553.1320724
0.0075000,0.0075000,0.0075000,inf,nan,15470863.6205095,1188573101.9152038,765745402.3258549,4739296302.9964952,75999583.3567571,3338266590.0005636,1188573059.6094360,1188573144.2209716,1401136092.3749180,886156272.7545646,24488139613.9729385,1188573101.9152038,765745402.3258549,4739296302.9964952,75999583.3567571,3338266590.0005636,1188573059.6094360,1188573144.2209716,1401136092.3749180,886156272.7545646,24488139613.9729385
0.0100000,0.0100000,0.0100000,inf,nan,10898214.5841130,742545781.6799438,478388226.4498396,2960828842.9313898,47478178.9015420,2085548759.7293484,742545742.3816464,742545820.9782412,875341780.2203815,553614751.3205862,15298720154.6410828,742545781.6799438,478388226.4498396,2960828842.9313898,47478178.9015420,2085548759.7293484,742545742.3816464,742545820.9782412,875341780.2203815,553614751.3205862,15298720154.6410828
0.0125000,0.0125000,0.0125000,inf,nan,8756034.8609521,473180334.6124754,304847292.9642715,1886772007.3729122,30253744.8387300,1329004130.5276501,473180298.0149189,473180371.2100319,557803339.1124809,352785807.6085452,9749022048.8285141,473180334.6124754,304847292.9642715,1886772007.3729122,30253744.8387300,1329004130.5276501,473180298.0149189,473180371.2100319,557803339.1124809,352785807.6085452,9749022048.8285141
0.0150000,0.0150000,0.0150000,inf,nan,8386400.3937607,307732114.5143248,198256054.0933715,1227068878.9475906,19674424.9660706,864322206.8638580,307732080.3476108,307732148.6810389,362766557.4242762,229433716.0797957,6340307982.8131485,307732114.5143248,198256054.0933715,1227068878.9475906,19674424.9660706,864322206.8638580,307732080.3476108,307732148.6810389,362766557.4242762,229433716.0797957,6340307982.8131485
0.0175000,0.0175000,0.0175000,inf,nan,9683036.8044969,204680141.4028296,131864169.3907428,816161468.4993691,13085061.3518430,574887140.6459348,204680109.4295015,204680173.3761577,241284892.8263618,152601965.2641852,4217132323.1775398,204680141.4028296,131864169.3907428,816161468.4993691,13085061.3518430,574887140.6459348,204680109.4295015,204680173.3761577,241284892.8263618,152601965.2641852,4217132323.1775398
0.0200000,0.0200000,0.0200000,inf,nan,13045269.3751494,139727011.3930880,90017820.5999109,557167442.5618162,8931952.0800319,392456906.4875633,139726982.0837619,139727040.7024140,164715622.8145101,104175306.8614092,2878899822.8809743,139727011.3930880,90017820.5999109,557167442.5618162,8931952.0800319,392456906.4875633,139726982.0837619,139727040.7024140,164715622.8145101,104175306.8614092,2878899822.8809743
0.0225000,0.0225000,0.0225000,inf,nan,19551200.3638067,97943434.2923734,63098601.3981109,390559247.5979102,6260352.8595307,275101426.6426188,97943406.9353805,97943461.6493662,115459520.8128697,73023012.6640568,2018028742.5029385,97943434.2923734,63098601.3981109,390559247.5979102,6260352.8595307,275101426.6426188,97943406.9353805,97943461.6493662,115459520.8128697,73023012.6640568,2018028742.5029385
0.0250000,0.0250000,0.0250000,inf,nan,18720045.8134308,70935435.0739192,45698683.8644136,282866456.5835359,4533584.1869371,199244810.1934986,70935409.6419589,70935460.5058796,83621443.3510516,52886844.4440132,1461576147.0820012,70935435.0739192,45698683.8644136,282866456.5835359,4533584.1869371,199244810.1934986,70935409.6419589,70935460.5058796,83621443.3510516,52886844.4440132,1461576147.0820012
0.0275000,0.0275000,0.0275000,inf,nan,12198460.7210978,53214388.7128817,34281928.7237968,212204426.4046902,3400626.1227893,149471924.3774435,53214364.2593088,53214413.1664546,62731186.2763376,39674685.7915047,1096462977.9918699,53214388.7128817,34281928.7237968,212204426.4046902,3400626.1227893,149471924.3774435,53214364.2593088,53214413.1664546,62731186.2763376,39674685.7915047,1096462977.9918699
0.0300000,0.0300000,0.0300000,inf,nan,8741878.2449797,41171384.1676321,26523253.6160926,164183292.6893622,2630693.0036681,115646826.2465370,41171361.3648141,41171406.9704501,48534425.2173882,30695865.7228119,848336144.8899317,41171384.1676321,26523253.6160926,164183292.6893622,2630693.0036681,115646826.2465370,41171361.3648141,41171406.9704501,48534425.2173882,30695865.7228119,848336144.8899317
