# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.2150000,0.2150000,0.2150000,1732.3613905,1.5839364,897.3600321
0.2175000,0.2175000,0.2175000,1544.0220817,1.5981162,756.9571941
0.2200000,0.2200000,0.2200000,1377.0452986,1.6110365,640.9068954
0.2225000,0.2225000,0.2225000,1228.8889452,1.6227502,544.5059720
0.2250000,0.2250000,0.2250000,1097.3317908,1.6333088,464.0561887
0.2275000,0.2275000,0.2275000,980.4299825,1.6427621,396.6293537
0.2300000,0.2300000,0.2300000,876.4799630,1.6511584,339.8917902
0.2325000,0.2325000,0.2325000,783.9867620,1.6585444,291.9721177
0.2350000,0.2350000,0.2350000,701.6368084,1.6649654,251.3608947
0.2375000,0.2375000,0.2375000,628.2745607,1.6704651,216.8338902
0.2400000,0.2400000,0.2400000,562.8823704,1.6750857,187.3930085
0.2425000,0.2425000,0.2425000,504.5630951,1.6788681,162.2205036
0.2450000,0.2450000,0.2450000,452.5250519,1.6818517,140.6432665
0.2475000,0.2475000,0.2475000,406.0689723,1.6840745,122.1047990
0.2500000,0.2500000,0.2500000,364.5766720,1.6855730,106.1430926
0.2525000,0.2525000,0.2525000,327.5011920,1.6863827,92.3730700
0.2550000,0.2550000,0.2550000,294.3582077,1.6865374,80.4725747
0.2575000,0.2575000,0.2575000,264.7185315,1.6860698,70.1711355
0.2600000,0.2600000,0.2600000,238.2015595,1.6850115,61.2409113
0.2625000,0.2625000,0.2625000,214.4695374,1.6833926,53.4893607
0.2650000,0.2650000,0.2650000,193.2225363,1.6812422,46.7532807
0.2675000,0.2675000,0.2675000,174.1940454,1.6785882,40.8939394
0.2700000,0.2700000,0.2700000,157.1471015,1.6754575,35.7930845
0.2725000,0.2725000,0.2725000,141.8708866,1.6718757,31.3496581
0.2750000,0.2750000,0.2750000,128.1777338,1.6678676,27.4770762
0.2775000,0.2775000,0.2775000,115.9004864,1.6634573,24.1009321
0.2800000,0.2800000,0.2800000,104.8901639,1.6586689,21.1568938
0.2825000,0.2825000,0.2825000,95.0138874,1.6535279,18.5884303
0.2850000,0.2850000,0.2850000,86.1530232,1.6480640,16.3441067
0.2875000,0.2875000,0.2875000,78.2015124,1.6423146,14.3748693
0.2900000,0.2900000,0.2900000,71.0643655,1.6363292,12.6325453
0.2925000,0.2925000,0.2925000,64.6563260,1.6301732,11.0707868
0.2950000,0.2950000,0.2950000,58.9007167,1.6239273,9.6484757
0.2975000,0.2975000,0.2975000,53.7284930,1.6176828,8.3338021
0.3000000,0.3000000,0.3000000,49.0775073,1.6115313,7.1063206
0.3025000,0.3025000,0.3025000,44.8919644,1.6055495,5.9555973
0.3050000,0.3050000,0.3050000,41.1220061,1.5997847,4.8776336
0.3075000,0.3075000,0.3075000,37.7233393,1.5942448,3.8714010
0.3100000,0.3100000,0.3100000,34.6568122,1.5888976,2.9367256
0.3125000,0.3125000,0.3125000,31.8878720,1.5836816,2.0732869
