# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,100000000000000000000.0000000
0.0050000,0.0050000,0.0050000,619755838871952384.0000000
0.0100000,0.0100000,0.0100000,14457954364293296.0000000
0.0150000,0.0150000,0.0150000,829974778946762.6250000
0.0200000,0.0200000,0.0200000,82689159671719.4062500
0.0250000,0.0250000,0.0250000,11957766556124.3613281
0.0300000,0.0300000,0.0300000,2262478268075.7597656
0.0350000,0.0350000,0.0350000,524476656403.8458862
0.0400000,0.0400000,0.0400000,142521523360.9831543
0.0450000,0.0450000,0.0450000,44006770456.4102783
0.0500000,0.0500000,0.0500000,15092835739.3343906
0.0550000,0.0550000,0.0550000,5652651487.8600321
0.0600000,0.0600000,0.0600000,2282347355.4010172
0.0650000,0.0650000,0.0650000,983967112.6061226
0.0700000,0.0700000,0.0700000,449850491.1404828
0.0750000,0.0750000,0.0750000,217160711.6378775
0.0800000,0.0800000,0.0800000,110494905.3933328
0.0850000,0.0850000,0.0850000,59289402.8135727
0.0900000,0.0900000,0.0900000,33624824.5779766
0.0950000,0.0950000,0.0950000,20146834.2345931
0.1000000,0.1000000,0.1000000,12023316.4589569
0.1050000,0.1050000,0.1050000,7492091.2948537
0.1100000,0.1100000,0.1100000,4712813.3240474
0.1150000,0.1150000,0.1150000,3019027.6861368
0.1200000,0.1200000,0.1200000,1981052.1326967
0.1250000,0.1250000,0.1250000,1285150.9822759
0.1300000,0.1300000,0.1300000,853923.3625905
0.1350000,0.1350000,0.1350000,580198.7334991
0.1400000,0.1400000,0.1400000,395854.4350537
0.1450000,0.1450000,0.1450000,269935.0542395
0.1500000,0.1500000,0.1500000,187280.9343818
0.1550000,0.1550000,0.1550000,132067.4676008
0.1600000,0.1600000,0.1600000,94562.3910186
0.1650000,0.1650000,0.1650000,68676.2200094
0.1700000,0.1700000,0.1700000,49471.0716751
0.1750000,0.1750000,0.1750000,35966.3365806
0.1800000,0.1800000,0.1800000,26235.0187347
0.1850000,0.1850000,0.1850000,19230.9011399
0.1900000,0.1900000,0.1900000,14212.4086323
0.1950000,0.1950000,0.1950000,10582.1849034
0.2000000,0.2000000,0.2000000,7932.7877378
0.2050000,0.2050000,0.2050000,5983.2030947
0.2100000,0.2100000,0.2100000,4537.5633878
0.2150000,0.2150000,0.2150000,3457.9815406
0.2200000,0.2200000,0.2200000,2646.4690109
0.2250000,0.2250000,0.2250000,2032.7683638
0.2300000,0.2300000,0.2300000,1578.0527381
0.2350000,0.2350000,0.2350000,1221.3540279
0.2400000,0.2400000,0.2400000,947.4597712
0.2450000,0.2450000,0.2450000,736.2673321
0.2500000,0.2500000,0.2500000,572.8122377
0.2550000,0.2550000,0.2550000,445.8849435
0.2600000,0.2600000,0.2600000,347.0389542
0.2650000,0.2650000,0.2650000,269.8740298
0.2700000,0.2700000,0.2700000,209.5140732
0.2750000,0.2750000,0.2750000,162.2241559
0.2800000,0.2800000,0.2800000,125.1287160
0.2850000,0.2850000,0.2850000,96.0043417
0.2900000,0.2900000,0.2900000,73.1265899
0.2950000,0.2950000,0.2950000,55.1541769
0.3000000,0.3000000,0.3000000,41.0391487
0.3050000,0.3050000,0.3050000,29.9573877
0.3100000,0.3100000,0.3100000,21.2565961
0.3150000,0.3150000,0.3150000,14.4193562
0.3200000,0.3200000,0.3200000,9.0388714
0.3250000,0.3250000,0.3250000,4.8026562
0.3300000,0.3300000,0.3300000,1.4763904
0.3350000,0.3350000,0.3350000,-1.1162842
0.3400000,0.3400000,0.3400000,-3.1140464
0.3450000,0.3450000,0.3450000,-4.6323498
0.3500000,0.3500000,0.3500000,-5.7707236
0.3550000,0.3550000,0.3550000,-6.6148530
0.3600000,0.3600000,0.3600000,-7.2357976
0.3650000,0.3650000,0.3650000,-7.6889804
0.3700000,0.3700000,0.3700000,-8.0157184
0.3750000,0.3750000,0.3750000,-8.2477787
0.3800000,0.3800000,0.3800000,-8.4115780
0.3850000,0.3850000,0.3850000,-8.5283511
0.3900000,0.3900000,0.3900000,-8.6114012
0.3950000,0.3950000,0.3950000,-8.6652342
0.4000000,0.4000000,0.4000000,-8.6888597
0.4050000,0.4050000,0.4050000,-8.6805507
