# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,17388882.2341958,5300211096.5884371,3395670792.8253932,21410239141.0952377,326247762.2920870,15068694194.5944328,5300211469.4989653,5300210723.6779089,6248094503.1228876,3951641933.1692719,110517432197.5080109
0.0025000,0.0025000,0.0025000,inf,nan,10646870.2746599,3090710335.3914852,1980099999.1456795,12485181041.6748199,190232716.8488266,8787158283.7608204,3090710672.3557854,3090709998.4271851,3643449271.2440243,2304319647.2823472,64447118160.0880814
0.0050000,0.0050000,0.0050000,inf,nan,6696113.6057878,1844866289.7712884,1181919650.8740098,7452717982.3893223,113540005.3931365,5245265597.3727951,1844866595.6184795,1844865983.9240973,2174799968.1628094,1375464270.9312310,38470014608.1659393
0.0075000,0.0075000,0.0075000,inf,nan,4320431.7731652,1125588799.4243536,721094859.6426151,4547301405.1498423,69260983.7580239,3200405784.8258381,1125589075.8997087,1125588522.9489985,1326887752.6381447,839197499.5437266,23472512228.8556175
0.0100000,0.0100000,0.0100000,inf,nan,2860523.0395775,701260670.3120518,449235644.3735878,2833317539.9533510,43138189.5705514,1994086364.3340828,701260919.7979523,701260420.8261513,826673288.9664055,522834094.7912768,14625068244.4521885
0.0125000,0.0125000,0.0125000,inf,nan,1948686.7208017,445939669.5938939,285654241.6592804,1802031870.6178417,27418821.2002192,1268255583.7972302,445939894.2370171,445939444.9507707,525690986.1774132,332476172.3481436,9301644174.9647503
0.0150000,0.0150000,0.0150000,inf,nan,1375019.8664332,289521476.6868014,185436768.3851675,1170262434.0667095,17787409.9690079,823607555.2516338,289521678.4342901,289521274.9393128,341299150.9314013,215856536.0849613,6040482293.7351017
0.0175000,0.0175000,0.0175000,inf,nan,1017874.8506232,192121620.3801544,123030407.2111101,776897728.3431337,11788794.3880168,546750655.5051571,192121801.0094998,192121439.7508090,226480420.9403955,143238795.1210687,4009940981.5277829
0.0200000,0.0200000,0.0200000,inf,nan,806888.2581091,130581661.6850661,83598276.6650390,528389515.7346009,7997454.1994370,371844885.8003159,130581822.8288803,130581500.5412520,153934729.7144960,97356871.3800417,2727133801.9946117
0.0225000,0.0225000,0.0225000,inf,nan,703188.0947132,91195656.6593873,58359469.4161899,369371952.0214142,5569759.3135999,259923358.6549594,91195799.8259813,91195513.4927933,107504978.7071613,67992118.5045067,1906268261.9643638
0.0250000,0.0250000,0.0250000,inf,nan,689183.1617471,65704465.4128994,42022711.7200242,266480935.2020487,3997383.5831699,187504213.5206633,65704592.0033877,65704338.8224111,77454973.3389311,48986826.3717279,1375122832.6212447
0.0275000,0.0275000,0.0275000,inf,nan,764284.9717088,48797906.9665455,31222320.6468456,197725145.5216168,2968762.9938124,139133882.2559027,48798039.2925240,48797774.6405670,57524866.2223707,36381919.8718355,1020397087.1016414
0.0300000,0.0300000,0.0300000,inf,nan,751390.1854444,35757779.9217581,22868028.9150028,145048585.1267561,2174139.5685430,102059711.4166643,35757899.7598003,35757660.0837159,42152658.4699279,26659682.0392321,748486227.7115880
0.0325000,0.0325000,0.0325000,inf,nan,764944.1606377,26818732.5407460,17141508.8669191,108933135.7795616,1624276.1642661,76641616.9858000,26818840.9998827,26818624.0816092,31614962.5580789,19995057.9648945,562064228.4968842
0.0350000,0.0350000,0.0350000,inf,nan,880087.2083214,20597980.1796030,13156844.2130030,83793222.6265430,1241933.4154127,58948418.5689960,20598078.2979332,20597882.0612728,24281698.2928190,15357094.4124660,432298850.8036370
0.0375000,0.0375000,0.0375000,inf,nan,1121351.0059678,15784356.5431138,10085578.0582709,64160619.0308144,953769.9520375,45139193.9030950,15784457.0353528,15784256.0508748,18607211.9685649,11768234.1452421,331032472.8497099
0.0400000,0.0400000,0.0400000,inf,nan,1540812.4213573,12093958.7261303,7733531.9843854,49071314.5580143,734484.4644216,34527319.0041878,12094067.7550497,12093849.6972108,14256827.8245309,9016809.6268762,253215784.6977833
0.0425000,0.0425000,0.0425000,inf,nan,2233912.4809631,9222283.7506988,5895047.3013395,37451970.9827247,558609.0825771,26350369.5753432,9222385.7614061,9222181.7399914,10871585.9347696,6875794.6664245,193245466.1613312
0.0450000,0.0450000,0.0450000,inf,nan,3370374.1297272,7119623.9614962,4549198.8305212,28939726.9931710,430032.5030948,20360194.0589865,7119719.6538892,7119528.2691032,8392888.9863952,5308129.0691901,149313427.6401626
0.0475000,0.0475000,0.0475000,inf,nan,5253901.5405901,5561559.4135150,3552196.0506962,22628223.6023990,334934.2265353,15918881.3251405,5561649.4387279,5561469.3883020,6556182.0401344,4146493.6003028,116741061.2241938
0.0500000,0.0500000,0.0500000,inf,nan,8439548.9201212,4393258.7657843,2804834.5664038,17892159.4157222,263778.9371164,12586332.8614905,4393343.7292400,4393173.8023287,5178943.9033781,3275451.7217836,92300567.8179421
0.0525000,0.0525000,0.0525000,inf,nan,8657243.5219969,3504022.5767765,2238080.6734929,14240344.2442317,209931.4254118,10018818.6777379,3504114.7323754,3503930.4211775,4130677.7790167,2612470.0123877,73474182.7798198
0.0550000,0.0550000,0.0550000,inf,nan,7779107.3930003,2762954.6486804,1765099.9241477,11236419.6356298,166505.7236832,7905084.1583748,2763042.6604627,2762866.6368982,3257078.1499457,2059957.0941992,57972300.3959790
0.0575000,0.0575000,0.0575000,inf,nan,8950643.5228714,2198218.7252449,1403924.1795017,8945844.4091004,132173.8890676,6293364.7325613,2198303.0488980,2198134.4015919,2591345.5301253,1638910.8159385,46152240.8408441
0.0600000,0.0600000,0.0600000,inf,nan,11444620.5458501,1764343.5307466,1126518.7666232,7184882.8237250,105850.6733800,5054348.0252595,1764424.5888443,1764262.4726490,2079876.6153247,1315429.4713096,37065599.8620974
0.0625000,0.0625000,0.0625000,inf,nan,7182548.6509889,1428468.0242215,911835.0690384,5813426.5969063,85516.5656502,4090414.2285622,1428546.2083347,1428389.8401083,1683933.5353587,1065013.0800146,29998015.9266648
0.0650000,0.0650000,0.0650000,inf,nan,4628356.6582511,1153632.9436178,737508.9361263,4684966.1496796,69701.0393036,3296352.8073917,1153721.0858218,1153544.8014138,1359947.2780017,860106.1792463,24174446.1146519
0.0675000,0.0675000,0.0675000,inf,nan,3062270.1494092,938874.4005328,600134.0745039,3814334.5874910,56661.3331458,2683727.1659265,938960.0361600,938788.7649055,1106781.5742032,699990.1293578,19681525.9397440
0.0700000,0.0700000,0.0700000,inf,nan,2084922.5359844,772353.9022401,493626.5601624,3139114.3766096,46540.7128527,2208609.4884796,772437.3273933,772270.4770869,910480.7493720,575838.5867505,16197081.8075446
0.0725000,0.0725000,0.0725000,inf,nan,1469087.0596910,642617.0118093,410650.9600685,2612991.8767939,38661.1554694,1838405.7081673,642698.5014592,642535.5221593,757541.8687915,479111.5456643,13482064.0717965
0.0750000,0.0750000,0.0750000,inf,nan,1083082.9912249,541114.3835724,345732.5565164,2201395.6425923,32498.3228066,1548785.6967258,541194.1929084,541034.5742363,637886.6320505,403434.9292506,11358032.2869206
0.0775000,0.0775000,0.0775000,inf,nan,850164.3985152,461428.5717591,294761.9855581,1878373.2147409,27657.1299235,1321485.1197294,461506.9374367,461350.2060815,543949.9050609,344024.1266049,9691033.4750595
0.0800000,0.0800000,0.0800000,inf,nan,726650.3356433,395691.7357418,252666.3395371,1612426.4095347,23632.9073951,1134323.3935302,395766.4650689,395617.0064147,466456.7719974,295013.1659043,8318375.3044747
0.0825000,0.0825000,0.0825000,inf,nan,690263.5847031,342884.4090913,218902.6645639,1398169.0770673,20436.9389140,983565.1578224,342958.0964698,342810.7217128,404205.4462753,255641.9705749,7212743.2583768
0.0850000,0.0850000,0.0850000,inf,nan,734443.0231487,300896.2499960,192048.3484046,1227951.0495034,17892.3157555,863787.3998494,300969.0810357,300823.4189563,354708.1750802,224337.1475870,6334304.7383127
0.0875000,0.0875000,0.0875000,inf,nan,866667.3276521,266789.0872774,170391.9560853,1086990.0604195,15862.9459458,764723.6949860,266859.5726960,266718.6018588,314501.3282177,198908.1048632,5607992.9067260
0.0900000,0.0900000,0.0900000,inf,nan,1110214.8732517,227174.3756046,145068.0946186,926166.9572138,13516.7442812,651567.3982178,227243.6704002,227105.0808090,267801.9689402,169372.8367458,4778133.6678600
0.0925000,0.0925000,0.0925000,inf,nan,1509915.8587448,195045.9482464,124528.2468727,795767.6883659,11575.0100372,559815.7380082,195114.1980034,194977.6984894,229927.7321010,145419.0661352,4105247.7980637
0.0950000,0.0950000,0.0950000,inf,nan,2143813.1432860,168876.7975576,107795.4579198,689604.2732774,9992.6406737,485114.4022050,168944.1357960,168809.4593192,199078.5218354,125908.3124439,3557401.1369491
0.0975000,0.0975000,0.0975000,inf,nan,2507171.3514899,147474.3248424,94106.8018578,602842.7703277,8697.0390463,424061.9216189,147540.8737803,147407.7759044,173848.4565251,109951.4180648,3109647.6702993
0.1000000,0.1000000,0.1000000,inf,nan,2233491.9085682,129903.4400445,82864.1331945,531692.3699680,7631.3269045,373990.8627779,129969.3113146,129837.5687745,153135.2157278,96851.2143362,2742424.7641312
0.1025000,0.1025000,0.1025000,inf,nan,2019676.4913621,115428.3402904,73596.8031468,473169.9701072,6750.7733147,332802.1444473,115493.6356130,115363.0449678,136071.4064648,86059.1137703,2440338.0191622
0.1050000,0.1050000,0.1050000,inf,nan,1375944.2666482,100436.7233265,64055.8601871,411229.6430835,5874.2016219,289262.4343434,100492.4374854,100381.0091675,118398.7066726,74881.9170207,2121118.6230780
