# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,417063.5422104,159950188.6430877,104168875.3957491,621910087.0317171,11005330.3787330,438753832.8558944,159950076.6581683,159950300.6280070,188555488.8705496,119252962.0314933,3219663075.5506454
0.0025000,0.0025000,0.0025000,inf,nan,316328.7875979,112758226.1149280,73435254.3554602,438410385.6810007,7758432.5260783,309296361.5778676,112758114.9843494,112758337.2455066,132923772.2671172,84068375.1091228,2269679189.1129279
0.0050000,0.0050000,0.0050000,inf,nan,244650.0620928,81331751.2667725,52969209.0015931,316208110.5103706,5596517.8412194,223083897.4094573,81331641.2038963,81331861.3296487,95877024.2842535,60637954.4035032,1637035828.5521219
0.0075000,0.0075000,0.0075000,inf,nan,193860.3303666,60409413.4542259,39344448.9796048,234842946.7423037,4157679.2018563,165681965.8648059,60409304.0601332,60409522.8483186,71212960.6277709,45039030.9015300,1215810207.9456756
0.0100000,0.0100000,0.0100000,inf,nan,158513.9596659,46830782.6186058,30502724.9882141,182026318.4764360,3224442.5024819,128421068.5707572,46830673.7054667,46830891.5317449,55205943.7112971,34915304.5013496,942383854.3604455
0.0125000,0.0125000,0.0125000,inf,nan,135034.8746357,38578293.1583663,25130201.1854477,149911789.4038313,2658059.6163911,105765674.6234115,38578184.5420438,38578401.7746887,45477588.9167511,28762552.6939526,776136078.6085305
0.0150000,0.0150000,0.0150000,inf,nan,121189.3858362,34445039.8737232,22440433.6520194,133812692.1853209,2375163.2227914,94409106.4642291,34444931.5629103,34445148.1845361,40605149.5634552,25680951.4704621,692801389.6457114
0.0175000,0.0175000,0.0175000,inf,nan,115775.7039516,30194214.6973578,19670029.7020902,117312984.0174532,2081244.4494320,82767415.6656900,30194109.1850381,30194320.2096774,35594111.9020910,22511692.9803032,607370281.8441892
0.0200000,0.0200000,0.0200000,inf,nan,118470.0978947,27421666.1479053,17865494.4018643,106517626.7947464,1891300.5983173,75152025.2234093,27421561.4854849,27421770.8103257,32325724.0896460,20444583.0274909,551488139.3328373
0.0225000,0.0225000,0.0225000,inf,nan,129802.0096464,25371026.6287709,16529648.2013681,98549408.1348678,1749968.4350231,69530271.6860200,25370923.1310059,25371130.1265358,29908350.6541545,18915701.8252230,510234223.2663676
