# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,151693229.9032720,28750097938.1308708,18419407368.9831505,116133883260.9477844,1769808531.6895144,81736033856.6572571,28750097703.1746483,28750098173.0870934,33891731030.6949654,21435012780.5604286,599471921398.3734131,28750097938.1308708,18419407368.9831505,116133883260.9477844,1769808531.6895144,81736033856.6572571,28750097703.1746483,28750098173.0870934,33891731030.6949654,21435012780.5604286,599471921398.3734131
0.0025000,0.0025000,0.0025000,inf,nan,88989136.8266128,15462296589.5026550,9906267213.2501659,62458863470.5483246,951825945.5005727,43959087217.0749588,15462296366.6005726,15462296812.4047375,18227555198.4545898,11528118120.7117939,322406617058.5180664,15462296589.5026550,9906267213.2501659,62458863470.5483246,951825945.5005727,43959087217.0749588,15462296366.6005726,15462296812.4047375,18227555198.4545898,11528118120.7117939,322406617058.5180664
0.0050000,0.0050000,0.0050000,inf,nan,51463902.8432391,8569296232.1751604,5490107343.7573910,34615116522.7849426,527502308.6679496,24362416156.4155235,8569296020.2157993,8569296444.1345215,10101818910.2596817,6388951253.3961353,178679871712.6035461,8569296232.1751604,5490107343.7573910,34615116522.7849426,527502308.6679496,24362416156.4155235,8569296020.2157993,8569296444.1345215,10101818910.2596817,6388951253.3961353,178679871712.6035461
0.0075000,0.0075000,0.0075000,inf,nan,31028235.0007410,4880582732.8328028,3126849059.4521995,19714827875.8930702,300431526.0520376,13875463992.5861511,4880582530.8633003,4880582934.8023052,5753420305.2171383,3638782500.1494579,101766018170.1206055,4880582732.8328028,3126849059.4521995,19714827875.8930702,300431526.0520376,13875463992.5861511,4880582530.8633003,4880582934.8023052,5753420305.2171383,3638782500.1494579,101766018170.1206055
0.0100000,0.0100000,0.0100000,inf,nan,19654586.9417697,2849883236.5835085,1825836053.8621266,11511956336.1288300,175426154.6471456,8102212315.5542631,2849883043.7820435,2849883429.3849735,3359552942.4291811,2124767843.5993483,59423589106.0797958,2849883236.5835085,1825836053.8621266,11511956336.1288300,175426154.6471456,8102212315.5542631,2849883043.7820435,2849883429.3849735,3359552942.4291811,2124767843.5993483,59423589106.0797958
0.0125000,0.0125000,0.0125000,inf,nan,13366058.0649820,1702613651.4045963,1090812784.9433222,6877632608.0864401,104803461.4418978,4840535589.3297148,1702613467.0584791,1702613835.7507136,2007107038.2706859,1269405949.7380221,35501660743.8064804,1702613651.4045963,1090812784.9433222,6877632608.0864401,104803461.4418978,4840535589.3297148,1702613467.0584791,1702613835.7507136,2007107038.2706859,1269405949.7380221,35501660743.8064804
0.0150000,0.0150000,0.0150000,inf,nan,10194009.6532862,1038859704.5557364,665564814.0738305,4196434958.3764043,63945134.7892614,2953485911.7311974,1038859528.0438108,1038859881.0676620,1224648130.2845702,774535484.7931741,21661580938.1077538,1038859704.5557364,665564814.0738305,4196434958.3764043,63945134.7892614,2953485911.7311974,1038859528.0438108,1038859881.0676620,1224648130.2845702,774535484.7931741,21661580938.1077538
0.0175000,0.0175000,0.0175000,inf,nan,8372262.1450171,646349403.1192991,414095159.6869267,2610907230.3988533,39783973.8413901,1837578177.2120078,646349233.8976748,646349572.3409233,761941756.4945407,481894278.9824283,13477243327.4871140,646349403.1192991,414095159.6869267,2610907230.3988533,39783973.8413901,1837578177.2120078,646349233.8976748,646349572.3409233,761941756.4945407,481894278.9824283,13477243327.4871140
0.0200000,0.0200000,0.0200000,inf,nan,5309531.5303955,409501740.7400356,262354191.8119665,1654168693.7910461,25204984.9735300,1164217673.8590524,409501578.3304291,409501903.1496421,482736541.7547152,305309396.3475752,8538654489.0356350,409501740.7400356,262354191.8119665,1654168693.7910461,25204984.9735300,1164217673.8590524,409501578.3304291,409501903.1496421,482736541.7547152,305309396.3475752,8538654489.0356350
0.0225000,0.0225000,0.0225000,inf,nan,3450719.0720195,263885197.2625596,169062392.3943935,1065952917.9034829,16241880.4633287,750226634.1164355,263885041.2426946,263885353.2824245,311078109.9894227,196743071.5573907,5502344197.5727148,263885197.2625596,169062392.3943935,1065952917.9034829,16241880.4633287,750226634.1164355,263885041.2426946,263885353.2824245,311078109.9894227,196743071.5573907,5502344197.5727148
