# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.2050000,0.2050000,0.2050000,1848.3837181,-0.0522212,1105.0612555
0.2075000,0.2075000,0.2075000,1676.3391010,-0.0464096,904.2203026
0.2100000,0.2100000,0.2100000,1520.3368592,-0.0407519,742.7870922
0.2125000,0.2125000,0.2125000,1378.7743695,-0.0354031,612.4062246
0.2150000,0.2150000,0.2150000,1250.2627931,-0.0303501,506.6239149
0.2175000,0.2175000,0.2175000,1133.5674751,-0.0255801,420.4267399
0.2200000,0.2200000,0.2200000,1027.5862216,-0.0210807,349.8988880
0.2225000,0.2225000,0.2225000,931.3312885,-0.0168399,291.9658301
0.2250000,0.2250000,0.2250000,843.9144035,-0.0128459,244.2014474
0.2275000,0.2275000,0.2275000,764.5342683,-0.0090875,204.6820482
0.2300000,0.2300000,0.2300000,692.4660858,-0.0055536,171.8752525
0.2325000,0.2325000,0.2325000,627.0527386,-0.0022337,144.5549554
0.2350000,0.2350000,0.2350000,567.6973172,0.0008825,121.7359084
0.2375000,0.2375000,0.2375000,513.8567501,0.0038049,102.6231393
0.2400000,0.2400000,0.2400000,465.0363336,0.0065428,86.5726513
0.2425000,0.2425000,0.2425000,420.7850014,0.0091055,73.0607368
0.2450000,0.2450000,0.2450000,380.6912005,0.0115018,61.6598982
0.2475000,0.2475000,0.2475000,344.3792691,0.0137401,52.0198570
0.2500000,0.2500000,0.2500000,311.5062314,0.0158284,43.8524986
0.2525000,0.2525000,0.2525000,281.7589405,0.0177745,36.9199047
0.2550000,0.2550000,0.2550000,254.8515097,0.0195859,31.0248624
0.2575000,0.2575000,0.2575000,230.5215733,0.0212599,26.0033672
0.2600000,0.2600000,0.2600000,208.4271267,0.0220834,21.7186845
0.2625000,0.2625000,0.2625000,186.6165263,0.0138971,18.0565957
0.2650000,0.2650000,0.2650000,163.5477226,0.0074097,14.9215669
0.2675000,0.2675000,0.2675000,142.6298946,0.0070108,12.2336583
0.2700000,0.2700000,0.2700000,124.4556266,0.0073669,9.9259999
0.2725000,0.2725000,0.2725000,108.7153372,0.0077941,7.9426577
0.2750000,0.2750000,0.2750000,95.0758706,0.0082119,6.2367758
0.2775000,0.2775000,0.2775000,83.2458605,0.0086077,4.7689666
0.2800000,0.2800000,0.2800000,72.9753890,0.0089794,3.5059640
0.2825000,0.2825000,0.2825000,64.0505187,0.0093271,2.4195453
0.2850000,0.2850000,0.2850000,56.2880021,0.0096515,1.4856838
0.2875000,0.2875000,0.2875000,49.5307015,0.0099533,0.6838728
0.2900000,0.2900000,0.2900000,43.6436974,0.0102332,-0.0034388
0.2925000,0.2925000,0.2925000,38.5109945,0.0104920,-0.5913420
0.2950000,0.2950000,0.2950000,34.0327336,0.0107302,-1.0929109
0.2975000,0.2975000,0.2975000,30.1228283,0.0109483,-1.5195907
0.3000000,0.3000000,0.3000000,26.7069569,0.0111463,-1.8815113
0.3025000,0.3025000,0.3025000,23.7208491,0.0113237,-2.1877126
0.3050000,0.3050000,0.3050000,21.1088200,0.0114788,-2.4462795
0.3075000,0.3075000,0.3075000,18.8225155,0.0116088,-2.6644104
0.3100000,0.3100000,0.3100000,16.8198441,0.0117094,-2.8484471
0.3125000,0.3125000,0.3125000,15.0640828,0.0117753,-3.0038925
0.3150000,0.3150000,0.3150000,13.5231410,0.0118011,-3.1354308
0.3175000,0.3175000,0.3175000,12.1689656,0.0117815,-3.2469578
0.3200000,0.3200000,0.3200000,10.9770588,0.0117135,-3.3416306
0.3225000,0.3225000,0.3225000,9.9260731,0.0115963,-3.4219492
0.3250000,0.3250000,0.3250000,8.9974486,0.0114317,-3.4898778
0.3275000,0.3275000,0.3275000,8.1750720,0.0112245,-3.5470060
0.3300000,0.3300000,0.3300000,7.4449533,0.0109812,-3.5947302
0.3325000,0.3325000,0.3325000,6.7949321,0.0107093,-3.6344261
