# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,38219257.1622454,6445510897.0184011,4202519679.4056149,24994609064.9843674,447013667.6472456,17636479592.3466225,6445510672.5765781,6445511121.4602242,7598218348.5863686,4805535228.1632309,129424846357.1754608,6445510897.0184011,4202519679.4056149,24994609064.9843674,447013667.6472456,17636479592.3466225,6445510672.5765781,6445511121.4602242,7598218348.5863686,4805535228.1632309,129424846357.1754608
0.0025000,0.0025000,0.0025000,inf,nan,23355932.2768291,3768294110.0534244,2456952200.1879435,14612839350.0889950,261338260.2418250,10310984045.8297443,3768293893.9503431,3768294326.1565056,4442211316.8907623,2809501121.8301640,75666886333.2566681,3768294110.0534244,2456952200.1879435,14612839350.0889950,261338260.2418250,10310984045.8297443,3768293893.9503431,3768294326.1565056,4442211316.8907623,2809501121.8301640,75666886333.2566681
0.0050000,0.0050000,0.0050000,inf,nan,14651223.8695410,2252781016.4445186,1468825700.0128157,8735943762.2244759,156232207.2684966,6164179461.9124584,2252780807.9078784,2252781224.9811587,2655665676.1551557,1679590448.1162806,45235668259.8803558,2252781016.4445186,1468825700.0128157,8735943762.2244759,156232207.2684966,6164179461.9124584,2252780807.9078784,2252781224.9811587,2655665676.1551557,1679590448.1162806,45235668259.8803558
0.0075000,0.0075000,0.0075000,inf,nan,9415270.6154869,1374811752.6906950,896383218.6675853,5331327805.6514578,95342504.3805632,3761843750.0077143,1374811551.0481751,1374811954.3332150,1620681440.4702728,1025008942.6897308,27606190091.6792221,1374811752.6906950,896383218.6675853,5331327805.6514578,95342504.3805632,3761843750.0077143,1374811551.0481751,1374811954.3332150,1620681440.4702728,1025008942.6897308,27606190091.6792221
0.0100000,0.0100000,0.0100000,inf,nan,6190787.8192015,855197262.0973803,557591010.5182383,3316347833.4615502,59306096.1562214,2340051095.4739838,855197066.7619445,855197457.4328160,1008139716.5172752,637603540.7742127,17172401844.8498211,855197262.0973803,557591010.5182383,3316347833.4615502,59306096.1562214,2340051095.4739838,855197066.7619445,855197457.4328160,1008139716.5172752,637603540.7742127,17172401844.8498211
0.0125000,0.0125000,0.0125000,inf,nan,4164616.8880037,541519288.7004694,353071044.2306680,2099953707.1057198,37552101.4078561,1481749729.1876283,541519099.1582350,541519478.2427038,638363949.9268694,403736811.5821171,10873779831.7100639,541519288.7004694,353071044.2306680,2099953707.1057198,37552101.4078561,1481749729.1876283,541519099.1582350,541519478.2427038,638363949.9268694,403736811.5821171,10873779831.7100639
0.0150000,0.0150000,0.0150000,inf,nan,2871061.2446391,348644624.9867114,227315744.1843473,1352014226.0586703,24176176.6152581,953995289.2766855,348644440.7868611,348644809.1865618,410995812.2847126,259936575.1221407,7000867851.2868881,348644624.9867114,227315744.1843473,1352014226.0586703,24176176.6152581,953995289.2766855,348644440.7868611,348644809.1865618,410995812.2847126,259936575.1221407,7000867851.2868881
0.0175000,0.0175000,0.0175000,inf,nan,2037498.4584916,228001573.4547483,148655962.6269380,884176994.9115541,15809686.5947933,623884169.5873828,228001394.2010862,228001752.7084103,268777101.8635337,169989564.9575707,4578356219.8753767,228001573.4547483,148655962.6269380,884176994.9115541,15809686.5947933,623884169.5873828,228001394.2010862,228001752.7084103,268777101.8635337,169989564.9575707,4578356219.8753767
0.0200000,0.0200000,0.0200000,inf,nan,1501774.5228155,151324530.5753226,98662301.3397296,586832946.5741320,10492312.8233294,414074960.9618874,151324355.9191596,151324705.2314855,178387228.4415055,112821989.4719852,3038677007.8044062,151324530.5753226,98662301.3397296,586832946.5741320,10492312.8233294,414074960.9618874,151324355.9191596,151324705.2314855,178387228.4415055,112821989.4719852,3038677007.8044062
0.0225000,0.0225000,0.0225000,inf,nan,1167011.8892906,101858147.6426055,66410145.8978734,395007705.8195599,7062020.6627359,278721004.7108252,101857977.2767258,101858318.0084852,120074336.8115439,75941678.5717358,2045385700.5192664,101858147.6426055,66410145.8978734,395007705.8195599,7062020.6627359,278721004.7108252,101857977.2767258,101858318.0084852,120074336.8115439,75941678.5717358,2045385700.5192664
