# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,273826568.2373721
0.0050000,0.0050000,0.0050000,265047341.6969380
0.0100000,0.0100000,0.0100000,242529367.9937972
0.0150000,0.0150000,0.0150000,210269025.6727822
0.0200000,0.0200000,0.0200000,173379623.1147853
0.0250000,0.0250000,0.0250000,136558470.8743059
0.0300000,0.0300000,0.0300000,103325345.8172478
0.0350000,0.0350000,0.0350000,75537613.2711275
0.0400000,0.0400000,0.0400000,53663517.2704965
0.0450000,0.0450000,0.0450000,37251091.1817136
0.0500000,0.0500000,0.0500000,25394916.6614633
0.0550000,0.0550000,0.0550000,17079761.7214145
0.0600000,0.0600000,0.0600000,11378351.9204799
0.0650000,0.0650000,0.0650000,7534078.3108863
0.0700000,0.0700000,0.0700000,4972699.6365280
0.0750000,0.0750000,0.0750000,3279525.3303174
0.0800000,0.0800000,0.0800000,2165422.0195359
0.0850000,0.0850000,0.0850000,1433766.5226906
0.0900000,0.0900000,0.0900000,953167.8566033
0.0950000,0.0950000,0.0950000,636734.8509804
0.1000000,0.1000000,0.1000000,427754.5041951
0.1050000,0.1050000,0.1050000,289167.9448999
0.1100000,0.1100000,0.1100000,196787.4907373
0.1150000,0.1150000,0.1150000,134850.5094027
0.1200000,0.1200000,0.1200000,93064.7911873
0.1250000,0.1250000,0.1250000,64688.6707659
0.1300000,0.1300000,0.1300000,45287.9345165
0.1350000,0.1350000,0.1350000,31931.8749134
0.1400000,0.1400000,0.1400000,22673.0114552
0.1450000,0.1450000,0.1450000,16209.6919832
0.1500000,0.1500000,0.1500000,11666.6008318
0.1550000,0.1550000,0.1550000,8451.4004480
0.1600000,0.1600000,0.1600000,6160.6651904
0.1650000,0.1650000,0.1650000,4517.8432247
0.1700000,0.1700000,0.1700000,3332.1176161
0.1750000,0.1750000,0.1750000,2470.9698493
0.1800000,0.1800000,0.1800000,1853.3247320
0.1850000,0.1850000,0.1850000,1391.2587001
0.1900000,0.1900000,0.1900000,1049.5308124
0.1950000,0.1950000,0.1950000,795.6255935
0.2000000,0.2000000,0.2000000,606.0000163
0.2050000,0.2050000,0.2050000,463.6743098
0.2100000,0.2100000,0.2100000,356.3261182
0.2150000,0.2150000,0.2150000,274.9671469
0.2200000,0.2200000,0.2200000,213.0164149
