# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,9768717.3366422,9768717.3366422
0.0050000,0.0050000,0.0050000,7197047.2216122,7197047.2216122
0.0100000,0.0100000,0.0100000,6165782.1862745,6165782.1862745
0.0150000,0.0150000,0.0150000,5980232.4731672,5980232.4731672
0.0200000,0.0200000,0.0200000,6470174.2578316,6470174.2578316
0.0250000,0.0250000,0.0250000,7204283.4998951,7204283.4998951
0.0300000,0.0300000,0.0300000,6782894.6680800,6782894.6680800
0.0350000,0.0350000,0.0350000,4783753.1197297,4783753.1197297
0.0400000,0.0400000,0.0400000,3475652.6387441,3475652.6387441
0.0450000,0.0450000,0.0450000,2568960.3839619,2568960.3839619
0.0500000,0.0500000,0.0500000,1916391.8800546,1916391.8800546
0.0550000,0.0550000,0.0550000,1316997.3664263,1316997.3664263
0.0600000,0.0600000,0.0600000,872742.6575601,872742.6575601
0.0650000,0.0650000,0.0650000,583284.5322088,583284.5322088
0.0700000,0.0700000,0.0700000,404932.4166307,404932.4166307
0.0750000,0.0750000,0.0750000,291920.6002559,291920.6002559
0.0800000,0.0800000,0.0800000,218211.6087625,218211.6087625
0.0850000,0.0850000,0.0850000,168878.6887637,168878.6887637
0.0900000,0.0900000,0.0900000,135101.5016152,135101.5016152
0.0950000,0.0950000,0.0950000,111506.7464854,111506.7464854
0.1000000,0.1000000,0.1000000,94719.5894300,94719.5894300
0.1050000,0.1050000,0.1050000,82089.2191408,82089.2191408
0.1100000,0.1100000,0.1100000,71540.0037941,71540.0037941
0.1150000,0.1150000,0.1150000,63281.5399404,63281.5399404
0.1200000,0.1200000,0.1200000,56595.1647419,56595.1647419
0.1250000,0.1250000,0.1250000,51001.1242356,51001.1242356
0.1300000,0.1300000,0.1300000,46175.9170447,46175.9170447
0.1350000,0.1350000,0.1350000,41900.3118841,41900.3118841
0.1400000,0.1400000,0.1400000,38026.2105370,38026.2105370
0.1450000,0.1450000,0.1450000,34455.1621163,34455.1621163
0.1500000,0.1500000,0.1500000,30728.7276088,30728.7276088
0.1550000,0.1550000,0.1550000,25028.5370131,25028.5370131
0.1600000,0.1600000,0.1600000,19428.6041703,19428.6041703
0.1650000,0.1650000,0.1650000,15151.5500743,15151.5500743
0.1700000,0.1700000,0.1700000,11864.3366116,11864.3366116
0.1750000,0.1750000,0.1750000,9323.4482127,9323.4482127
0.1800000,0.1800000,0.1800000,7349.2879168,7349.2879168
0.1850000,0.1850000,0.1850000,5808.3326177,5808.3326177
0.1900000,0.1900000,0.1900000,4600.5562539,4600.5562539
0.1950000,0.1950000,0.1950000,3650.4812972,3650.4812972
0.2000000,0.2000000,0.2000000,2771.2226576,2771.2226576
