# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1397713710.0587647
0.0050000,0.0050000,0.0050000,636718942.9055260
0.0100000,0.0100000,0.0100000,310614231.8892016
0.0150000,0.0150000,0.0150000,163263471.2505907
0.0200000,0.0200000,0.0200000,93291243.3469291
0.0250000,0.0250000,0.0250000,58421897.8540558
0.0300000,0.0300000,0.0300000,40241360.7529730
0.0350000,0.0350000,0.0350000,30476269.1348679
0.0400000,0.0400000,0.0400000,25116540.2603130
0.0450000,0.0450000,0.0450000,20685962.9704732
0.0500000,0.0500000,0.0500000,16702166.6055784
0.0550000,0.0550000,0.0550000,13368804.8532251
0.0600000,0.0600000,0.0600000,11089932.4425747
0.0650000,0.0650000,0.0650000,8282204.2869407
0.0700000,0.0700000,0.0700000,6293921.7198664
0.0750000,0.0750000,0.0750000,4859711.8757414
0.0800000,0.0800000,0.0800000,3806935.6253438
0.0850000,0.0850000,0.0850000,3020990.9932200
0.0900000,0.0900000,0.0900000,2335868.0912258
0.0950000,0.0950000,0.0950000,1699403.6404260
0.1000000,0.1000000,0.1000000,1246111.1182335
0.1050000,0.1050000,0.1050000,920480.1580168
0.1100000,0.1100000,0.1100000,684635.1909544
0.1150000,0.1150000,0.1150000,512493.0117821
0.1200000,0.1200000,0.1200000,385927.7786101
0.1250000,0.1250000,0.1250000,292232.3848190
0.1300000,0.1300000,0.1300000,222422.9808292
0.1350000,0.1350000,0.1350000,170096.3924757
0.1400000,0.1400000,0.1400000,130653.2859220
0.1450000,0.1450000,0.1450000,100765.4349733
0.1500000,0.1500000,0.1500000,78007.3369217
0.1550000,0.1550000,0.1550000,60599.4242051
0.1600000,0.1600000,0.1600000,47227.6742008
0.1650000,0.1650000,0.1650000,36915.9344260
0.1700000,0.1700000,0.1700000,28934.8994867
0.1750000,0.1750000,0.1750000,22736.7597500
0.1800000,0.1800000,0.1800000,17907.9607145
0.1850000,0.1850000,0.1850000,14134.8289138
0.1900000,0.1900000,0.1900000,11178.4015354
0.1950000,0.1950000,0.1950000,8855.8837843
0.2000000,0.2000000,0.2000000,7026.9100649
0.2050000,0.2050000,0.2050000,5583.3089026
0.2100000,0.2100000,0.2100000,4441.4388323
0.2150000,0.2150000,0.2150000,3536.4217095
0.2200000,0.2200000,0.2200000,2817.7840491
0.2250000,0.2250000,0.2250000,2246.1486483
0.2300000,0.2300000,0.2300000,1805.9708244
0.2350000,0.2350000,0.2350000,1442.5804156
0.2400000,0.2400000,0.2400000,1152.2434168
0.2450000,0.2450000,0.2450000,919.9824698
0.2500000,0.2500000,0.2500000,733.9318936
0.2550000,0.2550000,0.2550000,583.7888866
0.2600000,0.2600000,0.2600000,458.3906217
0.2650000,0.2650000,0.2650000,357.6781401
0.2700000,0.2700000,0.2700000,278.2115815
0.2750000,0.2750000,0.2750000,215.5202432
0.2800000,0.2800000,0.2800000,166.0219573
0.2850000,0.2850000,0.2850000,126.9052984
0.2900000,0.2900000,0.2900000,95.9685380
0.2950000,0.2950000,0.2950000,71.4918856
0.3000000,0.3000000,0.3000000,52.1351168
0.3050000,0.3050000,0.3050000,36.8527565
0.3100000,0.3100000,0.3100000,24.8247670
