# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1850000,0.1850000,0.1850000,1760.9204678,0.4106560,inf
0.1875000,0.1875000,0.1875000,1595.2617236,0.4040930,inf
0.1900000,0.1900000,0.1900000,1445.9348434,0.3978839,inf
0.1925000,0.1925000,0.1925000,1311.2261228,0.3920180,inf
0.1950000,0.1950000,0.1950000,1189.6188222,0.3864843,inf
0.1975000,0.1975000,0.1975000,1079.7685609,0.3812722,inf
0.2000000,0.2000000,0.2000000,980.4818742,0.3763712,inf
0.2025000,0.2025000,0.2025000,890.6975525,0.3717708,inf
0.2050000,0.2050000,0.2050000,809.4704172,0.3674606,inf
0.2075000,0.2075000,0.2075000,735.9572222,0.3634305,inf
0.2100000,0.2100000,0.2100000,669.4044046,0.3596703,inf
0.2125000,0.2125000,0.2125000,609.1374423,0.3561702,inf
0.2150000,0.2150000,0.2150000,554.5515997,0.3529203,inf
0.2175000,0.2175000,0.2175000,505.1038767,0.3499110,inf
0.2200000,0.2200000,0.2200000,460.3059939,0.3471328,inf
0.2225000,0.2225000,0.2225000,419.7182733,0.3445762,inf
0.2250000,0.2250000,0.2250000,382.9442875,0.3422320,inf
0.2275000,0.2275000,0.2275000,349.6261707,0.3400915,inf
0.2300000,0.2300000,0.2300000,319.4404920,0.3381461,inf
0.2325000,0.2325000,0.2325000,292.0946033,0.3363880,inf
0.2350000,0.2350000,0.2350000,267.3233775,0.3348106,inf
0.2375000,0.2375000,0.2375000,244.8862540,0.3334079,inf
0.2400000,0.2400000,0.2400000,224.5645168,0.3321747,inf
0.2425000,0.2425000,0.2425000,206.1587407,0.3311044,inf
0.2450000,0.2450000,0.2450000,189.4863765,0.3301842,inf
0.2475000,0.2475000,0.2475000,174.3795154,0.3293872,inf
0.2500000,0.2500000,0.2500000,160.6829785,0.3286599,inf
0.2525000,0.2525000,0.2525000,148.2530061,0.3279100,inf
0.2550000,0.2550000,0.2550000,136.9568739,0.3270022,inf
0.2575000,0.2575000,0.2575000,126.6734986,0.3257756,inf
0.2600000,0.2600000,0.2600000,117.2937918,0.3241080,inf
0.2625000,0.2625000,0.2625000,108.7145585,0.3221228,inf
0.2650000,0.2650000,0.2650000,100.7990932,0.3211184,inf
0.2675000,0.2675000,0.2675000,93.2141939,0.3270837,inf
0.2700000,0.2700000,0.2700000,85.2623214,0.3473844,inf
0.2725000,0.2725000,0.2725000,76.7942455,0.3653094,inf
0.2750000,0.2750000,0.2750000,68.6001077,0.3703089,inf
0.2775000,0.2775000,0.2775000,61.1595479,0.3689410,inf
0.2800000,0.2800000,0.2800000,54.5411523,0.3659437,1747.2434873
0.2825000,0.2825000,0.2825000,48.6691499,0.3640943,1449.8979846
