# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1950000,0.1950000,0.1950000,1643.4754104,-3.3426955,132.8311150
0.1975000,0.1975000,0.1975000,1448.0157890,-3.2955772,117.1853817
0.2000000,0.2000000,0.2000000,1277.1648986,-3.2492831,103.4809580
0.2025000,0.2025000,0.2025000,1127.6408282,-3.2036036,91.4600861
0.2050000,0.2050000,0.2050000,996.6153545,-3.1582411,80.9015657
0.2075000,0.2075000,0.2075000,881.6475962,-3.1128785,71.6151939
0.2100000,0.2100000,0.2100000,780.6315296,-3.0673264,63.4370582
0.2125000,0.2125000,0.2125000,691.7543573,-3.0216739,56.2255047
0.2150000,0.2150000,0.2150000,613.4604000,-2.9763026,49.8576432
0.2175000,0.2175000,0.2175000,544.4157820,-2.9317195,44.2262968
0.2200000,0.2200000,0.2200000,483.4734036,-2.8883429,39.2374041
0.2225000,0.2225000,0.2225000,429.6412265,-2.8463918,34.8079867
0.2250000,0.2250000,0.2250000,382.0564491,-2.8059024,30.8648032
0.2275000,0.2275000,0.2275000,339.9656575,-2.7667991,27.3435628
0.2300000,0.2300000,0.2300000,302.7095027,-2.7289605,24.1881672
0.2325000,0.2325000,0.2325000,269.7103666,-2.6922594,21.3493259
0.2350000,0.2350000,0.2350000,240.4619965,-2.6565813,18.7826112
0.2375000,0.2375000,0.2375000,214.5205498,-2.6218298,16.4471938
0.2400000,0.2400000,0.2400000,191.4967653,-2.5879260,14.3067018
0.2425000,0.2425000,0.2425000,171.0490959,-2.5548059,12.3320445
0.2450000,0.2450000,0.2450000,152.8776873,-2.5224175,10.5039513
0.2475000,0.2475000,0.2475000,136.7191078,-2.4907184,8.8127987
0.2500000,0.2500000,0.2500000,122.3417413,-2.4596738,7.2554800
0.2525000,0.2525000,0.2525000,109.5417677,-2.4292551,5.8312368
0.2550000,0.2550000,0.2550000,98.1396613,-2.3994389,4.5384770
0.2575000,0.2575000,0.2575000,87.9771489,-2.3702064,3.3732954
0.2600000,0.2600000,0.2600000,78.9145722,-2.3415418,2.3293149
0.2625000,0.2625000,0.2625000,70.8286021,-2.3134318,1.3981711
0.2650000,0.2650000,0.2650000,63.6102571,-2.2858642,0.5701535
0.2675000,0.2675000,0.2675000,57.1631773,-2.2588271,-0.1652129
0.2700000,0.2700000,0.2700000,51.4021164,-2.2323086,-0.8186756
0.2725000,0.2725000,0.2725000,46.2516166,-2.2062960,-1.4008162
0.2750000,0.2750000,0.2750000,41.6448415,-2.1807762,-1.9216336
0.2775000,0.2775000,0.2775000,37.5225469,-2.1557361,-2.3901631
0.2800000,0.2800000,0.2800000,33.8321737,-2.1311633,-2.8141805
0.2825000,0.2825000,0.2825000,30.5270499,-2.1070463,-3.2000452
0.2850000,0.2850000,0.2850000,27.5656906,-2.0833756,-3.5527069
0.2875000,0.2875000,0.2875000,24.9111853,-2.0601434,-3.8758565
0.2900000,0.2900000,0.2900000,22.5306628,-2.0373445,-4.1721670
0.2925000,0.2925000,0.2925000,20.3948242,-2.0149755,-4.4435585
0.2950000,0.2950000,0.2950000,18.4775351,-1.9930351,-4.6914424
0.2975000,0.2975000,0.2975000,16.7554668,-1.9715238,-4.9169178
