# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,97898215.1996284
0.0050000,0.0050000,0.0050000,96110512.6226609
0.0100000,0.0100000,0.0100000,91518561.8516751
0.0150000,0.0150000,0.0150000,84350378.8424169
0.0200000,0.0200000,0.0200000,75350379.9396475
0.0250000,0.0250000,0.0250000,65296466.9029524
0.0300000,0.0300000,0.0300000,54790300.6829793
0.0350000,0.0350000,0.0350000,44664483.6351632
0.0400000,0.0400000,0.0400000,35475051.7958541
0.0450000,0.0450000,0.0450000,27526244.2627026
0.0500000,0.0500000,0.0500000,20925432.1691552
0.0550000,0.0550000,0.0550000,15630543.1016137
0.0600000,0.0600000,0.0600000,11505355.4405541
0.0650000,0.0650000,0.0650000,8368742.1959394
0.0700000,0.0700000,0.0700000,6031082.5414721
0.0750000,0.0750000,0.0750000,4316865.4347988
0.0800000,0.0800000,0.0800000,3075839.0458768
0.0850000,0.0850000,0.0850000,2186194.4849408
0.0900000,0.0900000,0.0900000,1553045.3786598
0.0950000,0.0950000,0.0950000,1104660.9901236
0.1000000,0.1000000,0.1000000,788036.9689591
0.1050000,0.1050000,0.1050000,564680.4578086
0.1100000,0.1100000,0.1100000,407002.9854977
0.1150000,0.1150000,0.1150000,295426.4405408
0.1200000,0.1200000,0.1200000,216158.9070692
0.1250000,0.1250000,0.1250000,159535.9063016
0.1300000,0.1300000,0.1300000,118809.6293833
0.1350000,0.1350000,0.1350000,89278.8468059
0.1400000,0.1400000,0.1400000,67670.7512092
0.1450000,0.1450000,0.1450000,51705.5257292
0.1500000,0.1500000,0.1500000,39791.6424135
0.1550000,0.1550000,0.1550000,30813.7756633
0.1600000,0.1600000,0.1600000,23985.8441887
0.1650000,0.1650000,0.1650000,18749.5765078
0.1700000,0.1700000,0.1700000,14704.7240905
0.1750000,0.1750000,0.1750000,11561.1602910
0.1800000,0.1800000,0.1800000,9106.0355473
0.1850000,0.1850000,0.1850000,7181.2386444
0.1900000,0.1900000,0.1900000,5667.8813811
0.1950000,0.1950000,0.1950000,4475.5540854
0.2000000,0.2000000,0.2000000,3534.8175113
0.2050000,0.2050000,0.2050000,2791.8930557
0.2100000,0.2100000,0.2100000,2204.8531316
0.2150000,0.2150000,0.2150000,1756.1012949
0.2200000,0.2200000,0.2200000,1389.2848415
0.2250000,0.2250000,0.2250000,1099.2900589
0.2300000,0.2300000,0.2300000,870.0307090
0.2350000,0.2350000,0.2350000,688.7927450
0.2400000,0.2400000,0.2400000,545.5232382
0.2450000,0.2450000,0.2450000,432.2726203
0.2500000,0.2500000,0.2500000,342.7551559
0.2550000,0.2550000,0.2550000,272.0015721
0.2600000,0.2600000,0.2600000,216.0840418
0.2650000,0.2650000,0.2650000,171.8980078
0.2700000,0.2700000,0.2700000,136.9881862
0.2750000,0.2750000,0.2750000,109.4093200
0.2800000,0.2800000,0.2800000,87.6171403
0.2850000,0.2850000,0.2850000,70.3870222
0.2900000,0.2900000,0.2900000,56.7529700
0.2950000,0.2950000,0.2950000,45.9556037
0.3000000,0.3000000,0.3000000,37.3934506
0.3050000,0.3050000,0.3050000,30.5813551
0.3100000,0.3100000,0.3100000,25.1237506
0.3150000,0.3150000,0.3150000,20.7034777
0.3200000,0.3200000,0.3200000,17.0709631
0.3250000,0.3250000,0.3250000,14.0229823
0.3300000,0.3300000,0.3300000,11.3930437
0.3350000,0.3350000,0.3350000,9.0721304
0.3400000,0.3400000,0.3400000,7.0223876
0.3450000,0.3450000,0.3450000,5.2470981
0.3500000,0.3500000,0.3500000,3.7484463
0.3550000,0.3550000,0.3550000,2.5101224
0.3600000,0.3600000,0.3600000,1.5011701
0.3650000,0.3650000,0.3650000,0.6854459
0.3700000,0.3700000,0.3700000,0.0286455
0.3750000,0.3750000,0.3750000,-0.4988630
0.3800000,0.3800000,0.3800000,-0.9221853
0.3850000,0.3850000,0.3850000,-1.2628522
0.3900000,0.3900000,0.3900000,-1.5392418
0.3950000,0.3950000,0.3950000,-1.7664708
0.4000000,0.4000000,0.4000000,-1.9562037
0.4050000,0.4050000,0.4050000,-2.1166209
0.4100000,0.4100000,0.4100000,-2.2525423
0.4150000,0.4150000,0.4150000,-2.3656719
0.4200000,0.4200000,0.4200000,-2.4552664
0.4250000,0.4250000,0.4250000,-2.5194786
0.4300000,0.4300000,0.4300000,-2.5569270
0.4350000,0.4350000,0.4350000,-2.5677226
0.4400000,0.4400000,0.4400000,-2.5536575
0.4450000,0.4450000,0.4450000,-2.5177973
0.4500000,0.4500000,0.4500000,-2.4638764
0.4550000,0.4550000,0.4550000,-2.3957638
0.4600000,0.4600000,0.4600000,-2.3170977
0.4650000,0.4650000,0.4650000,-2.2310876
0.4700000,0.4700000,0.4700000,-2.1404388
0.4750000,0.4750000,0.4750000,-2.0473537
0.4800000,0.4800000,0.4800000,-1.9535758
0.4850000,0.4850000,0.4850000,-1.8604504
0.4900000,0.4900000,0.4900000,-1.7689899
0.4950000,0.4950000,0.4950000,-1.6799348
0.5000000,0.5000000,0.5000000,-1.5938075
0.5050000,0.5050000,0.5050000,-1.5109590
0.5100000,0.5100000,0.5100000,-1.4316062
0.5150000,0.5150000,0.5150000,-1.3558631
0.5200000,0.5200000,0.5200000,-1.2837655
0.5250000,0.5250000,0.5250000,-1.2152908
0.5300000,0.5300000,0.5300000,-1.1503732
0.5350000,0.5350000,0.5350000,-1.0889160
0.5400000,0.5400000,0.5400000,-1.0308010
0.5450000,0.5450000,0.5450000,-0.9758959
0.5500000,0.5500000,0.5500000,-0.9240594
0.5550000,0.5550000,0.5550000,-0.8751460
0.5600000,0.5600000,0.5600000,-0.8290089
0.5650000,0.5650000,0.5650000,-0.7855023
0.5700000,0.5700000,0.5700000,-0.7444833
0.5750000,0.5750000,0.5750000,-0.7058132
0.5800000,0.5800000,0.5800000,-0.6693581
0.5850000,0.5850000,0.5850000,-0.6349898
0.5900000,0.5900000,0.5900000,-0.6025857
0.5950000,0.5950000,0.5950000,-0.5720294
0.6000000,0.6000000,0.6000000,-0.5432106
0.6050000,0.6050000,0.6050000,-0.5160249
0.6100000,0.6100000,0.6100000,-0.4903738
0.6150000,0.6150000,0.6150000,-0.4661645
0.6200000,0.6200000,0.6200000,-0.4433096
0.6250000,0.6250000,0.6250000,-0.4217273
0.6300000,0.6300000,0.6300000,-0.4013404
0.6350000,0.6350000,0.6350000,-0.3820766
0.6400000,0.6400000,0.6400000,-0.3638681
0.6450000,0.6450000,0.6450000,-0.3466515
0.6500000,0.6500000,0.6500000,-0.3303671
0.6550000,0.6550000,0.6550000,-0.3149592
0.6600000,0.6600000,0.6600000,-0.3003756
0.6650000,0.6650000,0.6650000,-0.2865672
0.6700000,0.6700000,0.6700000,-0.2734883
0.6750000,0.6750000,0.6750000,-0.2610960
0.6800000,0.6800000,0.6800000,-0.2493500
0.6850000,0.6850000,0.6850000,-0.2382127
0.6900000,0.6900000,0.6900000,-0.2276488
0.6950000,0.6950000,0.6950000,-0.2176252
0.7000000,0.7000000,0.7000000,-0.2081109
0.7050000,0.7050000,0.7050000,-0.1990768
0.7100000,0.7100000,0.7100000,-0.1904958
0.7150000,0.7150000,0.7150000,-0.1823423
0.7200000,0.7200000,0.7200000,-0.1745923
0.7250000,0.7250000,0.7250000,-0.1672233
0.7300000,0.7300000,0.7300000,-0.1602142
0.7350000,0.7350000,0.7350000,-0.1535451
0.7400000,0.7400000,0.7400000,-0.1471975
0.7450000,0.7450000,0.7450000,-0.1411538
0.7500000,0.7500000,0.7500000,-0.1353976
0.7550000,0.7550000,0.7550000,-0.1299135
0.7600000,0.7600000,0.7600000,-0.1246868
0.7650000,0.7650000,0.7650000,-0.1197040
0.7700000,0.7700000,0.7700000,-0.1149521
0.7750000,0.7750000,0.7750000,-0.1104190
0.7800000,0.7800000,0.7800000,-0.1060933
0.7850000,0.7850000,0.7850000,-0.1019642
0.7900000,0.7900000,0.7900000,-0.0980217
0.7950000,0.7950000,0.7950000,-0.0942561
0.8000000,0.8000000,0.8000000,-0.0906584
0.8050000,0.8050000,0.8050000,-0.0872202
0.8100000,0.8100000,0.8100000,-0.0839335
0.8150000,0.8150000,0.8150000,-0.0807905
0.8200000,0.8200000,0.8200000,-0.0777843
0.8250000,0.8250000,0.8250000,-0.0749081
0.8300000,0.8300000,0.8300000,-0.0721554
0.8350000,0.8350000,0.8350000,-0.0695202
0.8400000,0.8400000,0.8400000,-0.0669969
0.8450000,0.8450000,0.8450000,-0.0645800
0.8500000,0.8500000,0.8500000,-0.0622645
0.8550000,0.8550000,0.8550000,-0.0600454
0.8600000,0.8600000,0.8600000,-0.0579183
0.8650000,0.8650000,0.8650000,-0.0558788
0.8700000,0.8700000,0.8700000,-0.0539228
0.8750000,0.8750000,0.8750000,-0.0520465
0.8800000,0.8800000,0.8800000,-0.0502460
0.8850000,0.8850000,0.8850000,-0.0485180
0.8900000,0.8900000,0.8900000,-0.0468590
0.8950000,0.8950000,0.8950000,-0.0452661
0.9000000,0.9000000,0.9000000,-0.0437361
0.9050000,0.9050000,0.9050000,-0.0422663
0.9100000,0.9100000,0.9100000,-0.0408539
0.9150000,0.9150000,0.9150000,-0.0394964
0.9200000,0.9200000,0.9200000,-0.0381914
0.9250000,0.9250000,0.9250000,-0.0369366
0.9300000,0.9300000,0.9300000,-0.0357297
0.9350000,0.9350000,0.9350000,-0.0345687
0.9400000,0.9400000,0.9400000,-0.0334516
0.9450000,0.9450000,0.9450000,-0.0323765
0.9500000,0.9500000,0.9500000,-0.0313416
0.9550000,0.9550000,0.9550000,-0.0303452
0.9600000,0.9600000,0.9600000,-0.0293856
0.9650000,0.9650000,0.9650000,-0.0284614
0.9700000,0.9700000,0.9700000,-0.0275710
0.9750000,0.9750000,0.9750000,-0.0267130
0.9800000,0.9800000,0.9800000,-0.0258860
0.9850000,0.9850000,0.9850000,-0.0250889
0.9900000,0.9900000,0.9900000,-0.0243203
0.9950000,0.9950000,0.9950000,-0.0235791
1.0000000,1.0000000,1.0000000,-0.0228643
1.0050000,1.0050000,1.0050000,-0.0221746
1.0100000,1.0100000,1.0100000,-0.0215091
1.0150000,1.0150000,1.0150000,-0.0208669
1.0200000,1.0200000,1.0200000,-0.0202470
1.0250000,1.0250000,1.0250000,-0.0196486
1.0300000,1.0300000,1.0300000,-0.0190707
1.0350000,1.0350000,1.0350000,-0.0185126
1.0400000,1.0400000,1.0400000,-0.0179735
1.0450000,1.0450000,1.0450000,-0.0174527
1.0500000,1.0500000,1.0500000,-0.0169495
1.0550000,1.0550000,1.0550000,-0.0164631
1.0600000,1.0600000,1.0600000,-0.0159930
1.0650000,1.0650000,1.0650000,-0.0155386
1.0700000,1.0700000,1.0700000,-0.0150991
1.0750000,1.0750000,1.0750000,-0.0146741
1.0800000,1.0800000,1.0800000,-0.0142631
1.0850000,1.0850000,1.0850000,-0.0138654
1.0900000,1.0900000,1.0900000,-0.0134807
1.0950000,1.0950000,1.0950000,-0.0131084
1.1000000,1.1000000,1.1000000,-0.0127480
1.1050000,1.1050000,1.1050000,-0.0123992
1.1100000,1.1100000,1.1100000,-0.0120615
1.1150000,1.1150000,1.1150000,-0.0117345
1.1200000,1.1200000,1.1200000,-0.0114178
1.1250000,1.1250000,1.1250000,-0.0111111
1.1300000,1.1300000,1.1300000,-0.0108139
1.1350000,1.1350000,1.1350000,-0.0105261
1.1400000,1.1400000,1.1400000,-0.0102471
1.1450000,1.1450000,1.1450000,-0.0099767
1.1500000,1.1500000,1.1500000,-0.0097147
1.1550000,1.1550000,1.1550000,-0.0094606
1.1600000,1.1600000,1.1600000,-0.0092143
1.1650000,1.1650000,1.1650000,-0.0089755
1.1700000,1.1700000,1.1700000,-0.0087439
1.1750000,1.1750000,1.1750000,-0.0085192
1.1800000,1.1800000,1.1800000,-0.0083012
1.1850000,1.1850000,1.1850000,-0.0080898
1.1900000,1.1900000,1.1900000,-0.0078846
1.1950000,1.1950000,1.1950000,-0.0076855
1.2000000,1.2000000,1.2000000,-0.0074922
1.2050000,1.2050000,1.2050000,-0.0073046
1.2100000,1.2100000,1.2100000,-0.0071224
1.2150000,1.2150000,1.2150000,-0.0069456
1.2200000,1.2200000,1.2200000,-0.0067738
1.2250000,1.2250000,1.2250000,-0.0066070
1.2300000,1.2300000,1.2300000,-0.0064450
1.2350000,1.2350000,1.2350000,-0.0062876
1.2400000,1.2400000,1.2400000,-0.0061347
1.2450000,1.2450000,1.2450000,-0.0059861
1.2500000,1.2500000,1.2500000,-0.0058417
1.2550000,1.2550000,1.2550000,-0.0057014
1.2600000,1.2600000,1.2600000,-0.0055649
1.2650000,1.2650000,1.2650000,-0.0054323
1.2700000,1.2700000,1.2700000,-0.0053034
1.2750000,1.2750000,1.2750000,-0.0051780
1.2800000,1.2800000,1.2800000,-0.0050561
1.2850000,1.2850000,1.2850000,-0.0049375
1.2900000,1.2900000,1.2900000,-0.0048222
1.2950000,1.2950000,1.2950000,-0.0047100
1.3000000,1.3000000,1.3000000,-0.0046008
1.3050000,1.3050000,1.3050000,-0.0044946
1.3100000,1.3100000,1.3100000,-0.0043912
1.3150000,1.3150000,1.3150000,-0.0042906
1.3200000,1.3200000,1.3200000,-0.0041927
1.3250000,1.3250000,1.3250000,-0.0040974
1.3300000,1.3300000,1.3300000,-0.0040046
1.3350000,1.3350000,1.3350000,-0.0039143
1.3400000,1.3400000,1.3400000,-0.0038263
1.3450000,1.3450000,1.3450000,-0.0037406
1.3500000,1.3500000,1.3500000,-0.0036572
1.3550000,1.3550000,1.3550000,-0.0035759
1.3600000,1.3600000,1.3600000,-0.0034968
1.3650000,1.3650000,1.3650000,-0.0034197
1.3700000,1.3700000,1.3700000,-0.0033445
1.3750000,1.3750000,1.3750000,-0.0032713
1.3800000,1.3800000,1.3800000,-0.0031999
1.3850000,1.3850000,1.3850000,-0.0031304
1.3900000,1.3900000,1.3900000,-0.0030626
1.3950000,1.3950000,1.3950000,-0.0029965
1.4000000,1.4000000,1.4000000,-0.0029321
1.4050000,1.4050000,1.4050000,-0.0028693
1.4100000,1.4100000,1.4100000,-0.0028081
1.4150000,1.4150000,1.4150000,-0.0027484
1.4200000,1.4200000,1.4200000,-0.0026901
1.4250000,1.4250000,1.4250000,-0.0026334
1.4300000,1.4300000,1.4300000,-0.0025779
1.4350000,1.4350000,1.4350000,-0.0025239
1.4400000,1.4400000,1.4400000,-0.0024712
1.4450000,1.4450000,1.4450000,-0.0024197
1.4500000,1.4500000,1.4500000,-0.0023695
1.4550000,1.4550000,1.4550000,-0.0023206
1.4600000,1.4600000,1.4600000,-0.0022728
1.4650000,1.4650000,1.4650000,-0.0022261
1.4700000,1.4700000,1.4700000,-0.0021806
1.4750000,1.4750000,1.4750000,-0.0021361
1.4800000,1.4800000,1.4800000,-0.0020927
1.4850000,1.4850000,1.4850000,-0.0020503
1.4900000,1.4900000,1.4900000,-0.0020089
1.4950000,1.4950000,1.4950000,-0.0019685
1.5000000,1.5000000,1.5000000,-0.0019291
1.5050000,1.5050000,1.5050000,-0.0018906
1.5100000,1.5100000,1.5100000,-0.0018529
1.5150000,1.5150000,1.5150000,-0.0018161
1.5200000,1.5200000,1.5200000,-0.0017802
1.5250000,1.5250000,1.5250000,-0.0017451
1.5300000,1.5300000,1.5300000,-0.0017109
1.5350000,1.5350000,1.5350000,-0.0016774
1.5400000,1.5400000,1.5400000,-0.0016446
1.5450000,1.5450000,1.5450000,-0.0016126
1.5500000,1.5500000,1.5500000,-0.0015814
1.5550000,1.5550000,1.5550000,-0.0015508
1.5600000,1.5600000,1.5600000,-0.0015209
1.5650000,1.5650000,1.5650000,-0.0014917
1.5700000,1.5700000,1.5700000,-0.0014632
