# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,4501435.3180770,126499241.9122280,81032464.3450277,511157688.9993732,7777735.5099782,359749980.5464315,126499389.4186008,126499094.4058551,149122214.8773930,94313169.7483217,2638481389.7768278
0.0025000,0.0025000,0.0025000,inf,nan,4623167.9428069,85777161.1024810,54943087.5588397,346663027.2541252,5271226.6004379,243977215.0287416,85777309.5584591,85777012.6465028,101117445.8924600,63952288.0398022,1789375821.2601671
0.0050000,0.0050000,0.0050000,inf,nan,5575386.4632162,59180483.3134861,37903468.1648450,239226685.9333977,3634217.7392735,168362605.3976199,59180632.6946735,59180333.9322988,69764250.0920677,44122785.9089091,1234799944.4835441
0.0075000,0.0075000,0.0075000,inf,nan,7617169.7208396,41571089.9724403,26621767.4037207,168093456.2093225,2550430.5471979,118298461.5619698,41571240.2627164,41570939.6821642,49005613.9297578,30993871.6305819,867617422.7777320
0.0100000,0.0100000,0.0100000,inf,nan,11334677.4705529,29758893.3597814,19054192.8025211,120377107.8980428,1823500.2760538,84715346.7341180,29759044.5499942,29758742.1695685,35080938.2177157,22187133.4447259,621310810.6214674
0.0125000,0.0125000,0.0125000,inf,nan,17883416.8765503,21734492.9879743,13913382.1819712,87960759.6579513,1329739.7335627,61900531.1630459,21734645.0747528,21734340.9011959,25621463.6910848,16204436.4502265,453981563.6630372
0.0150000,0.0150000,0.0150000,inf,nan,29510069.3041642,16215085.6524525,10377480.8577564,65662613.2170637,990186.6354472,46207020.0827744,16215238.6371218,16214932.6677832,19114972.1561028,12089369.8847969,338881736.3690348
0.0175000,0.0175000,0.0175000,inf,nan,50681485.1180663,12371508.6873606,7915265.9848698,50133361.3903778,753801.2095131,35277540.0370611,12371662.5749506,12371354.7997705,14584014.4885151,9223740.6425207,258722509.4882114
0.0200000,0.0200000,0.0200000,inf,nan,90615223.8770558,9661724.6354931,6179465.0150836,39183558.2746965,587216.1242040,27571136.3182036,9661879.4338303,9661569.8371560,11389615.9012550,7203425.5844874,202202140.9208825
0.0225000,0.0225000,0.0225000,inf,nan,169231293.4406306,7727816.5600352,4940763.6682582,31367536.2234616,468395.9824267,22070330.2475770,7727972.2789122,7727660.8411582,9109850.0210636,5761575.0418188,161858186.3035051
