# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,6244717485658326628923235893248.0000000,1362584125074554283065481856316824499519488.0000000,877861689084182102695471875071847725793280.0000000,5433054762003687298125486154397682340200448.0000000,87136186282519742499738581670088102903808.0000000,3826939566722512144109650508875602770001920.0000000,1362584125074554283065481856316824499519488.0000000,1362584125074554283065481856316824499519488.0000000,1606267038571484683729783167879208377516032.0000000,1015892474467885408955479014693147225620480.0000000,28072847300030078406436661574524074714988544.0000000
0.0025000,0.0025000,0.0025000,inf,nan,2304227248929956352.0000000,37934788494662809157632000.0000000,24439957056708026824654848.0000000,151258024722158944971128832.0000000,2425899976396724475265024.0000000,106543251439645183296143360.0000000,37934788494662809157632000.0000000,37934788494662809157632000.0000000,44719000649463505713364992.0000000,28282779347770742373613568.0000000,781557266940436460920111104.0000000
0.0050000,0.0050000,0.0050000,inf,nan,5436385243765408.0000000,11915505045297631854592.0000000,7676711619367632109568.0000000,47510895097805858144256.0000000,761987203678068539392.0000000,33465763233554522701824.0000000,11915505045297631854592.0000000,11915505045297631854592.0000000,14046459701082007273472.0000000,8883761143437409124352.0000000,245491010415687307886592.0000000
0.0075000,0.0075000,0.0075000,inf,nan,150739769684699.5625000,100001857792251740160.0000000,64427434735802966016.0000000,398739101475262038016.0000000,6395040383608591360.0000000,280864175141904613376.0000000,100001857792251740160.0000000,100001857792251740160.0000000,117886070306901639168.0000000,74557697315310796800.0000000,2060303530623907921920.0000000
0.0100000,0.0100000,0.0100000,inf,nan,11687537238453.2910156,3306257679448991232.0000000,2130097435535789824.0000000,13183097252129165312.0000000,211432585451920128.0000000,9285920848471631872.0000000,3306257679448990720.0000000,3306257679448991744.0000000,3897544844236447744.0000000,2465023798086673408.0000000,68117678231767605248.0000000
0.0125000,0.0125000,0.0125000,inf,nan,1599278918848.2026367,233133284597099456.0000000,150199004301978080.0000000,929576295633538688.0000000,14908690614893624.0000000,654775713053411840.0000000,233133284597098944.0000000,233133284597099968.0000000,274826562082349632.0000000,173815579538778528.0000000,4803164065594049536.0000000
0.0150000,0.0150000,0.0150000,inf,nan,313982233069.4707031,26601190622547128.0000000,17138146303369706.0000000,106067378303667952.0000000,1701125240964910.7500000,74711826860388160.0000000,26601190622546704.0000000,26601190622547552.0000000,31358515703693836.0000000,19832866733166064.0000000,548055089533253184.0000000
0.0175000,0.0175000,0.0175000,inf,nan,79149360660.3097534,4235289177405624.0000000,2728637465006872.5000000,16887440416696686.0000000,270843406025669.0000000,11895189118372994.0000000,4235289177405271.0000000,4235289177405977.0000000,4992723222951803.0000000,3157675422268871.0000000,87258192054294480.0000000
0.0200000,0.0200000,0.0200000,inf,nan,23980546154.3151550,860975648872279.1250000,554694213198780.2500000,3432982851929005.5000000,55058710525903.2890625,2418127273009776.0000000,860975648871978.5000000,860975648872579.7500000,1014951503064494.6250000,641911692859034.0000000,17738382456596670.0000000
0.0225000,0.0225000,0.0225000,inf,nan,8386600889.6279449,211000022204093.0000000,135939373129882.5468750,841323994344263.8750000,13493282452024.4902344,592612483643376.6250000,211000022203833.1250000,211000022204352.8750000,248735013543286.1250000,157313835325922.6875000,4347160299795054.0000000
