# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,28516140.1707730,5300211096.5884371,3395670792.8253932,21410239141.0952377,326247762.2920870,15068694194.5944328,273958612620.8250122,2827065584574.6694336,19932809905515.0117188
0.0025000,0.0025000,0.0025000,inf,nan,16478283.5194164,3109094087.9426818,1991876457.3496881,12559463268.1406441,191363417.7767880,8839437761.2492218,160713759844.9201050,1658502896233.5007324,11693832588066.3691406
0.0050000,0.0050000,0.0050000,inf,nan,9880278.0430760,1865225168.4809468,1194960521.1094263,7534993360.9425135,114791648.4900272,5303170067.9046669,96426278098.2715759,995128714073.5330811,7016739806884.8886719
0.0075000,0.0075000,0.0075000,inf,nan,6127439.4969041,1143077982.4338715,732295217.4121703,4618014198.1367512,70334707.4592352,3250171101.7231154,59105490373.4370346,610031859366.2930908,4301677627814.4252930
0.0100000,0.0100000,0.0100000,inf,nan,3927137.7553414,715166966.3294390,458137938.8703979,2889596231.7199636,43989692.2305212,2033691112.5169654,36992989957.2359467,381873209587.8410645,2693136355626.9321289
0.0125000,0.0125000,0.0125000,inf,nan,2607873.1372934,456866741.1104435,292644468.5187563,1846326150.5979886,28084783.5518925,1299423375.2768285,23647558734.0634613,244185780349.4440308,1722486629324.4687500
0.0150000,0.0150000,0.0150000,inf,nan,1808798.8111792,298364966.0981052,191087855.6782739,1206203371.3109818,18322402.3529425,848893380.6545687,15460984554.6676388,159736486929.2907410,1127214867339.7958984
0.0175000,0.0175000,0.0175000,inf,nan,1331594.9944156,199168067.4836655,127553823.9805997,805228177.2507154,12228246.3931327,566695808.6668912,10322633956.9155731,106658093494.6328278,752700395450.1696777
0.0200000,0.0200000,0.0200000,inf,nan,1066030.0739837,134877708.0962725,86361922.4388752,545575211.1995366,8269089.4954180,383947809.9926025,7001630856.9543543,72398096793.6147156,511196740657.3823853
0.0225000,0.0225000,0.0225000,inf,nan,820216.3946940,93413846.8567765,59794472.9989524,378125899.1395587,5715136.7577927,266093654.5185269,4860311152.8427372,50310701366.2242203,355513791354.1439209
0.0250000,0.0250000,0.0250000,inf,nan,686602.7596197,66323594.9641702,42436033.8704308,268734074.4349338,4046110.5044681,189101032.5088013,3461732619.2144575,35886828730.9449539,253858682241.8855286
0.0275000,0.0275000,0.0275000,inf,nan,641283.5967400,48402561.4416856,30952382.4016872,196375704.9574287,2941700.6031287,138173103.4771633,2536854602.0093575,26349995401.5312195,186654395043.2048645
0.0300000,0.0300000,0.0300000,inf,nan,677278.6514427,35846620.0894731,22930187.0957642,145329573.4045578,2182946.4358028,102260944.7947363,1874405526.2247274,19447686078.4623108,137652041438.2060547
0.0325000,0.0325000,0.0325000,inf,nan,802984.8679305,26630660.1826555,17026603.4967772,108090414.6345190,1616259.2399004,76052202.7662216,1397609918.1789107,14525476619.0315170,102936971666.9588318
0.0350000,0.0350000,0.0350000,inf,nan,1044709.7483521,20209114.8207787,12913570.3465478,82135351.1329681,1221732.0221736,57785475.2508197,1065085145.6950176,11091191373.1811905,78708472462.3028870
0.0375000,0.0375000,0.0375000,inf,nan,1454273.8002217,15663926.5645198,10002891.1324769,63756306.6377483,942839.4766587,44850969.8734368,824931536.4430106,8561577467.9194889,60612254140.9867706
