# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,32354114.4893159,39807796914.8961563,25503780841.1881599,160800578785.9242554,2450509325.3375592,113172843378.0121155,39807796661.9073029,39807797167.8850098,46926975653.0054321,29679225353.3529129,830037119839.3992920,39807796914.8961563,25503780841.1881599,160800578785.9242554,2450509325.3375592,113172843378.0121155,39807796661.9073029,39807797167.8850098,46926975653.0054321,29679225353.3529129,830037119839.3992920
0.0025000,0.0025000,0.0025000,inf,nan,20484609.9411731,20949037291.2447433,13421474071.8010368,84622137952.0211334,1289582251.5332935,59557792077.1807709,20949037044.6361771,20949037537.8533096,24695538037.9836273,15618829648.6708126,436811306750.8577271,20949037291.2447433,13421474071.8010368,84622137952.0211334,1289582251.5332935,59557792077.1807709,20949037044.6361771,20949037537.8533096,24695538037.9836273,15618829648.6708126,436811306750.8577271
0.0050000,0.0050000,0.0050000,inf,nan,14105124.5735973,11394775375.9533215,7300314044.4715834,46028444968.8760605,701433397.0889274,32395214983.5809860,11394775134.9569283,11394775616.9497147,13432603361.1453915,8495524305.3705530,237594367913.9629517,11394775375.9533215,7300314044.4715834,46028444968.8760605,701433397.0889274,32395214983.5809860,11394775134.9569283,11394775616.9497147,13432603361.1453915,8495524305.3705530,237594367913.9629517
0.0075000,0.0075000,0.0075000,inf,nan,11013457.2929325,6389612932.5536051,4093641684.6575913,25810469025.5664253,393323149.1535054,18165628006.2253304,6389612696.4989252,6389613168.6082850,7532323659.0837059,4763859767.2556295,133231121150.3095703,6389612932.5536051,4093641684.6575913,25810469025.5664253,393323149.1535054,18165628006.2253304,6389612696.4989252,6389613168.6082850,7532323659.0837059,4763859767.2556295,133231121150.3095703
0.0100000,0.0100000,0.0100000,inf,nan,10205400.8270516,3688837609.9140639,2363328777.5754905,14900881596.4486294,227068503.5252656,10487365998.5014744,3688837378.2093992,3688837841.6187286,4348544911.4002962,2750261285.5120082,76916883353.1717834,3688837609.9140639,2363328777.5754905,14900881596.4486294,227068503.5252656,10487365998.5014744,3688837378.2093992,3688837841.6187286,4348544911.4002962,2750261285.5120082,76916883353.1717834
0.0125000,0.0125000,0.0125000,inf,nan,11408525.6424239,2194478645.1996961,1405934422.0539825,8864520055.2488079,135079238.0753733,6238922742.9269972,2194478417.3171244,2194478873.0822678,2586936578.6427402,1636122350.1828716,45757769382.1110916,2194478645.1996961,1405934422.0539825,8864520055.2488079,135079238.0753733,6238922742.9269972,2194478417.3171244,2194478873.0822678,2586936578.6427402,1636122350.1828716,45757769382.1110916
0.0150000,0.0150000,0.0150000,inf,nan,14956542.3691377,1352428839.4965167,866456823.6022862,5463113187.4895134,83245026.5431857,3844983423.3057308,1352428614.9598007,1352429064.0332327,1594295593.8796639,1008321068.0461084,28200037609.5043869,1352428839.4965167,866456823.6022862,5463113187.4895134,83245026.5431857,3844983423.3057308,1352428614.9598007,1352429064.0332327,1594295593.8796639,1008321068.0461084,28200037609.5043869
0.0175000,0.0175000,0.0175000,inf,nan,21927019.2534464,875866393.5384207,561136900.1843711,3538067086.0296655,53909432.6553720,2490119551.3248262,875866171.9130900,875866615.1637514,1032505290.6779373,653013682.9433000,18263137397.8288383,875866393.5384207,561136900.1843711,3538067086.0296655,53909432.6553720,2490119551.3248262,875866171.9130900,875866615.1637514,1032505290.6779373,653013682.9433000,18263137397.8288383
0.0200000,0.0200000,0.0200000,inf,nan,34623732.8021488,614263498.3678970,393535520.6299023,2481336351.1380491,37806156.6795276,1746383484.8427129,614263279.2529565,614263717.4828376,724117646.9540740,457972211.6593123,12808396786.9476070,614263498.3678970,393535520.6299023,2481336351.1380491,37806156.6795276,1746383484.8427129,614263279.2529565,614263717.4828376,724117646.9540740,457972211.6593123,12808396786.9476070
0.0225000,0.0225000,0.0225000,inf,nan,57710076.0027748,489954304.3200052,313894269.5367466,1979195683.3130858,30154201.9371222,1392972633.2602394,489954087.3408567,489954521.2991537,577577145.4789157,365291860.8343593,10216395949.8651543,489954304.3200052,313894269.5367466,1979195683.3130858,30154201.9371222,1392972633.2602394,489954087.3408567,489954521.2991537,577577145.4789157,365291860.8343593,10216395949.8651543
0.0250000,0.0250000,0.0250000,inf,nan,100794567.1268205,407917658.5166174,261336063.6016872,1647809979.8461566,25104665.8711213,1159740672.8600221,407917443.9481800,407917873.0850548,480869164.1630936,304128363.0593583,8505816396.4848785,407917658.5166174,261336063.6016872,1647809979.8461566,25104665.8711213,1159740672.8600221,407917443.9481800,407917873.0850548,480869164.1630936,304128363.0593583,8505816396.4848785
0.0275000,0.0275000,0.0275000,inf,nan,184559150.2774127,349856796.8068814,224138482.1307916,1413272810.8839295,21531032.6866684,994671544.7101378,349856584.4482797,349857009.1654830,412424767.4618599,260840325.7289557,7295159597.9018326,349856796.8068814,224138482.1307916,1413272810.8839295,21531032.6866684,994671544.7101378,349856584.4482797,349857009.1654830,412424767.4618599,260840325.7289557,7295159597.9018326
0.0300000,0.0300000,0.0300000,inf,nan,356223371.6755002,295787717.7446342,189498340.4216803,1194859971.0980413,18203141.6980330,840950864.8552043,295787506.5249965,295787928.9642718,348686039.0374030,220528414.3321158,6167735086.8558531,295787717.7446342,189498340.4216803,1194859971.0980413,18203141.6980330,840950864.8552043,295787506.5249965,295787928.9642718,348686039.0374030,220528414.3321158,6167735086.8558531
0.0325000,0.0325000,0.0325000,inf,nan,351130476.6647122,235396861.0160119,150807877.1777417,950912210.4204104,14485943.4277144,669258436.7428726,235396651.9024991,235397070.1295246,277494953.7978246,175503218.6408635,4908501324.2077503,235396861.0160119,150807877.1777417,950912210.4204104,14485943.4277144,669258436.7428726,235396651.9024991,235397070.1295246,277494953.7978246,175503218.6408635,4908501324.2077503
0.0350000,0.0350000,0.0350000,inf,nan,182711794.6314226,195002977.7945846,124928921.5094317,787740858.6679927,11999713.1709034,554417141.6520407,195002770.9490040,195003184.6401652,229877076.8649532,145387028.9509703,4066227569.8104391,195002977.7945846,124928921.5094317,787740858.6679927,11999713.1709034,554417141.6520407,195002770.9490040,195003184.6401652,229877076.8649532,145387028.9509703,4066227569.8104391
0.0375000,0.0375000,0.0375000,inf,nan,99624032.2452230,160186375.2914396,102623236.8385603,647097903.9480495,9856877.3215720,455431549.9260139,160186171.2501629,160186579.3327163,188833914.8563048,119429054.0864462,3340243430.4177589,160186375.2914396,102623236.8385603,647097903.9480495,9856877.3215720,455431549.9260139,160186171.2501629,160186579.3327163,188833914.8563048,119429054.0864462,3340243430.4177589
0.0400000,0.0400000,0.0400000,inf,nan,56650197.0473002,132668648.1422886,84993626.9094115,535939447.3611617,8163215.3524955,377197359.6860334,132668446.2846589,132668849.9999183,156394950.3309649,98912851.5189507,2766455036.2188735,132668648.1422886,84993626.9094115,535939447.3611617,8163215.3524955,377197359.6860334,132668446.2846589,132668849.9999183,156394950.3309649,98912851.5189507,2766455036.2188735
0.0425000,0.0425000,0.0425000,inf,nan,33529076.2472679,110250389.4708641,70631224.6565521,445378694.9865835,6783599.6886730,313460056.5545547,110250191.0157973,110250587.9259310,129967437.1202791,82198624.5909594,2298990404.2273893,110250389.4708641,70631224.6565521,445378694.9865835,6783599.6886730,313460056.5545547,110250191.0157973,110250587.9259310,129967437.1202791,82198624.5909594,2298990404.2273893
0.0450000,0.0450000,0.0450000,inf,nan,20704245.8123258,86732201.6065176,55564019.6959146,350375993.8952215,5336152.0515665,246596430.5417408,86732005.6375736,86732397.5754615,102243284.6967619,64664331.0197611,1808596494.3580654,86732201.6065176,55564019.6959146,350375993.8952215,5336152.0515665,246596430.5417408,86732005.6375736,86732397.5754615,102243284.6967619,64664331.0197611,1808596494.3580654
0.0475000,0.0475000,0.0475000,inf,nan,13473552.3534686,69847902.2116981,44746933.1151920,282170754.2783166,4297036.7207926,198593077.5333230,69847708.6650547,69848095.7583416,82339417.4138615,52076020.0478267,1456528385.4319298,69847902.2116981,44746933.1151920,282170754.2783166,4297036.7207926,198593077.5333230,69847708.6650547,69848095.7583416,82339417.4138615,52076020.0478267,1456528385.4319298
0.0500000,0.0500000,0.0500000,inf,nan,9454195.5208860,57500099.3534406,36836228.6832872,232290654.4821440,3537148.4492656,163487106.2878340,57499908.1701303,57500290.5367509,67783348.2765430,42869953.5972650,1199052788.7485058,57500099.3534406,36836228.6832872,232290654.4821440,3537148.4492656,163487106.2878340,57499908.1701303,57500290.5367509,67783348.2765430,42869953.5972650,1199052788.7485058
0.0525000,0.0525000,0.0525000,inf,nan,7437357.5912707,45987941.3999506,29460988.6114542,185784974.9936406,2828818.7507383,130756110.8366543,45987745.4211760,45988137.3787253,54212369.7782373,34286913.1709014,958995907.9315528,45987941.3999506,29460988.6114542,185784974.9936406,2828818.7507383,130756110.8366543,45987745.4211760,45988137.3787253,54212369.7782373,34286913.1709014,958995907.9315528
0.0550000,0.0550000,0.0550000,inf,nan,6862208.3240517,35370700.2738824,22659000.7854766,142895416.6661876,2175454.1477549,100570140.0781616,35370505.9890858,35370894.5586790,41696353.9612793,26371089.7284454,737604785.7719802,35370700.2738824,22659000.7854766,142895416.6661876,2175454.1477549,100570140.0781616,35370505.9890858,35370894.5586790,41696353.9612793,26371089.7284454,737604785.7719802
0.0575000,0.0575000,0.0575000,inf,nan,5509660.3029017,27516877.2073974,17627436.0304951,111168733.8140165,1692173.7265153,78240688.8768558,27516684.5217876,27517069.8930071,32437962.5810208,20515568.8822680,573835270.9981965,27516877.2073974,17627436.0304951,111168733.8140165,1692173.7265153,78240688.8768558,27516684.5217876,27517069.8930071,32437962.5810208,20515568.8822680,573835270.9981965
