# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,5628322958.7840509
0.0050000,0.0050000,0.0050000,1967159744.7773790
0.0100000,0.0100000,0.0100000,746767424.7936972
0.0150000,0.0150000,0.0150000,304438519.8635394
0.0200000,0.0200000,0.0200000,132136344.2272739
0.0250000,0.0250000,0.0250000,60683952.8432120
0.0300000,0.0300000,0.0300000,29384892.1442923
0.0350000,0.0350000,0.0350000,14995772.8226420
0.0400000,0.0400000,0.0400000,8088862.8530656
0.0450000,0.0450000,0.0450000,4639755.3128951
0.0500000,0.0500000,0.0500000,2850371.1064243
0.0550000,0.0550000,0.0550000,1883964.3844782
0.0600000,0.0600000,0.0600000,1336946.8121717
0.0650000,0.0650000,0.0650000,1008656.4118602
0.0700000,0.0700000,0.0700000,759898.0098606
0.0750000,0.0750000,0.0750000,589571.5631641
0.0800000,0.0800000,0.0800000,439294.6012728
0.0850000,0.0850000,0.0850000,317257.9454606
0.0900000,0.0900000,0.0900000,233925.0586977
0.0950000,0.0950000,0.0950000,175228.6623071
0.1000000,0.1000000,0.1000000,132782.0320306
0.1050000,0.1050000,0.1050000,101433.2625634
0.1100000,0.1100000,0.1100000,77909.1770476
0.1150000,0.1150000,0.1150000,60053.8436166
0.1200000,0.1200000,0.1200000,43444.1163961
0.1250000,0.1250000,0.1250000,31515.6795541
0.1300000,0.1300000,0.1300000,23088.9892655
0.1350000,0.1350000,0.1350000,17065.4694060
0.1400000,0.1400000,0.1400000,12713.6216352
0.1450000,0.1450000,0.1450000,9539.1391082
0.1500000,0.1500000,0.1500000,7203.3321374
0.1550000,0.1550000,0.1550000,5471.1231264
0.1600000,0.1600000,0.1600000,4177.3967884
0.1650000,0.1650000,0.1650000,3204.9083486
0.1700000,0.1700000,0.1700000,2469.5744787
0.1750000,0.1750000,0.1750000,1910.5473902
0.1800000,0.1800000,0.1800000,1495.8269603
0.1850000,0.1850000,0.1850000,1167.9866772
0.1900000,0.1900000,0.1900000,915.2678053
0.1950000,0.1950000,0.1950000,719.6795776
0.2000000,0.2000000,0.2000000,567.7423664
0.2050000,0.2050000,0.2050000,449.2989934
0.2100000,0.2100000,0.2100000,356.6548242
0.2150000,0.2150000,0.2150000,283.9538723
0.2200000,0.2200000,0.2200000,226.7238249
0.2250000,0.2250000,0.2250000,181.5399549
0.2300000,0.2300000,0.2300000,145.7724433
0.2350000,0.2350000,0.2350000,117.3944100
0.2400000,0.2400000,0.2400000,94.8364484
0.2450000,0.2450000,0.2450000,76.8773279
0.2500000,0.2500000,0.2500000,62.5621576
0.2550000,0.2550000,0.2550000,51.1403082
0.2600000,0.2600000,0.2600000,42.0134136
0.2650000,0.2650000,0.2650000,34.6774494
0.2700000,0.2700000,0.2700000,28.6633004
0.2750000,0.2750000,0.2750000,23.5559963
0.2800000,0.2800000,0.2800000,19.1213221
0.2850000,0.2850000,0.2850000,15.3188559
0.2900000,0.2900000,0.2900000,12.1505959
0.2950000,0.2950000,0.2950000,9.5741346
0.3000000,0.3000000,0.3000000,7.5121016
0.3050000,0.3050000,0.3050000,5.8781502
0.3100000,0.3100000,0.3100000,4.5912404
0.3150000,0.3150000,0.3150000,3.5804494
0.3200000,0.3200000,0.3200000,2.7855770
0.3250000,0.3250000,0.3250000,2.1564392
0.3300000,0.3300000,0.3300000,1.6519600
0.3350000,0.3350000,0.3350000,1.2395469
0.3400000,0.3400000,0.3400000,0.8949137
0.3450000,0.3450000,0.3450000,0.6016905
0.3500000,0.3500000,0.3500000,0.3498132
0.3550000,0.3550000,0.3550000,0.1328806
0.3600000,0.3600000,0.3600000,-0.0541430
0.3650000,0.3650000,0.3650000,-0.2159443
0.3700000,0.3700000,0.3700000,-0.3567198
0.3750000,0.3750000,0.3750000,-0.4794848
0.3800000,0.3800000,0.3800000,-0.5856185
0.3850000,0.3850000,0.3850000,-0.6751923
0.3900000,0.3900000,0.3900000,-0.7479101
0.3950000,0.3950000,0.3950000,-0.8041092
0.4000000,0.4000000,0.4000000,-0.8453962
0.4050000,0.4050000,0.4050000,-0.8746538
0.4100000,0.4100000,0.4100000,-0.8953532
0.4150000,0.4150000,0.4150000,-0.9105493
0.4200000,0.4200000,0.4200000,-0.9222667
0.4250000,0.4250000,0.4250000,-0.9315814
0.4300000,0.4300000,0.4300000,-0.9390063
0.4350000,0.4350000,0.4350000,-0.9447564
0.4400000,0.4400000,0.4400000,-0.9487720
0.4450000,0.4450000,0.4450000,-0.9505977
0.4500000,0.4500000,0.4500000,-0.9493836
0.4550000,0.4550000,0.4550000,-0.9441481
0.4600000,0.4600000,0.4600000,-0.9341416
0.4650000,0.4650000,0.4650000,-0.9190816
0.4700000,0.4700000,0.4700000,-0.8991797
0.4750000,0.4750000,0.4750000,-0.8750243
0.4800000,0.4800000,0.4800000,-0.8474158
0.4850000,0.4850000,0.4850000,-0.8172207
0.4900000,0.4900000,0.4900000,-0.7852695
0.4950000,0.4950000,0.4950000,-0.7522990
0.5000000,0.5000000,0.5000000,-0.7189281
0.5050000,0.5050000,0.5050000,-0.6856548
0.5100000,0.5100000,0.5100000,-0.6528656
0.5150000,0.5150000,0.5150000,-0.6208499
0.5200000,0.5200000,0.5200000,-0.5898165
0.5250000,0.5250000,0.5250000,-0.5599084
0.5300000,0.5300000,0.5300000,-0.5312171
0.5350000,0.5350000,0.5350000,-0.5037937
0.5400000,0.5400000,0.5400000,-0.4776587
0.5450000,0.5450000,0.5450000,-0.4528093
0.5500000,0.5500000,0.5500000,-0.4292258
0.5550000,0.5550000,0.5550000,-0.4068765
0.5600000,0.5600000,0.5600000,-0.3857209
0.5650000,0.5650000,0.5650000,-0.3657129
0.5700000,0.5700000,0.5700000,-0.3468031
0.5750000,0.5750000,0.5750000,-0.3289401
0.5800000,0.5800000,0.5800000,-0.3120719
0.5850000,0.5850000,0.5850000,-0.2961469
0.5900000,0.5900000,0.5900000,-0.2811144
0.5950000,0.5950000,0.5950000,-0.2669251
0.6000000,0.6000000,0.6000000,-0.2535316
0.6050000,0.6050000,0.6050000,-0.2408881
0.6100000,0.6100000,0.6100000,-0.2289513
0.6150000,0.6150000,0.6150000,-0.2176798
0.6200000,0.6200000,0.6200000,-0.2070344
0.6250000,0.6250000,0.6250000,-0.1969780
0.6300000,0.6300000,0.6300000,-0.1874757
0.6350000,0.6350000,0.6350000,-0.1784945
0.6400000,0.6400000,0.6400000,-0.1700034
0.6450000,0.6450000,0.6450000,-0.1619732
0.6500000,0.6500000,0.6500000,-0.1543764
0.6550000,0.6550000,0.6550000,-0.1471875
0.6600000,0.6600000,0.6600000,-0.1403822
0.6650000,0.6650000,0.6650000,-0.1339380
0.6700000,0.6700000,0.6700000,-0.1278335
0.6750000,0.6750000,0.6750000,-0.1220490
0.6800000,0.6800000,0.6800000,-0.1165656
0.6850000,0.6850000,0.6850000,-0.1113660
0.6900000,0.6900000,0.6900000,-0.1064337
0.6950000,0.6950000,0.6950000,-0.1017534
0.7000000,0.7000000,0.7000000,-0.0973106
0.7050000,0.7050000,0.7050000,-0.0930918
0.7100000,0.7100000,0.7100000,-0.0890843
