# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3956217.5217249,5870217225.9992952,3760884325.0423441,23712351209.8617363,361353021.2814422,16688957826.3658295,5870217657.4549570,5870216794.5436335,6920039846.2452984,4376617482.6513090,122400867420.8197021,5870217225.9992952,3760884325.0423441,23712351209.8617363,361353021.2814422,16688957826.3658295,5870217657.4549570,5870216794.5436335,6920039846.2452984,4376617482.6513090,122400867420.8197021
0.0025000,0.0025000,0.0025000,inf,nan,2752656.0532429,3403192618.8725328,2180330030.5636611,13746969588.5168495,209488418.6846831,9675236545.7658653,3403193016.7588558,3403192220.9862099,4011815512.1656222,2537294914.1676626,70960533599.4609680,3403192618.8725328,2180330030.5636611,13746969588.5168495,209488418.6846831,9675236545.7658653,3403193016.7588558,3403192220.9862099,4011815512.1656222,2537294914.1676626,70960533599.4609680
0.0050000,0.0050000,0.0050000,inf,nan,2025492.9143498,2019945067.6285868,1294122719.7848771,8159419908.8889351,124339768.8537562,5742671540.7151384,2019945435.0035858,2019944700.2535877,2381189625.0290742,1505996551.1708322,42118148452.0433578,2019945067.6285868,1294122719.7848771,8159419908.8889351,124339768.8537562,5742671540.7151384,2019945435.0035858,2019944700.2535877,2381189625.0290742,1505996551.1708322,42118148452.0433578
0.0075000,0.0075000,0.0075000,inf,nan,1613665.0670812,1225350196.2652724,785049371.5828404,4949686742.3536377,75427710.6587995,3483634518.7568936,1225350535.8108754,1225349856.7196693,1444490358.2450831,913575918.0414091,25549824097.9341278,1225350196.2652724,785049371.5828404,4949686742.3536377,75427710.6587995,3483634518.7568936,1225350535.8108754,1225349856.7196693,1444490358.2450831,913575918.0414091,25549824097.9341278
0.0100000,0.0100000,0.0100000,inf,nan,1242565.5795422,758656193.9263500,486053295.0966646,3064483238.3569703,46700685.6123728,2156813039.7188864,758656508.0063039,758655879.8463961,894333359.3038270,565626080.5739665,15818595043.5537338,758656193.9263500,486053295.0966646,3064483238.3569703,46700685.6123728,2156813039.7188864,758656508.0063039,758655879.8463961,894333359.3038270,565626080.5739665,15818595043.5537338
0.0125000,0.0125000,0.0125000,inf,nan,939266.4264206,478923124.1211846,306838100.5525378,1934492812.1191342,29482651.7285872,1361517164.9706788,478923414.8283915,478922833.4139777,564573162.2210463,357067419.6844465,9985703992.4072113,478923124.1211846,306838100.5525378,1934492812.1191342,29482651.7285872,1361517164.9706788,478923414.8283915,478922833.4139777,564573162.2210463,357067419.6844465,9985703992.4072113
0.0150000,0.0150000,0.0150000,inf,nan,758802.5693415,308122073.5669050,197412821.0834181,1244522876.5943780,18970306.9739442,875911643.7596323,308122342.7624289,308121804.3713810,363226256.2869191,229724455.1685437,6424157386.8345671,308122073.5669050,197412821.0834181,1244522876.5943780,18970306.9739442,875911643.7596323,308122342.7624289,308121804.3713810,363226256.2869191,229724455.1685437,6424157386.8345671
0.0175000,0.0175000,0.0175000,inf,nan,669646.7085196,202085398.0466181,129480502.2339358,816160742.7782007,12444809.8506998,574428110.5118896,202085647.3920695,202085148.7011668,238226108.6750296,150667420.3063782,4213006394.1201286,202085398.0466181,129480502.2339358,816160742.7782007,12444809.8506998,574428110.5118896,202085647.3920695,202085148.7011668,238226108.6750296,150667420.3063782,4213006394.1201286
0.0200000,0.0200000,0.0200000,inf,nan,583314.3766404,135293828.2518184,86691703.8066449,546322366.5868872,8335287.7556993,384515156.4078920,135294059.2364306,135293597.2672062,159489614.5081366,100870088.9975894,2820141422.4712873,135293828.2518184,86691703.8066449,546322366.5868872,8335287.7556993,384515156.4078920,135294059.2364306,135293597.2672062,159489614.5081366,100870088.9975894,2820141422.4712873
0.0225000,0.0225000,0.0225000,inf,nan,455796.2312043,92719472.5598862,59418528.5578033,374302814.3920873,5716700.8022886,263448159.4900434,92719686.5233048,92719258.5964677,109301312.0188301,69128219.4448480,1932209780.4456089,92719472.5598862,59418528.5578033,374302814.3920873,5716700.8022886,263448159.4900434,92719686.5233048,92719258.5964677,109301312.0188301,69128219.4448480,1932209780.4456089
0.0250000,0.0250000,0.0250000,inf,nan,381800.9795405,65354982.1065567,41890277.1337533,263716687.1067023,4034622.3130744,185618797.3623632,65355180.2581380,65354783.9549754,77042988.8565210,48726264.5067155,1361393874.5092020,65354982.1065567,41890277.1337533,263716687.1067023,4034622.3130744,185618797.3623632,65355180.2581380,65354783.9549754,77042988.8565210,48726264.5067155,1361393874.5092020
0.0275000,0.0275000,0.0275000,inf,nan,349257.7287213,46818848.9150321,30005075.3633918,188981615.1758167,2887358.2746081,133013411.0979323,46819030.1649479,46818667.6651163,55191875.7984646,34906407.1720545,975562990.8000175,46818848.9150321,30005075.3633918,188981615.1758167,2887358.2746081,133013411.0979323,46819030.1649479,46818667.6651163,55191875.7984646,34906407.1720545,975562990.8000175
0.0300000,0.0300000,0.0300000,inf,nan,352854.5053194,33717910.5510567,21612617.2150208,136047810.5122359,2081635.4095743,95758696.7324222,33718077.9745424,33717743.1275710,39747981.3033200,25138830.6624559,702328823.5496336,33717910.5510567,21612617.2150208,136047810.5122359,2081635.4095743,95758696.7324222,33718077.9745424,33717743.1275710,39747981.3033200,25138830.6624559,702328823.5496336
0.0325000,0.0325000,0.0325000,inf,nan,375946.3893186,24755960.1003896,15865572.2737271,99925262.3806443,1526506.7009710,70331859.6773072,24756118.7294395,24755801.4713396,29183286.3642609,18457130.9039997,515836500.4212089,24755960.1003896,15865572.2737271,99925262.3806443,1526506.7009710,70331859.6773072,24756118.7294395,24755801.4713396,29183286.3642609,18457130.9039997,515836500.4212089
0.0350000,0.0350000,0.0350000,inf,nan,393589.3983743,18090399.5052884,11595244.2188059,72998777.3886510,1116348.2495448,51380800.3704954,18090546.3245418,18090252.6860351,21325664.8930537,13487534.7359082,376844915.2681837,18090399.5052884,11595244.2188059,72998777.3886510,1116348.2495448,51380800.3704954,18090546.3245418,18090252.6860351,21325664.8930537,13487534.7359082,376844915.2681837
0.0375000,0.0375000,0.0375000,inf,nan,452353.5821494,13447492.1441921,8620713.6174936,54243475.2096653,830647.3733017,38180657.5589384,13447627.9748369,13447356.3135473,15852425.5384840,10025954.2279661,280031891.7650915,13447492.1441921,8620713.6174936,54243475.2096653,830647.3733017,38180657.5589384,13447627.9748369,13447356.3135473,15852425.5384840,10025954.2279661,280031891.7650915
0.0400000,0.0400000,0.0400000,inf,nan,560937.3142134,10176292.2953562,6524942.9241809,41029841.6164688,629339.0001738,28880758.7719668,10176417.8974319,10176166.6932806,11996208.2253126,7587068.2555268,211824152.8285715,10176292.2953562,6524942.9241809,41029841.6164688,629339.0001738,28880758.7719668,10176417.8974319,10176166.6932806,11996208.2253126,7587068.2555268,211824152.8285715
0.0425000,0.0425000,0.0425000,inf,nan,736304.1579274,7844040.0677642,5030680.3277885,31609704.6711777,485788.7724318,22250728.1141676,7844156.1456719,7843923.9898564,9246858.8017597,5848227.0031072,163197827.4490211,7844040.0677642,5030680.3277885,31609704.6711777,485788.7724318,22250728.1141676,7844156.1456719,7843923.9898564,9246858.8017597,5848227.0031072,163197827.4490211
0.0450000,0.0450000,0.0450000,inf,nan,1007466.0703125,6160245.4059712,3951822.5255012,24809577.0207506,382119.9305738,17464657.9263204,6160352.6133387,6160138.1986036,7261936.3186706,4592851.7980195,128095513.2639447,6160245.4059712,3951822.5255012,24809577.0207506,382119.9305738,17464657.9263204,6160352.6133387,6160138.1986036,7261936.3186706,4592851.7980195,128095513.2639447
0.0475000,0.0475000,0.0475000,inf,nan,1422357.3555310,4928177.8981181,3162335.5890035,19834702.6758284,306227.1958499,13963195.1908273,4928276.8421087,4928078.9541274,5809527.3328760,3674267.7001783,102414784.7367801,4928177.8981181,3162335.5890035,19834702.6758284,306227.1958499,13963195.1908273,4928276.8421087,4928078.9541274,5809527.3328760,3674267.7001783,102414784.7367801
0.0500000,0.0500000,0.0500000,inf,nan,1611663.9701824,3889449.5977692,2493352.3777269,15690114.0389537,240006.2669484,11043945.7792840,3889551.0389282,3889348.1566102,4585034.1069694,2899830.1855159,81000570.0394421,3889449.5977692,2493352.3777269,15690114.0389537,240006.2669484,11043945.7792840,3889551.0389282,3889348.1566102,4585034.1069694,2899830.1855159,81000570.0394421
0.0525000,0.0525000,0.0525000,inf,nan,1771856.9717851,3017376.4330122,1934532.6001702,12168990.7180442,186288.0047211,8565666.0154638,3017470.5772450,3017282.2887794,3557000.4215664,2249644.5940658,62824145.3004409,3017376.4330122,1934532.6001702,12168990.7180442,186288.0047211,8565666.0154638,3017470.5772450,3017282.2887794,3557000.4215664,2249644.5940658,62824145.3004409
0.0550000,0.0550000,0.0550000,inf,nan,2179954.0079605,2365779.3498786,1516966.6958820,9538437.8594187,146138.2945053,6714179.9294473,2365866.6857458,2365692.0140114,2788872.4962469,1763837.8383879,49244780.4650311,2365779.3498786,1516966.6958820,9538437.8594187,146138.2945053,6714179.9294473,2365866.6857458,2365692.0140114,2788872.4962469,1763837.8383879,49244780.4650311
0.0575000,0.0575000,0.0575000,inf,nan,2270021.3418886,1874648.9079757,1202210.2741024,7556025.8024763,115864.9931193,5318864.4122413,1874729.8918599,1874567.9240915,2209908.8741480,1397669.0927452,39011085.9405230,1874648.9079757,1202210.2741024,7556025.8024763,115864.9931193,5318864.4122413,1874729.8918599,1874567.9240915,2209908.8741480,1397669.0927452,39011085.9405230
0.0600000,0.0600000,0.0600000,inf,nan,1623099.7444839,1501335.0363875,962940.2005463,6049452.1789724,92844.1919815,4258452.3360121,1501410.0947875,1501259.9779875,1769831.9967362,1119340.0371060,31233660.5219551,1501335.0363875,962940.2005463,6049452.1789724,92844.1919815,4258452.3360121,1501410.0947875,1501259.9779875,1769831.9967362,1119340.0371060,31233660.5219551
