# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,58657866705.4358063,58657866705.4358063
0.0050000,0.0050000,0.0050000,15858567632.3681870,15858567632.3681870
0.0100000,0.0100000,0.0100000,4867921458.5751028,4867921458.5751028
0.0150000,0.0150000,0.0150000,1659285930.1157048,1659285930.1157048
0.0200000,0.0200000,0.0200000,617545229.1549460,617545229.1549460
0.0250000,0.0250000,0.0250000,247688319.8047810,247688319.8047810
0.0300000,0.0300000,0.0300000,105964724.4214132,105964724.4214132
0.0350000,0.0350000,0.0350000,47960606.0627891,47960606.0627891
0.0400000,0.0400000,0.0400000,22816295.7174260,22816295.7174260
0.0450000,0.0450000,0.0450000,11350037.8804015,11350037.8804015
0.0500000,0.0500000,0.0500000,5880099.2941460,5880099.2941460
0.0550000,0.0550000,0.0550000,3162771.5161774,3162771.5161774
0.0600000,0.0600000,0.0600000,1762242.9727877,1762242.9727877
0.0650000,0.0650000,0.0650000,1015551.4268234,1015551.4268234
0.0700000,0.0700000,0.0700000,604713.4698859,604713.4698859
0.0750000,0.0750000,0.0750000,371856.8450355,371856.8450355
0.0800000,0.0800000,0.0800000,236092.2556307,236092.2556307
0.0850000,0.0850000,0.0850000,154754.6147727,154754.6147727
0.0900000,0.0900000,0.0900000,104725.2107954,104725.2107954
0.0950000,0.0950000,0.0950000,73155.1043192,73155.1043192
0.1000000,0.1000000,0.1000000,52728.5014392,52728.5014392
0.1050000,0.1050000,0.1050000,39181.8910524,39181.8910524
0.1100000,0.1100000,0.1100000,29973.7679444,29973.7679444
0.1150000,0.1150000,0.1150000,23555.5684914,23555.5684914
0.1200000,0.1200000,0.1200000,18963.8105767,18963.8105767
0.1250000,0.1250000,0.1250000,15587.3736754,15587.3736754
0.1300000,0.1300000,0.1300000,13032.0772269,13032.0772269
0.1350000,0.1350000,0.1350000,11040.2533757,11040.2533757
0.1400000,0.1400000,0.1400000,9441.9174812,9441.9174812
0.1450000,0.1450000,0.1450000,8124.3986539,8124.3986539
0.1500000,0.1500000,0.1500000,7012.9581742,7012.9581742
0.1550000,0.1550000,0.1550000,6058.0990133,6058.0990133
0.1600000,0.1600000,0.1600000,5227.0682182,5227.0682182
0.1650000,0.1650000,0.1650000,4498.0781236,4498.0781236
0.1700000,0.1700000,0.1700000,3856.3559246,3856.3559246
0.1750000,0.1750000,0.1750000,3291.4632378,3291.4632378
0.1800000,0.1800000,0.1800000,2795.5170886,2795.5170886
0.1850000,0.1850000,0.1850000,2362.0547338,2362.0547338
0.1900000,0.1900000,0.1900000,1985.3533013,1985.3533013
0.1950000,0.1950000,0.1950000,1687.2880256,1660.0615767
0.2000000,0.2000000,0.2000000,1408.2552183,1381.0358489
0.2050000,0.2050000,0.2050000,1170.5017628,1143.2994441
0.2100000,0.2100000,0.2100000,969.2353282,942.0683902
0.2150000,0.2150000,0.2150000,799.9071714,772.8042300
0.2200000,0.2200000,0.2200000,658.2697434,631.2695987
0.2250000,0.2250000,0.2250000,540.4225249,513.5730825
0.2300000,0.2300000,0.2300000,442.8389918,416.1975133
0.2350000,0.2350000,0.2350000,362.3767015,336.0107846
0.2400000,0.2400000,0.2400000,296.2766700,270.2611206
0.2450000,0.2450000,0.2450000,242.1529688,216.5600694
0.2500000,0.2500000,0.2500000,197.9685963,172.8568393
0.2550000,0.2550000,0.2550000,161.9992750,137.4073503
0.2600000,0.2600000,0.2600000,132.7929310,108.6319924
0.2650000,0.2650000,0.2650000,109.1302408,84.9451581
0.2700000,0.2700000,0.2700000,89.9885527,65.9454284
0.2750000,0.2750000,0.2750000,74.5120594,50.7549799
0.2800000,0.2800000,0.2800000,61.9907044,38.6504889
0.2850000,0.2850000,0.2850000,51.8458722,29.0386882
0.2900000,0.2900000,0.2900000,43.6156534,21.4349476
0.2950000,0.2950000,0.2950000,36.9340833,15.4447815
0.3000000,0.3000000,0.3000000,31.5071012,10.7480780
0.3050000,0.3050000,0.3050000,27.0920970,7.0857871
0.3100000,0.3100000,0.3100000,23.4829796,4.2487804
0.3150000,0.3150000,0.3150000,20.4935925,2.0685953
0.3200000,0.3200000,0.3200000,17.9338160,0.4097936
0.3250000,0.3250000,0.3250000,15.6131382,-0.8363169
0.3300000,0.3300000,0.3300000,13.4173940,-1.7568158
0.3350000,0.3350000,0.3350000,11.3613188,-2.4213535
0.3400000,0.3400000,0.3400000,9.5130432,-2.8855483
0.3450000,0.3450000,0.3450000,7.9080885,-3.9573731
0.3500000,0.3500000,0.3500000,6.5387526,-5.1184428
0.3550000,0.3550000,0.3550000,5.3767470,-5.9735061
0.3600000,0.3600000,0.3600000,4.3907289,-6.5619420
0.3650000,0.3650000,0.3650000,3.5530342,-6.9414877
0.3700000,0.3700000,0.3700000,2.8407920,-7.1582475
0.3750000,0.3750000,0.3750000,2.2354646,-7.2490051
0.3800000,0.3800000,0.3800000,1.7218334,-7.2430752
0.3850000,0.3850000,0.3850000,1.2867506,-7.1637859
0.3900000,0.3900000,0.3900000,0.9184856,-7.0296669
0.3950000,0.3950000,0.3950000,0.6068416,-6.8554017
0.4000000,0.4000000,0.4000000,0.3431673,-6.6525916
0.4050000,0.4050000,0.4050000,0.1197396,-6.4303683
0.4100000,0.4100000,0.4100000,-0.0709609,-6.3242797
0.4150000,0.4150000,0.4150000,-0.2364615,-6.2034691
0.4200000,0.4200000,0.4200000,-0.3839060,-6.1360350
0.4250000,0.4250000,0.4250000,-0.5192534,-6.0281212
0.4300000,0.4300000,0.4300000,-0.6464857,-5.8838215
0.4350000,0.4350000,0.4350000,-0.7673759,-5.7139152
0.4400000,0.4400000,0.4400000,-0.8818942,-5.5267705
0.4450000,0.4450000,0.4450000,-0.9887555,-5.3288545
0.4500000,0.4500000,0.4500000,-1.0857957,-5.1251372
0.4550000,0.4550000,0.4550000,-1.1703402,-4.9194097
0.4600000,0.4600000,0.4600000,-1.2397547,-4.7145354
0.4650000,0.4650000,0.4650000,-1.2920932,-4.5473012
0.4700000,0.4700000,0.4700000,-1.3265739,-4.5328288
0.4750000,0.4750000,0.4750000,-1.3436880,-4.5774311
0.4800000,0.4800000,0.4800000,-1.3449721,-4.5589744
0.4850000,0.4850000,0.4850000,-1.3326166,-4.4943973
0.4900000,0.4900000,0.4900000,-1.3090779,-4.3966857
0.4950000,0.4950000,0.4950000,-1.2767851,-4.2757814
0.5000000,0.5000000,0.5000000,-1.2379579,-4.1392773
0.5050000,0.5050000,0.5050000,-1.1945187,-3.9929527
0.5100000,0.5100000,0.5100000,-1.1480686,-3.8411842
0.5150000,0.5150000,0.5150000,-1.0999017,-3.6872641
0.5200000,0.5200000,0.5200000,-1.0510380,-3.5336456
0.5250000,0.5250000,0.5250000,-1.0022639,-3.3821337
