# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1625000,0.1625000,0.1625000,1633.0112590,2.2431848,288.8697777
0.1650000,0.1650000,0.1650000,1403.9944969,2.2223588,238.2290162
0.1675000,0.1675000,0.1675000,1208.9244050,2.2017143,197.2948735
0.1700000,0.1700000,0.1700000,1042.5243183,2.1812526,164.0295441
0.1725000,0.1725000,0.1725000,900.3726044,2.1609749,136.8594119
0.1750000,0.1750000,0.1750000,778.7591896,2.1408820,114.5614404
0.1775000,0.1775000,0.1775000,674.5668621,2.1209745,96.1792189
0.1800000,0.1800000,0.1800000,585.1729717,2.1012527,80.9605448
0.1825000,0.1825000,0.1825000,508.3679366,2.0817169,68.3106669
0.1850000,0.1850000,0.1850000,442.2876097,2.0623669,57.7569563
0.1875000,0.1875000,0.1875000,385.3570861,2.0432027,48.9218893
0.1900000,0.1900000,0.1900000,336.2439630,2.0242240,41.5020114
0.1925000,0.1925000,0.1925000,293.8194172,2.0054302,35.2513525
0.1950000,0.1950000,0.1950000,257.1257551,1.9868209,29.9687238
0.1975000,0.1975000,0.1975000,225.3493254,1.9683954,25.4887261
0.2000000,0.2000000,0.2000000,197.7978816,1.9501530,21.6756964
0.2025000,0.2025000,0.2025000,173.8816399,1.9320928,18.4190479
0.2050000,0.2050000,0.2050000,153.0974089,1.9142139,15.6286065
0.2075000,0.2075000,0.2075000,135.0152764,1.8965154,13.2296312
0.2100000,0.2100000,0.2100000,119.2674253,1.8789963,11.1583243
0.2125000,0.2125000,0.2125000,105.5387222,1.8616554,9.3588973
0.2150000,0.2150000,0.2150000,93.5587760,1.8444920,7.7825552
0.2175000,0.2175000,0.2175000,83.0952129,1.8275054,6.3877382
0.2200000,0.2200000,0.2200000,73.9479569,1.8106957,5.1404382
0.2225000,0.2225000,0.2225000,65.9443531,1.7940640,4.0138265
0.2250000,0.2250000,0.2250000,58.9350241,1.7776127,2.9873543
0.2275000,0.2275000,0.2275000,52.7903744,1.7613456,2.0458917
0.2300000,0.2300000,0.2300000,47.3976595,1.7452676,1.1790655
0.2325000,0.2325000,0.2325000,42.6585149,1.7293843,0.3805087
0.2350000,0.2350000,0.2350000,38.4868734,1.7137014,-0.3531809
0.2375000,0.2375000,0.2375000,34.8072904,1.6982232,-1.0236430
0.2400000,0.2400000,0.2400000,31.5537660,1.6829512,-1.6318326
0.2425000,0.2425000,0.2425000,28.6690683,1.6678808,-2.1787807
0.2450000,0.2450000,0.2450000,26.1043566,1.6529998,-2.6660230
0.2475000,0.2475000,0.2475000,23.8187338,1.6382879,-3.0957805
0.2500000,0.2500000,0.2500000,21.7784203,1.6237172,-3.4709812
0.2525000,0.2525000,0.2525000,19.9555044,1.6092547,-3.7951739
0.2550000,0.2550000,0.2550000,18.3264860,1.5948639,-4.0723725
0.2575000,0.2575000,0.2575000,16.8709083,1.5805071,-4.3068765
0.2600000,0.2600000,0.2600000,15.5702759,1.5661489,-4.5031198
0.2625000,0.2625000,0.2625000,14.4073101,1.5517618,-4.6655720
0.2650000,0.2650000,0.2650000,13.3655106,1.5373349,-4.7986980
0.2675000,0.2675000,0.2675000,12.4289704,1.5228847,-4.9069575
0.2700000,0.2700000,0.2700000,11.5823878,1.5084633,-4.9948059
0.2725000,0.2725000,0.2725000,10.8112275,1.4941563,-5.0666339
0.2750000,0.2750000,0.2750000,10.1019943,1.4800673,-5.1265927
0.2775000,0.2775000,0.2775000,9.4425888,1.4662904,-5.1783137
0.2800000,0.2800000,0.2800000,8.8226965,1.4528832,-5.2246240
0.2825000,0.2825000,0.2825000,8.2341277,1.4398532,-5.2673969
0.2850000,0.2850000,0.2850000,7.6710115,1.4271648,-5.3076233
0.2875000,0.2875000,0.2875000,7.1297719,1.4147605,-5.3456533
0.2900000,0.2900000,0.2900000,6.6088619,1.4025849,-5.3814582
0.2925000,0.2925000,0.2925000,6.1082904,1.3906011,-5.4147786
0.2950000,0.2950000,0.2950000,5.6290398,1.3787948,-5.4451434
0.2975000,0.2975000,0.2975000,5.1724983,1.3671702,-5.4718457
0.3000000,0.3000000,0.3000000,4.7400172,1.3557425,-5.4939706
0.3025000,0.3025000,0.3025000,4.3326399,1.3445310,-5.5105075
0.3050000,0.3050000,0.3050000,3.9509876,1.3335547,-5.5205089
0.3075000,0.3075000,0.3075000,3.5952522,1.3228286,-5.5232395
0.3100000,0.3100000,0.3100000,3.2652430,1.3123621,-5.5182829
0.3125000,0.3125000,0.3125000,2.9604506,1.3021575,-5.5055972
0.3150000,0.3150000,0.3150000,2.6801068,1.2922098,-5.4855185
0.3175000,0.3175000,0.3175000,2.4232324,1.2825089,-5.4587018
0.3200000,0.3200000,0.3200000,2.1886702,1.2730426,-5.4260007
0.3225000,0.3225000,0.3225000,1.9751073,1.2638012,-5.3883183
0.3250000,0.3250000,0.3250000,1.7810952,1.2547812,-5.3464940
0.3275000,0.3275000,0.3275000,1.6050818,1.2459873,-5.3012876
0.3300000,0.3300000,0.3300000,1.4454611,1.2374316,-5.2534745
0.3325000,0.3325000,0.3325000,1.3006379,1.2291299,-5.2040011
0.3350000,0.3350000,0.3350000,1.1690954,1.2210974,-5.1541065
0.3375000,0.3375000,0.3375000,1.0494526,1.2133436,-5.1053250
0.3400000,0.3400000,0.3400000,0.9405007,1.2058691,-5.0593347
0.3425000,0.3425000,0.3425000,0.8412164,1.1986633,-5.0176918
0.3450000,0.3450000,0.3450000,0.7507542,1.1917043,-4.9815421
0.3475000,0.3475000,0.3475000,0.6684241,1.1849599,-4.9514188
0.3500000,0.3500000,0.3500000,0.5936613,1.1783914,-4.9271917
0.3525000,0.3525000,0.3525000,0.5259922,1.1719563,-4.9081672
0.3550000,0.3550000,0.3550000,0.4650011,1.1656138,-4.8932817
0.3575000,0.3575000,0.3575000,0.4102983,1.1593286,-4.8813139
0.3600000,0.3600000,0.3600000,0.3614930,1.1530749,-4.8710525
0.3625000,0.3625000,0.3625000,0.3181733,1.1468385,-4.8613927
0.3650000,0.3650000,0.3650000,0.2798955,1.1406170,-4.8513733
0.3675000,0.3675000,0.3675000,0.2461875,1.1344179,-4.8401909
0.3700000,0.3700000,0.3700000,0.2165653,1.1282550,-4.8272344
0.3725000,0.3725000,0.3725000,0.1905597,1.1221427,-4.8121603
0.3750000,0.3750000,0.3750000,0.1677457,1.1160917,-4.7949856
0.3775000,0.3775000,0.3775000,0.1477682,1.1101053,-4.7761395
0.3800000,0.3800000,0.3800000,0.1303574,1.1041771,-4.7564134
0.3825000,0.3825000,0.3825000,0.1153331,1.0982911,-4.7367981
0.3850000,0.3850000,0.3850000,0.1025965,1.0924235,-4.7182567
0.3875000,0.3875000,0.3875000,0.0921127,1.0865456,-4.7015147
0.3900000,0.3900000,0.3900000,0.0838861,1.0806276,-4.6869303
0.3925000,0.3925000,0.3925000,0.0779325,1.0746420,-4.6744763
0.3950000,0.3950000,0.3950000,0.0742506,1.0685680,-4.6638208
0.3975000,0.3975000,0.3975000,0.0727970,1.0623935,-4.6544670
0.4000000,0.4000000,0.4000000,0.0734671,1.0561183,-4.6458990
0.4025000,0.4025000,0.4025000,0.0760853,1.0497540,-4.6376914
0.4050000,0.4050000,0.4050000,0.0804055,1.0433241,-4.6295647
