# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,9140936.6708288,75627.9602960,48373.3743774,306159.3903313,4532.9111264,215462.1015593,75629.0087498,75626.9118422,89153.1741655,56385.4181993,1580221.8018263
0.0025000,0.0025000,0.0025000,inf,nan,7579811.1939175,70587.4481314,45140.3721668,285870.4473923,4222.0084421,201179.1857888,70588.6053342,70586.2909287,83211.2228404,52627.3982127,1475461.6268758
0.0050000,0.0050000,0.0050000,inf,nan,7627295.6032664,65821.4427924,42083.9892543,266682.3624152,3928.3186500,187671.5579118,65822.8193857,65820.0661990,77592.8708129,49074.0403920,1376388.1627151
0.0075000,0.0075000,0.0075000,inf,nan,9358214.1375998,61332.6102523,39205.8778085,248606.8043484,3651.9648864,174947.3926518,61334.3190396,61330.9014650,72301.2608358,45727.3323886,1283061.2971221
0.0100000,0.0100000,0.0100000,inf,nan,13415947.8340068,57121.2140902,36506.1514807,231645.7376954,3392.9235975,163008.0342000,57123.3699679,57119.0582125,67336.7036265,42587.4707175,1195490.8205509
0.0125000,0.0125000,0.0125000,inf,nan,21342515.7275222,53185.3174137,33983.5151837,215792.2337903,3151.0373073,151848.5673192,53188.0372985,53182.5975289,62696.9159008,39653.0113029,1113640.6149638
0.0150000,0.0150000,0.0150000,inf,nan,17633860.0781649,49520.9993978,31635.4040823,201031.3435811,2926.0281991,141458.4316127,49524.4021471,49517.5966485,58377.2756383,36921.0309225,1037433.1590521
0.0175000,0.0175000,0.0175000,inf,nan,11427688.7540484,46122.5798162,29458.1275533,187341.0052366,2717.5121023,131822.0601733,46126.7861403,46118.3734921,54371.0867677,34387.2946089,966754.2120622
0.0200000,0.0200000,0.0200000,inf,nan,7959264.6870063,42982.8456720,27447.0143364,174692.9628449,2525.0125253,122919.5259047,42987.9780347,42977.7133093,50669.8463283,32046.4246177,901457.5536691
0.0225000,0.0225000,0.0225000,inf,nan,6144849.4246474,40093.2748827,25596.5556463,163053.6758811,2347.9744269,114727.1812041,40099.4573888,40087.0923766,47263.5081588,29892.0671983,841369.6749494
0.0250000,0.0250000,0.0250000,inf,nan,5457625.0314116,37444.2528737,23900.5435891,152385.2027750,2185.7774734,107218.2792709,37451.6111395,37436.8946078,44140.7382253,27917.0540787,786294.3343498
0.0275000,0.0275000,0.0275000,inf,nan,5697552.5683376,35025.2788471,22352.2028123,142646.0456083,2037.7485886,100363.5679015,35033.9398523,35016.6178419,41289.1577801,26113.5562510,736016.9116258
0.0300000,0.0300000,0.0300000,inf,nan,6906747.0386531,32825.1593742,20944.3138801,133791.9465460,1903.1736525,94131.8491521,32835.2512908,32815.0674575,38695.5715748,24473.2283077,690308.5111834
0.0325000,0.0325000,0.0325000,inf,nan,9377770.9115357,30832.1877758,19669.3273903,125776.6299325,1794.9227712,88490.5005856,30843.8397731,30820.5357785,36346.1793220,22987.3421805,648929.7833999
0.0350000,0.0350000,0.0350000,inf,nan,11641979.6870504,29034.3084876,18519.4683142,118552.4869454,1684.9706647,83405.9559077,29047.6505080,29020.9664673,34226.7694546,21646.9096852,611634.4478016
0.0375000,0.0375000,0.0375000,inf,nan,15799007.2935139,27419.2662334,17486.8304444,112071.2022359,1583.6743454,78844.1445773,27434.4287375,27404.1037292,32322.8949773,20442.7937397,578172.5150451
0.0400000,0.0400000,0.0400000,inf,nan,26265710.3274676,25907.7081859,16494.4468206,106253.7594317,1482.3919529,74733.9764011,25920.4387055,25894.9776663,30541.0116984,19315.8318025,548007.0372056
0.0425000,0.0425000,0.0425000,inf,nan,48712783.8693885,24342.7405570,15496.0233585,99938.6956393,1388.1291018,70290.7554720,24357.2196839,24328.2614302,28696.1671325,18149.0496511,515417.6751257
