# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,133542281.6995155
0.0050000,0.0050000,0.0050000,58826516.5136789
0.0100000,0.0100000,0.0100000,27713947.5489141
0.0150000,0.0150000,0.0150000,14015027.7268704
0.0200000,0.0200000,0.0200000,7674087.9389825
0.0250000,0.0250000,0.0250000,4608693.5395652
0.0300000,0.0300000,0.0300000,3083526.8485887
0.0350000,0.0350000,0.0350000,2338451.9611548
0.0400000,0.0400000,0.0400000,1951908.1771178
0.0450000,0.0450000,0.0450000,1633924.8700685
0.0500000,0.0500000,0.0500000,1304955.5293748
0.0550000,0.0550000,0.0550000,1057909.3227863
0.0600000,0.0600000,0.0600000,899689.3834955
0.0650000,0.0650000,0.0650000,699060.3828673
0.0700000,0.0700000,0.0700000,513540.4943064
0.0750000,0.0750000,0.0750000,384452.9983620
0.0800000,0.0800000,0.0800000,292749.0078314
0.0850000,0.0850000,0.0850000,225960.6322639
0.0900000,0.0900000,0.0900000,170299.0003529
0.0950000,0.0950000,0.0950000,129688.3309928
0.1000000,0.1000000,0.1000000,99644.1079780
0.1050000,0.1050000,0.1050000,77135.3723903
0.1100000,0.1100000,0.1100000,60082.4216472
0.1150000,0.1150000,0.1150000,47036.4041405
0.1200000,0.1200000,0.1200000,36972.5308321
0.1250000,0.1250000,0.1250000,29155.0141319
0.1300000,0.1300000,0.1300000,21569.2934604
0.1350000,0.1350000,0.1350000,15791.9705927
0.1400000,0.1400000,0.1400000,11642.0204426
0.1450000,0.1450000,0.1450000,8638.2747246
0.1500000,0.1500000,0.1500000,6448.3621982
0.1550000,0.1550000,0.1550000,4840.7864188
0.1600000,0.1600000,0.1600000,3653.0053538
0.1650000,0.1650000,0.1650000,2769.9985070
0.1700000,0.1700000,0.1700000,2109.7592466
0.1750000,0.1750000,0.1750000,1625.2817089
0.1800000,0.1800000,0.1800000,1250.2079166
0.1850000,0.1850000,0.1850000,965.4256599
0.1900000,0.1900000,0.1900000,748.2284933
0.1950000,0.1950000,0.1950000,581.8836287
0.2000000,0.2000000,0.2000000,453.9895652
0.2050000,0.2050000,0.2050000,355.3037472
0.2100000,0.2100000,0.2100000,278.8952731
0.2150000,0.2150000,0.2150000,219.5259857
0.2200000,0.2200000,0.2200000,173.2182848
0.2250000,0.2250000,0.2250000,136.9694228
0.2300000,0.2300000,0.2300000,108.5277407
0.2350000,0.2350000,0.2350000,86.1890833
