# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,91710740404.0968933
0.0050000,0.0050000,0.0050000,31082660770.6019821
0.0100000,0.0100000,0.0100000,11424785091.4313107
0.0150000,0.0150000,0.0150000,4508726291.4758959
0.0200000,0.0200000,0.0200000,1894306843.6963363
0.0250000,0.0250000,0.0250000,841315750.9975344
0.0300000,0.0300000,0.0300000,392691726.7363465
0.0350000,0.0350000,0.0350000,191740689.4336306
0.0400000,0.0400000,0.0400000,97596024.7233872
0.0450000,0.0450000,0.0450000,51576187.3929648
0.0500000,0.0500000,0.0500000,28179676.3641956
0.0550000,0.0550000,0.0550000,15922390.6250237
0.0600000,0.0600000,0.0600000,9294609.0460843
0.0650000,0.0650000,0.0650000,5602266.9563787
0.0700000,0.0700000,0.0700000,3485684.1254200
0.0750000,0.0750000,0.0750000,2238395.3938752
0.0800000,0.0800000,0.0800000,1483336.0397807
0.0850000,0.0850000,0.0850000,1014141.1807175
0.0900000,0.0900000,0.0900000,715155.4202065
0.0950000,0.0950000,0.0950000,520060.5961059
0.1000000,0.1000000,0.1000000,389961.9876743
0.1050000,0.1050000,0.1050000,301523.2154542
0.1100000,0.1100000,0.1100000,240409.9000505
0.1150000,0.1150000,0.1150000,197597.7056309
0.1200000,0.1200000,0.1200000,167256.4584835
0.1250000,0.1250000,0.1250000,145517.4700725
0.1300000,0.1300000,0.1300000,129744.3258373
0.1350000,0.1350000,0.1350000,115031.4955851
0.1400000,0.1400000,0.1400000,93797.0958206
0.1450000,0.1450000,0.1450000,76738.2511273
0.1500000,0.1500000,0.1500000,62990.4273267
0.1550000,0.1550000,0.1550000,51876.3653443
0.1600000,0.1600000,0.1600000,42862.1338370
0.1650000,0.1650000,0.1650000,35525.3838285
0.1700000,0.1700000,0.1700000,29531.5527237
0.1750000,0.1750000,0.1750000,24615.5130121
0.1800000,0.1800000,0.1800000,20567.1474123
0.1850000,0.1850000,0.1850000,17219.8879400
0.1900000,0.1900000,0.1900000,14441.5713011
0.1950000,0.1950000,0.1950000,12127.1452173
0.2000000,0.2000000,0.2000000,10192.8704717
0.2050000,0.2050000,0.2050000,8571.7350626
0.2100000,0.2100000,0.2100000,7209.8477887
0.2150000,0.2150000,0.2150000,5761.8916608
0.2200000,0.2200000,0.2200000,4607.3799798
0.2250000,0.2250000,0.2250000,3686.6696478
0.2300000,0.2300000,0.2300000,2951.5682178
0.2350000,0.2350000,0.2350000,2363.9400336
0.2400000,0.2400000,0.2400000,1893.6061631
0.2450000,0.2450000,0.2450000,1530.2903464
0.2500000,0.2500000,0.2500000,1227.8366263
0.2550000,0.2550000,0.2550000,984.8538458
0.2600000,0.2600000,0.2600000,789.4307099
0.2650000,0.2650000,0.2650000,632.1004195
0.2700000,0.2700000,0.2700000,505.3283335
0.2750000,0.2750000,0.2750000,403.1084454
0.2800000,0.2800000,0.2800000,320.6455174
0.2850000,0.2850000,0.2850000,254.1045743
0.2900000,0.2900000,0.2900000,200.4133383
0.2950000,0.2950000,0.2950000,157.1062654
0.3000000,0.3000000,0.3000000,122.2012802
0.3050000,0.3050000,0.3050000,94.1022230
0.3100000,0.3100000,0.3100000,71.5215317
0.3150000,0.3150000,0.3150000,53.4188600
0.3200000,0.3200000,0.3200000,38.9522440
0.3250000,0.3250000,0.3250000,27.4390986
0.3300000,0.3300000,0.3300000,18.3247892
0.3350000,0.3350000,0.3350000,11.1568952
0.3400000,0.3400000,0.3400000,5.5636418
0.3450000,0.3450000,0.3450000,1.2352019
0.3500000,0.3500000,0.3500000,-2.0926185
0.3550000,0.3550000,0.3550000,-4.6498158
0.3600000,0.3600000,0.3600000,-6.6336241
0.3650000,0.3650000,0.3650000,-8.1988500
0.3700000,0.3700000,0.3700000,-9.4478170
0.3750000,0.3750000,0.3750000,-10.4365878
0.3800000,0.3800000,0.3800000,-11.1970417
0.3850000,0.3850000,0.3850000,-11.7562518
