# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,374642.7669301,17209821.1399702,11181979.0562262,67272852.1384410,1165403.7844945,47444578.8083820,17209683.1428576,17209959.1370829,20287604.9472046,12831007.9805733,348131575.3030410
0.0025000,0.0025000,0.0025000,inf,nan,283774.4946792,12726416.1057450,8267745.3084492,49762460.5877969,860946.5259752,35094571.3405916,12726283.9395864,12726548.2719036,15002393.1246703,9488346.5254417,257510490.5570099
0.0050000,0.0050000,0.0050000,inf,nan,219217.0259303,9544247.9607041,6199232.4879362,37335547.4344965,644798.3822438,26329859.6382331,9544121.3298285,9544374.5915796,11251129.8386023,7115839.3080532,193197253.3583297
0.0075000,0.0075000,0.0075000,inf,nan,173599.4247638,7272626.1704534,4722506.3929698,28465954.0049041,490436.3686144,20074062.7314249,7272504.8002216,7272747.5406851,8573253.9272116,5422201.8737944,147293686.8528852
0.0100000,0.0100000,0.0100000,inf,nan,141994.9053751,5644108.3702774,3663740.6040895,22108954.0054676,379705.5364231,15590348.5428600,5643992.0050720,5644224.7354828,6653493.9534878,4208039.0582360,114393128.1097294
0.0125000,0.0125000,0.0125000,inf,nan,121164.2473325,4432978.1553297,2876975.9777935,17372219.8236448,297805.7816799,12249841.0914666,4432865.8579034,4433090.4527559,5225766.6609934,3305065.0338624,89881845.8554615
0.0150000,0.0150000,0.0150000,inf,nan,109084.1548679,3540922.7723053,2297052.7908637,13889597.0473346,237182.8490620,9793500.7925727,3540814.9074690,3541030.6371417,4174177.1613331,2639981.4373737,71857763.5068139
0.0175000,0.0175000,0.0175000,inf,nan,102262.6033303,2882541.5084697,1869012.0353348,11319705.5872305,192422.4866678,7980902.2650561,2882437.8742404,2882645.1426989,3398051.7805575,2149116.6467505,58557281.1420676
0.0200000,0.0200000,0.0200000,inf,nan,95686.1660033,2375281.9487497,1540894.4864715,9315982.5170712,159102.4741396,6568690.8583115,2375180.9630472,2375382.9344522,2800074.5285226,1770922.6256707,48196506.9625457
0.0225000,0.0225000,0.0225000,inf,nan,95637.4970604,1928602.9415287,1250689.7541101,7569664.1629293,128876.0973608,5337100.1707672,1928505.8402214,1928700.0428359,2273511.9824620,1437895.2304529,39159546.2982730
0.0250000,0.0250000,0.0250000,inf,nan,102226.0899593,1580466.7318461,1024536.5686557,6208231.2858505,105339.3140793,4376967.0630894,1580373.3770107,1580560.0866814,1863115.5098657,1178337.7110323,32114468.5347006
0.0275000,0.0275000,0.0275000,inf,nan,116253.1001398,1307046.3970198,846947.4978981,5138622.2469684,86874.2434460,3622655.6536295,1306956.6576382,1307136.1364014,1540797.0097271,974485.5925429,26579655.1913586
0.0300000,0.0300000,0.0300000,inf,nan,139339.0707432,1090568.1670100,706369.3688583,4291421.6142351,72273.8692296,3025207.4126568,1090481.9185855,1090654.4154345,1285604.0722533,813087.4075016,22195861.3985119
0.0325000,0.0325000,0.0325000,inf,nan,174179.7949709,917724.1681154,594151.6427321,3614659.3941311,60634.3079129,2547967.8565841,917641.2923100,917807.0439208,1081848.8595437,684221.2960427,18694125.8586531
0.0350000,0.0350000,0.0350000,inf,nan,224983.8190449,778513.7655396,503793.3614337,3061538.8911664,51276.1730379,2158362.3635406,778434.1498318,778593.3812474,917742.2352488,580431.1536640,15836145.7052528
0.0375000,0.0375000,0.0375000,inf,nan,298186.6545123,648339.5990434,419973.2019122,2549668.7750288,42998.0172955,1797408.1844975,648259.3058977,648419.8921892,764287.8766749,483378.0956693,13187661.5936137
0.0400000,0.0400000,0.0400000,inf,nan,403605.1901257,542347.0623733,351179.7877048,2134400.4381781,35876.4828768,1504581.2834133,542269.7634512,542424.3612955,639339.7616523,404353.9691061,11039068.3294689
0.0425000,0.0425000,0.0425000,inf,nan,556313.1299680,456017.3060903,295158.3119547,1796047.9234584,30083.3792891,1265997.4399424,455942.9178331,456091.6943474,537570.8951188,339989.6864782,9288487.5267014
0.0450000,0.0450000,0.0450000,inf,nan,779725.2547815,385409.3626769,249347.5105028,1519214.4474343,25351.4174303,1070797.5702483,385337.8051460,385480.9202078,454335.5116448,287347.0077391,7856238.4466590
0.0475000,0.0475000,0.0475000,inf,nan,1110752.2136410,327429.2763447,211736.6789331,1291811.3700635,21470.8235925,910455.8092146,327360.4730926,327498.0795968,385986.3360928,244119.1935513,6679760.8875279
0.0500000,0.0500000,0.0500000,inf,nan,1608578.9403645,279638.3689849,180741.0397756,1104309.4141636,18276.3154605,778251.3958769,279572.2469258,279704.4910440,329648.5600812,208488.0554503,5709740.0155339
0.0525000,0.0525000,0.0525000,inf,nan,2369929.4122202,240106.5693495,155106.3997815,949165.9064867,15637.1377650,668864.7051541,240043.0586285,240170.0800705,283046.9407307,179014.6034904,4907142.1470083
0.0550000,0.0550000,0.0550000,inf,nan,3556225.7495927,207299.9540216,133836.0443521,820385.6496483,13449.4209743,578067.5282765,207238.9878842,207360.9201590,244373.2295971,154555.2009396,4240942.1013464
0.0575000,0.0575000,0.0575000,inf,nan,2801944.2626525,179994.3084922,116134.5448684,713183.4251386,11630.3069359,502485.0328859,179935.8231541,180052.7938303,212184.2751145,134197.1186067,3686376.5198296
