# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2290085.6681028,2880556500.1864128,1872271422.3917253,11252154139.5106201,195578145.0313443,7936011565.5316935,133917102788.5458374,1316580591552.3911133,8972428027970.1308594
0.0025000,0.0025000,0.0025000,inf,nan,1595516.4233851,1781528985.4109168,1157933499.8859465,6959129953.8781643,120954800.4480116,4908189989.6755085,82824640221.7756348,814278953155.6857910,5549287313022.2949219
0.0050000,0.0050000,0.0050000,inf,nan,1127825.5093553,1122469720.7853181,729563024.6804702,4384711972.2542801,76205326.0759854,3092481929.1085753,52185880284.5217667,513063256265.6824951,3496534267888.8422852
0.0075000,0.0075000,0.0075000,inf,nan,808279.2383551,719597449.0009553,467706908.5164456,2811015992.1839361,48850736.3784882,1982571648.1603889,33457110625.5891380,328938315383.3438110,2241748947778.8681641
0.0100000,0.0100000,0.0100000,inf,nan,587063.9861004,468945924.6305713,304789743.9410138,1831930715.8665335,31831586.5089129,1292033347.8793032,21805118714.6776543,214387837639.6582642,1461112538803.2351074
0.0125000,0.0125000,0.0125000,inf,nan,432139.5020245,310468331.2029234,201782581.6342363,1212903012.0297489,21070593.4251724,855439266.5187954,14438464154.3033028,141968779540.6056824,967604294388.2431641
0.0150000,0.0150000,0.0150000,inf,nan,322587.7917251,208814937.0959018,135708885.4075888,815852013.0038980,14167398.4559181,575402420.2736552,9713867225.5114822,95526070762.2467499,651130736129.8791504
0.0175000,0.0175000,0.0175000,inf,nan,244571.9752072,142809443.0180451,92804408.7383425,558062019.2873627,9683982.1268269,393584214.6050284,6646990277.9767962,65383039094.5692215,445749031682.3200684
0.0200000,0.0200000,0.0200000,inf,nan,188840.4801755,99569178.3914683,64695444.6282303,389215289.1522916,6745397.3467677,274495908.2205617,4639110226.7140255,45654338656.5835648,311355191605.0718384
0.0225000,0.0225000,0.0225000,inf,nan,149163.6514573,71158853.2239007,46223806.6782341,278321585.2249036,4812524.6521806,196280140.0147206,3321580514.3352308,32716933319.5746078,223264510411.7748108
