# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,205070880.9416122,11547476932.2427406,7529046735.6937361,44779099917.2200699,800858529.7680867,31596643834.9295502,524561075790.1343384,5102472284081.0449219,34512936117035.3242188
0.0025000,0.0025000,0.0025000,inf,nan,113085531.1125009,6650162627.1247854,4335955225.2319441,25788209309.2356796,461208266.9584417,18196453221.4067268,302094463332.7843018,2938513790567.2177734,19876010231005.8828125
0.0050000,0.0050000,0.0050000,inf,nan,64768340.2288762,3913677800.3584599,2551743989.7317605,15176614067.8828564,271421853.4814305,10708789930.8395882,177786066804.9072876,1729351473778.0695801,11697286062132.8789062
0.0075000,0.0075000,0.0075000,inf,nan,38395661.2927645,2350361309.3462839,1532448896.8305433,9114349519.6700287,163000054.4201524,6431186712.8555765,106770262132.2201843,1038572333787.5969238,7024884288133.4257812
0.0100000,0.0100000,0.0100000,inf,nan,23525906.0067919,1438516596.9155164,937919051.0264078,5578373755.1350899,99760667.4043021,3936161879.3391037,65348381169.3496933,635656730251.1633301,4299579647424.7768555
0.0125000,0.0125000,0.0125000,inf,nan,14930562.5771726,896197215.0511250,584322839.6556625,3475350713.5021005,62149370.9586969,2452244916.5980630,40712672899.2257233,396022202162.2445679,2678701531129.8217773
0.0150000,0.0150000,0.0150000,inf,nan,9905998.6938464,567702269.7882526,370141906.2345828,2201500956.5360804,39367598.4983918,1553402109.1353824,25790234315.2235374,250869804762.2400818,1696896708206.0432129
0.0175000,0.0175000,0.0175000,inf,nan,7033830.8606819,365279959.6806699,238161317.8141553,1416538970.8307881,25329381.9126070,999524090.9648168,16594828869.6134148,161424949470.2496338,1091895444767.4896240
0.0200000,0.0200000,0.0200000,inf,nan,5598546.1376205,238515683.2172176,155510329.5447695,924965994.2208709,16538263.3479617,652664694.5340072,10836306756.9216518,105411077887.0783539,713020000048.8540039
0.0225000,0.0225000,0.0225000,inf,nan,5330460.5588011,157916499.7652898,102959303.5428991,612413623.5356249,10948796.8411640,432124266.4824866,7174910243.2391558,69796205137.7869415,472122547859.7261353
0.0250000,0.0250000,0.0250000,inf,nan,6347279.6792137,105931557.5318203,69064946.8897337,410822704.0189475,7343771.8687377,289879490.8795444,4813366112.4652328,46825156588.7551117,316747390647.6071777
0.0275000,0.0275000,0.0275000,inf,nan,9290006.0196597,71946748.9949071,46906782.3654610,279033528.1247410,4987069.3519236,196887610.0976544,3269511903.0346770,31807877175.2420464,215171175425.2763672
0.0300000,0.0300000,0.0300000,inf,nan,5691948.8998557,49444453.5738553,32235275.7375996,191771838.6222607,3426677.0296384,135314821.9753605,2247273729.5472403,21864417773.3122978,147914033403.8562927
0.0325000,0.0325000,0.0325000,inf,nan,3478357.4438348,34364383.6761340,22403093.2542254,133292487.6140510,2381007.0760791,94051172.6348560,1562205637.8532131,15200647839.8448429,102840530071.4440460
0.0350000,0.0350000,0.0350000,inf,nan,2209340.2374801,24142330.7520134,15738355.9651352,93651866.6913420,1672229.2236331,66080340.4631690,1097823383.3220150,10683508944.2752953,72286697465.2869263
0.0375000,0.0375000,0.0375000,inf,nan,1459886.4926893,17137824.1531374,11171468.5965767,66488469.6861561,1186576.7282518,46913575.7895570,779605053.0527288,7588115733.5125875,51349435389.7785034
0.0400000,0.0400000,0.0400000,inf,nan,1009028.7674829,12288402.5257063,8009701.7489809,47682217.6557563,850368.8856755,33643705.2833200,559285850.1261499,5444989408.8204708,36853204822.9356918
0.0425000,0.0425000,0.0425000,inf,nan,738189.5621532,8897891.8183846,5799147.5378239,34533437.4018457,615327.4521388,24365809.8438629,405150031.1750251,3944526103.1632247,26698481129.6555481
