# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2817996427.7479877,2776168051753.9667969,1810087635040.7783203,10765453109451.6269531,192541835527.5882874,7596228098357.9980469,2776168051728.5756836,2776168051779.3579102,3272654622204.4243164,2069808520248.7683105,55744725795189.5156250,2776168051753.9667969,1810087635040.7783203,10765453109451.6269531,192541835527.5882874,7596228098357.9980469,2776168051728.5756836,2776168051779.3579102,3272654622204.4243164,2069808520248.7683105,55744725795189.5156250
0.0025000,0.0025000,0.0025000,inf,nan,1649392801.7831576,1139211793813.9975586,742776719761.1768799,4417647922420.8945312,79010240745.0409698,3117143391584.0478516,1139211793816.1650391,1139211793811.8300781,1342947067033.5285645,849354301773.7546387,22875077086917.3945312,1139211793813.9975586,742776719761.1768799,4417647922420.8945312,79010240745.0409698,3117143391584.0478516,1139211793816.1650391,1139211793811.8300781,1342947067033.5285645,849354301773.7546387,22875077086917.3945312
0.0050000,0.0050000,0.0050000,inf,nan,1541946729.2234342,497119657952.1529541,324126614561.9609985,1927736456752.1711426,34477773754.6894836,1360233091397.1821289,497119657978.2357788,497119657926.0701294,586023942375.5091553,370634084259.5748901,9982035740328.0292969,497119657952.1529541,324126614561.9609985,1927736456752.1711426,34477773754.6894836,1360233091397.1821289,497119657978.2357788,497119657926.0701294,586023942375.5091553,370634084259.5748901,9982035740328.0292969
0.0075000,0.0075000,0.0075000,inf,nan,700321868.0047057,228860970363.0912781,149219442786.9352417,887480036411.1882324,15872638524.1774025,626216146137.8052979,228860970410.1346436,228860970316.0479126,269790192286.0028381,170630299599.7116089,4595471150535.6425781,228860970363.0912781,149219442786.9352417,887480036411.1882324,15872638524.1774025,626216146137.8052979,228860970410.1346436,228860970316.0479126,269790192286.0028381,170630299599.7116089,4595471150535.6425781
0.0100000,0.0100000,0.0100000,inf,nan,339047093.8166912,110438061080.4314270,72006606901.8536682,428258325874.6818237,7659403477.0435972,302184006017.1411743,110438061146.0063324,110438061014.8565216,130188671695.8009033,82338545622.1253052,2217569578038.4848633,110438061080.4314270,72006606901.8536682,428258325874.6818237,7659403477.0435972,302184006017.1411743,110438061146.0063324,110438061014.8565216,130188671695.8009033,82338545622.1253052,2217569578038.4848633
0.0125000,0.0125000,0.0125000,inf,nan,173308961.5328962,55560575753.8114929,36225982144.7916565,215453735395.1011353,3853374979.3691888,152026632226.0240173,55560575835.8973770,55560575671.7256088,65496962598.5612717,41423916326.8628387,1115643534106.8613281,55560575753.8114929,36225982144.7916565,215453735395.1011353,3853374979.3691888,152026632226.0240173,55560575835.8973770,55560575671.7256088,65496962598.5612717,41423916326.8628387,1115643534106.8613281
0.0150000,0.0150000,0.0150000,inf,nan,92834499.3787002,29010755456.5176048,18915258531.5092468,112498481358.4965210,2012015862.6920891,79380218549.8085022,29010755553.4157219,29010755359.6194878,34199004227.5829239,21629349413.7778893,582529688878.3052979,29010755456.5176048,18915258531.5092468,112498481358.4965210,2012015862.6920891,79380218549.8085022,29010755553.4157219,29010755359.6194878,34199004227.5829239,21629349413.7778893,582529688878.3052979
0.0175000,0.0175000,0.0175000,inf,nan,51795818.8727320,15661757312.2317543,10211592805.8087711,60733533122.0613785,1086200524.7044387,42854275335.0463562,15661757422.5001602,15661757201.9633484,18462687238.0208626,11676828679.8938427,314484991867.7339478,15661757312.2317543,10211592805.8087711,60733533122.0613785,1086200524.7044387,42854275335.0463562,15661757422.5001602,15661757201.9633484,18462687238.0208626,11676828679.8938427,314484991867.7339478
0.0200000,0.0200000,0.0200000,inf,nan,29952541.7696057,8713627598.2437344,5681351762.6149378,33789955228.2438774,604317033.5365249,23842577224.5767212,8713627720.6476917,8713627475.8397770,10271962325.0270195,6496559397.3048391,174968134016.5100403,8713627598.2437344,5681351762.6149378,33789955228.2438774,604317033.5365249,23842577224.5767212,8713627720.6476917,8713627475.8397770,10271962325.0270195,6496559397.3048391,174968134016.5100403
0.0225000,0.0225000,0.0225000,inf,nan,17879836.9509099,4982198755.3544779,3248428670.8279724,19320145639.7843552,345527152.7520910,13632513706.6867485,4982198888.8280869,4982198621.8808689,5873209215.5410223,3714543659.1600866,100041845968.4961853,4982198755.3544779,3248428670.8279724,19320145639.7843552,345527152.7520910,13632513706.6867485,4982198888.8280869,4982198621.8808689,5873209215.5410223,3714543659.1600866,100041845968.4961853
