# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,2056798878.8565941
0.0050000,0.0050000,0.0050000,802291404.0601794
0.0100000,0.0100000,0.0100000,334887417.7158018
0.0150000,0.0150000,0.0150000,151377117.1726749
0.0200000,0.0200000,0.0200000,76527951.3957281
0.0250000,0.0250000,0.0250000,41740306.9072369
0.0300000,0.0300000,0.0300000,23489675.9846164
0.0350000,0.0350000,0.0350000,13452520.0634993
0.0400000,0.0400000,0.0400000,7887500.8012548
0.0450000,0.0450000,0.0450000,4752082.7377561
0.0500000,0.0500000,0.0500000,2929829.5697093
0.0550000,0.0550000,0.0550000,1880799.3983519
0.0600000,0.0600000,0.0600000,1255748.6668748
0.0650000,0.0650000,0.0650000,872160.7706260
0.0700000,0.0700000,0.0700000,632190.2364684
0.0750000,0.0750000,0.0750000,430848.7264187
0.0800000,0.0800000,0.0800000,291788.7753633
0.0850000,0.0850000,0.0850000,202563.8361384
0.0900000,0.0900000,0.0900000,146052.4080150
0.0950000,0.0950000,0.0950000,110263.5116569
0.1000000,0.1000000,0.1000000,87543.6520193
0.1050000,0.1050000,0.1050000,73160.9003408
0.1100000,0.1100000,0.1100000,51786.6386326
0.1150000,0.1150000,0.1150000,37334.5671031
0.1200000,0.1200000,0.1200000,27705.8311890
0.1250000,0.1250000,0.1250000,20881.6694287
0.1300000,0.1300000,0.1300000,15935.6415261
0.1350000,0.1350000,0.1350000,12425.0995546
0.1400000,0.1400000,0.1400000,9891.0237137
0.1450000,0.1450000,0.1450000,8028.8495926
0.1500000,0.1500000,0.1500000,6634.1675807
0.1550000,0.1550000,0.1550000,5164.0233085
0.1600000,0.1600000,0.1600000,3847.2624501
0.1650000,0.1650000,0.1650000,2898.4919553
0.1700000,0.1700000,0.1700000,2207.3055930
0.1750000,0.1750000,0.1750000,1710.1471751
0.1800000,0.1800000,0.1800000,1330.9490490
0.1850000,0.1850000,0.1850000,1045.4055737
0.1900000,0.1900000,0.1900000,828.0526795
0.1950000,0.1950000,0.1950000,660.8657524
0.2000000,0.2000000,0.2000000,530.9767924
0.2050000,0.2050000,0.2050000,429.1181492
0.2100000,0.2100000,0.2100000,348.5538607
0.2150000,0.2150000,0.2150000,284.3408578
0.2200000,0.2200000,0.2200000,232.8149060
0.2250000,0.2250000,0.2250000,191.2263903
0.2300000,0.2300000,0.2300000,157.4329527
0.2350000,0.2350000,0.2350000,129.5765692
0.2400000,0.2400000,0.2400000,106.2199808
