# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,14977691.9498577
0.0050000,0.0050000,0.0050000,8290887.4617290
0.0100000,0.0100000,0.0100000,4870513.3796491
0.0150000,0.0150000,0.0150000,3084090.4217758
0.0200000,0.0200000,0.0200000,2062450.3096701
0.0250000,0.0250000,0.0250000,1400717.1471759
0.0300000,0.0300000,0.0300000,992347.9008168
0.0350000,0.0350000,0.0350000,676429.3534963
0.0400000,0.0400000,0.0400000,470627.3834063
0.0450000,0.0450000,0.0450000,334210.8450172
0.0500000,0.0500000,0.0500000,242299.1217808
0.0550000,0.0550000,0.0550000,179456.3271950
0.0600000,0.0600000,0.0600000,135947.4307311
0.0650000,0.0650000,0.0650000,105529.4749899
0.0700000,0.0700000,0.0700000,84134.7708323
0.0750000,0.0750000,0.0750000,69076.9749970
0.0800000,0.0800000,0.0800000,58566.9914767
0.0850000,0.0850000,0.0850000,51414.9958555
0.0900000,0.0900000,0.0900000,44557.2871894
0.0950000,0.0950000,0.0950000,39150.6515400
0.1000000,0.1000000,0.1000000,35632.1336232
0.1050000,0.1050000,0.1050000,29340.6251494
0.1100000,0.1100000,0.1100000,22952.0102940
0.1150000,0.1150000,0.1150000,18215.3746897
0.1200000,0.1200000,0.1200000,14667.1842531
0.1250000,0.1250000,0.1250000,11978.1583909
0.1300000,0.1300000,0.1300000,9913.8887476
0.1350000,0.1350000,0.1350000,8307.0621125
0.1400000,0.1400000,0.1400000,7037.8639972
0.1450000,0.1450000,0.1450000,6020.1490375
0.1500000,0.1500000,0.1500000,5191.6793323
0.1550000,0.1550000,0.1550000,4507.2345718
0.1600000,0.1600000,0.1600000,3933.7500549
0.1650000,0.1650000,0.1650000,3446.8855105
0.1700000,0.1700000,0.1700000,3028.6011665
0.1750000,0.1750000,0.1750000,2665.4403163
0.1800000,0.1800000,0.1800000,2199.0530279
0.1850000,0.1850000,0.1850000,1712.9964066
0.1900000,0.1900000,0.1900000,1332.6394908
0.1950000,0.1950000,0.1950000,1041.0535707
0.2000000,0.2000000,0.2000000,816.5107423
0.2050000,0.2050000,0.2050000,642.8406343
0.2100000,0.2100000,0.2100000,507.9545611
0.2150000,0.2150000,0.2150000,402.7737732
0.2200000,0.2200000,0.2200000,320.4484238
0.2250000,0.2250000,0.2250000,255.7862555
0.2300000,0.2300000,0.2300000,204.8330229
0.2350000,0.2350000,0.2350000,164.5630777
0.2400000,0.2400000,0.2400000,132.6502887
0.2450000,0.2450000,0.2450000,107.2978556
0.2500000,0.2500000,0.2500000,87.1115343
0.2550000,0.2550000,0.2550000,71.0049704
0.2600000,0.2600000,0.2600000,58.1286637
0.2650000,0.2650000,0.2650000,47.8159678
0.2700000,0.2700000,0.2700000,39.5411228
0.2750000,0.2750000,0.2750000,32.8864329
0.2800000,0.2800000,0.2800000,27.5177300
0.2850000,0.2850000,0.2850000,23.1676207
0.2900000,0.2900000,0.2900000,19.6246299
0.2950000,0.2950000,0.2950000,16.7245993
0.3000000,0.3000000,0.3000000,14.3404028
0.3050000,0.3050000,0.3050000,12.3683715
0.3100000,0.3100000,0.3100000,10.7142201
0.3150000,0.3150000,0.3150000,9.2873331
0.3200000,0.3200000,0.3200000,8.0118564
0.3250000,0.3250000,0.3250000,6.8451865
0.3300000,0.3300000,0.3300000,5.7803513
0.3350000,0.3350000,0.3350000,4.8277810
0.3400000,0.3400000,0.3400000,3.9955259
0.3450000,0.3450000,0.3450000,3.2810802
0.3500000,0.3500000,0.3500000,2.6729473
0.3550000,0.3550000,0.3550000,2.1557611
0.3600000,0.3600000,0.3600000,1.7147108
0.3650000,0.3650000,0.3650000,1.3375413
0.3700000,0.3700000,0.3700000,1.0145069
0.3750000,0.3750000,0.3750000,0.7376595
0.3800000,0.3800000,0.3800000,0.5003103
0.3850000,0.3850000,0.3850000,0.2967111
0.3900000,0.3900000,0.3900000,0.1214406
0.3950000,0.3950000,0.3950000,-0.0321412
0.4000000,0.4000000,0.4000000,-0.1729159
0.4050000,0.4050000,0.4050000,-0.3097615
0.4100000,0.4100000,0.4100000,-0.4472876
0.4150000,0.4150000,0.4150000,-0.5839634
0.4200000,0.4200000,0.4200000,-0.7141336
0.4250000,0.4250000,0.4250000,-0.8315609
0.4300000,0.4300000,0.4300000,-0.9318909
0.4350000,0.4350000,0.4350000,-1.0133080
0.4400000,0.4400000,0.4400000,-1.0760868
0.4450000,0.4450000,0.4450000,-1.1219156
0.4500000,0.4500000,0.4500000,-1.1532775
0.4550000,0.4550000,0.4550000,-1.1728439
0.4600000,0.4600000,0.4600000,-1.1829692
0.4650000,0.4650000,0.4650000,-1.1854377
0.4700000,0.4700000,0.4700000,-1.1815158
0.4750000,0.4750000,0.4750000,-1.1722041
0.4800000,0.4800000,0.4800000,-1.1584547
0.4850000,0.4850000,0.4850000,-1.1411622
0.4900000,0.4900000,0.4900000,-1.1209780
0.4950000,0.4950000,0.4950000,-1.0981892
0.5000000,0.5000000,0.5000000,-1.0728266
0.5050000,0.5050000,0.5050000,-1.0449244
0.5100000,0.5100000,0.5100000,-1.0147246
0.5150000,0.5150000,0.5150000,-0.9827156
0.5200000,0.5200000,0.5200000,-0.9495361
0.5250000,0.5250000,0.5250000,-0.9158090
0.5300000,0.5300000,0.5300000,-0.8819860
0.5350000,0.5350000,0.5350000,-0.8482970
0.5400000,0.5400000,0.5400000,-0.8148146
0.5450000,0.5450000,0.5450000,-0.7815581
0.5500000,0.5500000,0.5500000,-0.7485708
0.5550000,0.5550000,0.5550000,-0.7159466
0.5600000,0.5600000,0.5600000,-0.6838216
0.5650000,0.5650000,0.5650000,-0.6523505
0.5700000,0.5700000,0.5700000,-0.6216846
0.5750000,0.5750000,0.5750000,-0.5919555
0.5800000,0.5800000,0.5800000,-0.5632677
0.5850000,0.5850000,0.5850000,-0.5356960
0.5900000,0.5900000,0.5900000,-0.5092873
0.5950000,0.5950000,0.5950000,-0.4840644
0.6000000,0.6000000,0.6000000,-0.4600297
0.6050000,0.6050000,0.6050000,-0.4371700
0.6100000,0.6100000,0.6100000,-0.4154604
0.6150000,0.6150000,0.6150000,-0.3948667
0.6200000,0.6200000,0.6200000,-0.3753492
0.6250000,0.6250000,0.6250000,-0.3568640
0.6300000,0.6300000,0.6300000,-0.3393650
0.6350000,0.6350000,0.6350000,-0.3228051
0.6400000,0.6400000,0.6400000,-0.3071373
0.6450000,0.6450000,0.6450000,-0.2923151
0.6500000,0.6500000,0.6500000,-0.2782930
0.6550000,0.6550000,0.6550000,-0.2650274
0.6600000,0.6600000,0.6600000,-0.2524760
0.6650000,0.6650000,0.6650000,-0.2405985
0.6700000,0.6700000,0.6700000,-0.2293567
0.6750000,0.6750000,0.6750000,-0.2187140
0.6800000,0.6800000,0.6800000,-0.2086361
0.6850000,0.6850000,0.6850000,-0.1990904
0.6900000,0.6900000,0.6900000,-0.1900462
0.6950000,0.6950000,0.6950000,-0.1814745
0.7000000,0.7000000,0.7000000,-0.1733480
0.7050000,0.7050000,0.7050000,-0.1656413
0.7100000,0.7100000,0.7100000,-0.1583301
0.7150000,0.7150000,0.7150000,-0.1513919
0.7200000,0.7200000,0.7200000,-0.1448054
0.7250000,0.7250000,0.7250000,-0.1385507
0.7300000,0.7300000,0.7300000,-0.1326090
0.7350000,0.7350000,0.7350000,-0.1269626
0.7400000,0.7400000,0.7400000,-0.1215952
0.7450000,0.7450000,0.7450000,-0.1164910
0.7500000,0.7500000,0.7500000,-0.1116357
0.7550000,0.7550000,0.7550000,-0.1070154
0.7600000,0.7600000,0.7600000,-0.1026173
0.7650000,0.7650000,0.7650000,-0.0984294
0.7700000,0.7700000,0.7700000,-0.0944402
0.7750000,0.7750000,0.7750000,-0.0906390
0.7800000,0.7800000,0.7800000,-0.0870158
0.7850000,0.7850000,0.7850000,-0.0835612
0.7900000,0.7900000,0.7900000,-0.0802662
0.7950000,0.7950000,0.7950000,-0.0771225
0.8000000,0.8000000,0.8000000,-0.0741221
0.8050000,0.8050000,0.8050000,-0.0712577
0.8100000,0.8100000,0.8100000,-0.0685222
0.8150000,0.8150000,0.8150000,-0.0659090
0.8200000,0.8200000,0.8200000,-0.0634119
0.8250000,0.8250000,0.8250000,-0.0610251
0.8300000,0.8300000,0.8300000,-0.0587429
0.8350000,0.8350000,0.8350000,-0.0565602
0.8400000,0.8400000,0.8400000,-0.0544721
0.8450000,0.8450000,0.8450000,-0.0524737
0.8500000,0.8500000,0.8500000,-0.0505609
0.8550000,0.8550000,0.8550000,-0.0487293
0.8600000,0.8600000,0.8600000,-0.0469750
0.8650000,0.8650000,0.8650000,-0.0452944
0.8700000,0.8700000,0.8700000,-0.0436839
0.8750000,0.8750000,0.8750000,-0.0421402
0.8800000,0.8800000,0.8800000,-0.0406600
0.8850000,0.8850000,0.8850000,-0.0392405
0.8900000,0.8900000,0.8900000,-0.0378787
0.8950000,0.8950000,0.8950000,-0.0365721
0.9000000,0.9000000,0.9000000,-0.0353180
0.9050000,0.9050000,0.9050000,-0.0341141
0.9100000,0.9100000,0.9100000,-0.0329580
0.9150000,0.9150000,0.9150000,-0.0318476
0.9200000,0.9200000,0.9200000,-0.0307809
0.9250000,0.9250000,0.9250000,-0.0297558
0.9300000,0.9300000,0.9300000,-0.0287705
0.9350000,0.9350000,0.9350000,-0.0278232
0.9400000,0.9400000,0.9400000,-0.0269124
0.9450000,0.9450000,0.9450000,-0.0260363
0.9500000,0.9500000,0.9500000,-0.0251934
0.9550000,0.9550000,0.9550000,-0.0243824
0.9600000,0.9600000,0.9600000,-0.0236019
0.9650000,0.9650000,0.9650000,-0.0228504
0.9700000,0.9700000,0.9700000,-0.0221269
0.9750000,0.9750000,0.9750000,-0.0214301
0.9800000,0.9800000,0.9800000,-0.0207589
0.9850000,0.9850000,0.9850000,-0.0201122
0.9900000,0.9900000,0.9900000,-0.0194890
0.9950000,0.9950000,0.9950000,-0.0188883
1.0000000,1.0000000,1.0000000,-0.0183092
1.0050000,1.0050000,1.0050000,-0.0177508
1.0100000,1.0100000,1.0100000,-0.0172122
1.0150000,1.0150000,1.0150000,-0.0166928
1.0200000,1.0200000,1.0200000,-0.0161916
1.0250000,1.0250000,1.0250000,-0.0157079
1.0300000,1.0300000,1.0300000,-0.0152411
1.0350000,1.0350000,1.0350000,-0.0147905
1.0400000,1.0400000,1.0400000,-0.0143554
1.0450000,1.0450000,1.0450000,-0.0139352
1.0500000,1.0500000,1.0500000,-0.0135294
1.0550000,1.0550000,1.0550000,-0.0131373
1.0600000,1.0600000,1.0600000,-0.0127585
1.0650000,1.0650000,1.0650000,-0.0123925
1.0700000,1.0700000,1.0700000,-0.0120387
1.0750000,1.0750000,1.0750000,-0.0116966
1.0800000,1.0800000,1.0800000,-0.0113659
1.0850000,1.0850000,1.0850000,-0.0110461
1.0900000,1.0900000,1.0900000,-0.0107368
1.0950000,1.0950000,1.0950000,-0.0104376
1.1000000,1.1000000,1.1000000,-0.0101481
1.1050000,1.1050000,1.1050000,-0.0098680
1.1100000,1.1100000,1.1100000,-0.0095969
1.1150000,1.1150000,1.1150000,-0.0093344
1.1200000,1.1200000,1.1200000,-0.0090804
1.1250000,1.1250000,1.1250000,-0.0088344
1.1300000,1.1300000,1.1300000,-0.0085961
1.1350000,1.1350000,1.1350000,-0.0083654
1.1400000,1.1400000,1.1400000,-0.0081419
1.1450000,1.1450000,1.1450000,-0.0079253
1.1500000,1.1500000,1.1500000,-0.0077155
1.1550000,1.1550000,1.1550000,-0.0075121
1.1600000,1.1600000,1.1600000,-0.0073150
1.1650000,1.1650000,1.1650000,-0.0071239
1.1700000,1.1700000,1.1700000,-0.0069386
1.1750000,1.1750000,1.1750000,-0.0067590
1.1800000,1.1800000,1.1800000,-0.0065848
1.1850000,1.1850000,1.1850000,-0.0064158
1.1900000,1.1900000,1.1900000,-0.0062518
1.1950000,1.1950000,1.1950000,-0.0060928
1.2000000,1.2000000,1.2000000,-0.0059384
1.2050000,1.2050000,1.2050000,-0.0057887
1.2100000,1.2100000,1.2100000,-0.0056433
1.2150000,1.2150000,1.2150000,-0.0055022
1.2200000,1.2200000,1.2200000,-0.0053652
