# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,5833497.1499208,6890948480.8327808,4585658318.2092638,25474640998.6095657,548401585.5618501,18029299868.4471207,6890947423.7486610,6890949537.9169006,8123317456.5646095,5137637063.8700180,132397205864.5820312,6890948480.8327808,4585658318.2092638,25474640998.6095657,548401585.5618501,18029299868.4471207,6890947423.7486610,6890949537.9169006,8123317456.5646095,5137637063.8700180,132397205864.5820312
0.0025000,0.0025000,0.0025000,inf,nan,4059947.6331820,4279334302.8742008,2847725890.1370673,15819996105.7349911,340556508.1261159,11196366009.2504368,4279333277.3592625,4279335328.3891392,5044645325.9236460,3190513843.5282359,82219916668.8576965,4279334302.8742008,2847725890.1370673,15819996105.7349911,340556508.1261159,11196366009.2504368,4279333277.3592625,4279335328.3891392,5044645325.9236460,3190513843.5282359,82219916668.8576965
0.0050000,0.0050000,0.0050000,inf,nan,2867035.6174551,2705930677.7808781,1800684889.8205593,10003412244.4681301,215338345.7246884,7079764051.1065912,2705929681.0368242,2705931674.5249319,3189856080.3656831,2017442124.4185340,51989867892.1041412,2705930677.7808781,1800684889.8205593,10003412244.4681301,215338345.7246884,7079764051.1065912,2705929681.0368242,2705931674.5249319,3189856080.3656831,2017442124.4185340,51989867892.1041412
0.0075000,0.0075000,0.0075000,inf,nan,2052803.5250154,1740189274.5341411,1158020852.7550864,6433238341.7785959,138481284.9969521,4553026020.0620613,1740188304.0318298,1740190245.0364523,2051402640.8511651,1297420948.6348114,33434901119.8391380,1740189274.5341411,1158020852.7550864,6433238341.7785959,138481284.9969521,4553026020.0620613,1740188304.0318298,1740190245.0364523,2051402640.8511651,1297420948.6348114,33434901119.8391380
0.0100000,0.0100000,0.0100000,inf,nan,1489635.2040136,1137151300.0539482,756722536.7909825,4203910297.3959279,90489984.0489384,2975252067.1418967,1137150353.4940035,1137152246.6138928,1340518077.0364749,847818073.6128640,21848601991.8230133,1137151300.0539482,756722536.7909825,4203910297.3959279,90489984.0489384,2975252067.1418967,1137150353.4940035,1137152246.6138928,1340518077.0364749,847818073.6128640,21848601991.8230133
0.0125000,0.0125000,0.0125000,inf,nan,1095541.3670839,754620283.3548177,502163349.8816490,2789755645.2671742,60047605.6476504,1974405144.8051798,754619358.6344304,754621208.0752051,889575671.3179055,562617054.4875803,14498936019.0301666,754620283.3548177,502163349.8816490,2789755645.2671742,60047605.6476504,1974405144.8051798,754619358.6344304,754621208.0752051,889575671.3179055,562617054.4875803,14498936019.0301666
0.0150000,0.0150000,0.0150000,inf,nan,817049.3704736,508505193.0578310,338383783.4519532,1879906124.0914927,40461716.2083656,1330472767.0230722,508504288.2425431,508506097.8731190,599445652.9475065,379122719.3601896,9770253095.9640732,508505193.0578310,338383783.4519532,1879906124.0914927,40461716.2083656,1330472767.0230722,508504288.2425431,508506097.8731190,599445652.9475065,379122719.3601896,9770253095.9640732
0.0175000,0.0175000,0.0175000,inf,nan,618820.3118364,348223837.2190957,231723252.3690898,1287369016.4644988,27706722.7762582,911113565.8338028,348222950.5186111,348224723.9195803,410499771.3365486,259622851.2803591,6690711364.9116459,348223837.2190957,231723252.3690898,1287369016.4644988,27706722.7762582,911113565.8338028,348222950.5186111,348224723.9195803,410499771.3365486,259622851.2803591,6690711364.9116459
0.0200000,0.0200000,0.0200000,inf,nan,477243.8560180,242885233.8262567,161624956.9624964,897946149.3613595,19324175.1304212,635505453.9294540,242884363.5735134,242886104.0790000,286322538.2355731,181086273.2530119,4666798095.4681530,242885233.8262567,161624956.9624964,897946149.3613595,19324175.1304212,635505453.9294540,242884363.5735134,242886104.0790000,286322538.2355731,181086273.2530119,4666798095.4681530
0.0225000,0.0225000,0.0225000,inf,nan,376429.9770692,173386439.3911762,115376606.3049172,641017447.5112137,13793780.7718855,453668108.1729611,173385584.0240617,173387294.7582906,204394662.6151102,129270535.0890833,3331485428.1987715,173386439.3911762,115376606.3049172,641017447.5112137,13793780.7718855,453668108.1729611,173385584.0240617,173387294.7582906,204394662.6151102,129270535.0890833,3331485428.1987715
