# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1575000,0.1575000,0.1575000,1702.2347079,0.4389964,485.0752136
0.1600000,0.1600000,0.1600000,1503.1384803,0.4352623,414.2903975
0.1625000,0.1625000,0.1625000,1328.1950298,0.4315462,354.6574152
0.1650000,0.1650000,0.1650000,1174.3794027,0.4278444,304.2550548
0.1675000,0.1675000,0.1675000,1039.0572399,0.4241542,261.5127928
0.1700000,0.1700000,0.1700000,919.9328756,0.4204732,225.1521592
0.1725000,0.1725000,0.1725000,815.0045283,0.4167996,194.1375594
0.1750000,0.1750000,0.1750000,722.5255856,0.4131324,167.6277692
0.1775000,0.1775000,0.1775000,640.9711300,0.4094704,144.9314674
0.1800000,0.1800000,0.1800000,569.0089759,0.4058133,125.4728330
0.1825000,0.1825000,0.1825000,505.4745932,0.4021608,108.7677699
0.1850000,0.1850000,0.1850000,449.3493824,0.3985130,94.4074989
0.1875000,0.1875000,0.1875000,399.7418404,0.3948700,82.0463316
0.1900000,0.1900000,0.1900000,355.8712244,0.3912324,71.3918176
0.1925000,0.1925000,0.1925000,317.0533729,0.3876007,62.1964629
0.1950000,0.1950000,0.1950000,282.6883911,0.3839756,54.2506834
0.1975000,0.1975000,0.1975000,252.2499513,0.3803579,47.3768171
0.2000000,0.2000000,0.2000000,225.2759894,0.3767484,41.4240591
0.2025000,0.2025000,0.2025000,201.3606116,0.3731482,36.2642001
0.2050000,0.2050000,0.2050000,180.1470496,0.3695582,31.7880507
0.2075000,0.2075000,0.2075000,161.3215246,0.3659794,27.9024489
0.2100000,0.2100000,0.2100000,144.6079004,0.3624128,24.5277572
0.2125000,0.2125000,0.2125000,129.7630197,0.3588592,21.5957693
0.2150000,0.2150000,0.2150000,116.5726313,0.3553191,19.0479578
0.2175000,0.2175000,0.2175000,104.8478238,0.3517913,16.8340010
0.2200000,0.2200000,0.2200000,94.4218879,0.3482703,14.9105312
0.2225000,0.2225000,0.2225000,85.1475395,0.3447424,13.2400417
0.2250000,0.2250000,0.2250000,76.8944547,0.3411791,11.7898902
0.2275000,0.2275000,0.2275000,69.5470895,0.3375314,10.5313592
0.2300000,0.2300000,0.2300000,63.0027848,0.3337266,9.4387750
0.2325000,0.2325000,0.2325000,57.1701628,0.3296713,8.4887354
0.2350000,0.2350000,0.2350000,51.9678159,0.3252621,7.6595281
0.2375000,0.2375000,0.2375000,47.3232596,0.3204037,6.9308218
0.2400000,0.2400000,0.2400000,43.1720941,0.3150312,6.2836782
0.2425000,0.2425000,0.2425000,39.4572942,0.3091299,5.7008561
0.2450000,0.2450000,0.2450000,36.1285498,0.3027494,5.1672940
0.2475000,0.2475000,0.2475000,33.1415989,0.2960062,4.6705890
0.2500000,0.2500000,0.2500000,30.4575395,0.2890760,4.2012796
0.2525000,0.2525000,0.2525000,28.0421439,0.2821760,3.7528034
0.2550000,0.2550000,0.2550000,25.8652252,0.2755394,3.3211275
0.2575000,0.2575000,0.2575000,23.9000991,0.2693872,2.9041689
0.2600000,0.2600000,0.2600000,22.1231607,0.2638976,2.5011726
0.2625000,0.2625000,0.2625000,20.5135593,0.2591816,2.1121524
0.2650000,0.2650000,0.2650000,19.0529358,0.2552677,1.7374010
0.2675000,0.2675000,0.2675000,17.7251773,0.2521020,1.3770498
0.2700000,0.2700000,0.2700000,16.5161606,0.2495639,1.0307480
0.2725000,0.2725000,0.2725000,15.4134842,0.2474936,0.6976075
0.2750000,0.2750000,0.2750000,14.4062055,0.2457233,0.3764924
0.2775000,0.2775000,0.2775000,13.4846120,0.2441043,0.0665310
0.2800000,0.2800000,0.2800000,12.6400435,0.2425260,-0.2324140
0.2825000,0.2825000,0.2825000,11.8647629,0.2409247,-0.5195570
0.2850000,0.2850000,0.2850000,11.1518580,0.2392853,-0.7933480
0.2875000,0.2875000,0.2875000,10.4951492,0.2376380,-1.0518646
0.2900000,0.2900000,0.2900000,9.8890908,0.2360532,-1.2932535
0.2925000,0.2925000,0.2925000,9.3286633,0.2346324,-1.5160753
0.2950000,0.2950000,0.2950000,8.8092655,0.2334968,-1.7195004
