# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,6527774.5761239,266282406.1174156,170598707.3936881,1075630429.1530535,16389567.1882951,757038132.3660120,266282328.9102711,266282483.3245601,313904032.8056865,198530342.0756369,5552301825.4090309
0.0025000,0.0025000,0.0025000,inf,nan,6165048.7266144,174450374.1623629,111764898.6776466,704676453.6188966,10737121.7821769,495957678.7135198,174450287.0811051,174450461.2436207,205648870.2069195,130063765.6188417,3637474688.8354354
0.0050000,0.0050000,0.0050000,inf,nan,6988399.3636451,116137643.8350445,74405883.8290390,469122510.5055133,7147945.9749400,330172895.2202438,116137547.8767211,116137739.7933678,136907561.0060991,86587944.3355453,2421569058.1981425
0.0075000,0.0075000,0.0075000,inf,nan,9233343.1910201,78538701.2524228,50317534.1371354,317241502.1238148,4833773.1187433,223277807.9368709,78538597.3452026,78538805.1596430,92584468.5494756,58555559.3145137,1637574689.8666553
0.0100000,0.0100000,0.0100000,inf,nan,13575403.8798287,53945823.7924046,34561734.8930107,217898507.4566478,3320145.2424420,153359394.4579817,53945712.8031054,53945934.7817038,63593430.3297301,40220016.8130359,1124776164.6915097
0.0125000,0.0125000,0.0125000,inf,nan,18702861.3167745,37642153.4797608,24116534.5452085,152040010.1054581,2316714.0094382,107007628.6907903,37642036.2200276,37642270.7394940,44374031.1388703,28064601.4724131,784821101.6303082
0.0150000,0.0150000,0.0150000,inf,nan,27451592.0227497,26696132.0124151,17103772.1005155,107824106.6292019,1643028.3712813,75888079.2958302,26696009.2437987,26696254.7810314,31470436.2980518,19903651.5322162,556582762.4667243
0.0175000,0.0175000,0.0175000,inf,nan,44786651.3624519,19259296.5712324,12339194.1842924,77784002.8717921,1185308.3701398,54745553.8580900,19259169.0093707,19259424.1330942,22703606.1107426,14359021.2818527,401518293.4559182
0.0200000,0.0200000,0.0200000,inf,nan,78359936.5460096,14150385.0755924,9066002.7540120,57148036.6263148,870843.6501667,40221716.2965798,14150253.3936587,14150516.7575261,16681023.0001574,10550005.2764305,294996844.3237295
0.0225000,0.0225000,0.0225000,inf,nan,144881785.3137243,10605126.5073214,6794552.6571719,42828973.8971751,652591.1930087,30143744.7924241,10604991.3388756,10605261.6757673,12501734.6342994,7906791.2294797,221082412.7448044
0.0250000,0.0250000,0.0250000,inf,nan,105376673.2679993,8123482.4628410,5204483.4462407,32806953.4437076,499771.8987013,23090042.7392869,8123344.4041929,8123620.5214892,9576276.3401938,6056568.9476388,169348662.8802965
0.0275000,0.0275000,0.0275000,inf,nan,53924909.5017712,6375093.9719199,4084141.6192812,25747548.5927713,392050.0909042,18121427.2086804,6374953.5840964,6375234.3597434,7515208.1449139,4753034.9656353,132907396.0982070
