# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1775000,0.1775000,0.1775000,1651.4010278,1.9542471,1270.2906866
0.1800000,0.1800000,0.1800000,1458.0478906,1.9423595,1078.3278718
0.1825000,0.1825000,0.1825000,1288.4394859,1.9304932,917.6519690
0.1850000,0.1850000,0.1850000,1139.5172860,1.9186472,782.7461927
0.1875000,0.1875000,0.1875000,1008.6365794,1.9068213,669.1429685
0.1900000,0.1900000,0.1900000,893.5077005,1.8950149,573.2098499
0.1925000,0.1925000,0.1925000,792.1460065,1.8832282,491.9820576
0.1950000,0.1950000,0.1950000,702.8292404,1.8714611,423.0307487
0.1975000,0.1975000,0.1975000,624.0611379,1.8597140,364.3521356
0.2000000,0.2000000,0.2000000,554.5403252,1.8479872,314.1644502
0.2025000,0.2025000,0.2025000,493.1336993,1.8362812,270.4065504
0.2050000,0.2050000,0.2050000,438.8536183,1.8245968,231.6429124
0.2075000,0.2075000,0.2075000,390.8383298,1.8129345,198.0584438
0.2100000,0.2100000,0.2100000,348.3351569,1.8012953,169.4459476
0.2125000,0.2125000,0.2125000,310.6860357,1.7896801,145.1413384
0.2150000,0.2150000,0.2150000,277.3150603,1.7780898,124.4538763
0.2175000,0.2175000,0.2175000,247.7177441,1.7665254,106.7778684
0.2200000,0.2200000,0.2200000,221.4517497,1.7549880,91.6165939
0.2225000,0.2225000,0.2225000,198.1288780,1.7434788,78.5805121
0.2250000,0.2250000,0.2250000,177.4081374,1.7319988,67.3642360
0.2275000,0.2275000,0.2275000,158.9897402,1.7205493,57.7173922
0.2300000,0.2300000,0.2300000,142.6098942,1.7091315,49.4248880
0.2325000,0.2325000,0.2325000,128.0362692,1.6977469,42.2981637
0.2350000,0.2350000,0.2350000,115.0640227,1.6863979,36.1719965
0.2375000,0.2375000,0.2375000,103.5122768,1.6750893,30.9027219
0.2400000,0.2400000,0.2400000,93.2209686,1.6638301,26.3663646
0.2425000,0.2425000,0.2425000,84.0480591,1.6526359,22.4565013
0.2450000,0.2450000,0.2450000,75.8671526,1.6415304,19.0820348
0.2475000,0.2475000,0.2475000,68.5655944,1.6305437,16.1650638
0.2500000,0.2500000,0.2500000,62.0430512,1.6197089,13.6389696
0.2525000,0.2525000,0.2525000,56.2104697,1.6090577,11.4468095
0.2550000,0.2550000,0.2550000,50.9892244,1.5986167,9.5400582
0.2575000,0.2575000,0.2575000,46.3102688,1.5884066,7.8776582
0.2600000,0.2600000,0.2600000,42.1131979,1.5784419,6.4252441
0.2625000,0.2625000,0.2625000,38.3452405,1.5687300,5.1543737
0.2650000,0.2650000,0.2650000,34.9602595,1.5592687,4.0416592
0.2675000,0.2675000,0.2675000,31.9178328,1.5500423,3.0678076
0.2700000,0.2700000,0.2700000,29.1824407,1.5410208,2.2166644
0.2725000,0.2725000,0.2725000,26.7227486,1.5321605,1.4743766
0.2750000,0.2750000,0.2750000,24.5109652,1.5234104,0.8287398
0.2775000,0.2775000,0.2775000,22.5222640,1.5147182,0.2687340
0.2800000,0.2800000,0.2800000,20.7342720,1.5060384,-0.2157859
0.2825000,0.2825000,0.2825000,19.1266351,1.4973369,-0.6342759
0.2850000,0.2850000,0.2850000,17.6806752,1.4885945,-0.9955785
0.2875000,0.2875000,0.2875000,16.3791475,1.4798064,-1.3078969
0.2900000,0.2900000,0.2900000,15.2061036,1.4709806,-1.5787005
0.2925000,0.2925000,0.2925000,14.1468538,1.4621331,-1.8146213
0.2950000,0.2950000,0.2950000,13.1880076,1.4532836,-2.0214061
0.2975000,0.2975000,0.2975000,12.3175548,1.4444504,-2.2039539
0.3000000,0.3000000,0.3000000,11.5249386,1.4356478,-2.3664204
0.3025000,0.3025000,0.3025000,10.8010733,1.4268849,-2.5123396
0.3050000,0.3050000,0.3050000,10.1382749,1.4181675,-2.6447178
0.3075000,0.3075000,0.3075000,9.5301001,1.4095029,-2.7660789
0.3100000,0.3100000,0.3100000,8.9711196,1.4009040,-2.8784731
0.3125000,0.3125000,0.3125000,8.4566669,1.3923938,-2.9834867
0.3150000,0.3150000,0.3150000,7.9826118,1.3840067,-3.0823134
0.3175000,0.3175000,0.3175000,7.5451890,1.3757865,-3.1759455
0.3200000,0.3200000,0.3200000,7.1408951,1.3677827,-3.2654897
0.3225000,0.3225000,0.3225000,6.7664476,1.3600448,-3.3525153
0.3250000,0.3250000,0.3250000,6.4187866,1.3526163,-3.4392733
0.3275000,0.3275000,0.3275000,6.0950956,1.3455306,-3.5286607
0.3300000,0.3300000,0.3300000,5.7928249,1.3388075,-3.6239129
0.3325000,0.3325000,0.3325000,5.5097065,1.3324525,-3.7281193
0.3350000,0.3350000,0.3350000,5.2437572,1.3264570,-3.8437089
0.3375000,0.3375000,0.3375000,4.9932732,1.3207993,-3.9720718
0.3400000,0.3400000,0.3400000,4.7568187,1.3154466,-4.1134267
0.3425000,0.3425000,0.3425000,4.5332072,1.3103582,-4.2668921
0.3450000,0.3450000,0.3450000,4.3214762,1.3054890,-4.4305990
0.3475000,0.3475000,0.3475000,4.1208516,1.3007938,-4.6017506
0.3500000,0.3500000,0.3500000,3.9307043,1.2962318,-4.7767043
0.3525000,0.3525000,0.3525000,3.7505045,1.2917705,-4.9512024
0.3550000,0.3550000,0.3550000,3.5797811,1.2873873,-5.1207779
0.3575000,0.3575000,0.3575000,3.4180876,1.2830702,-5.2812294
0.3600000,0.3600000,0.3600000,3.2649763,1.2788165,-5.4290251
0.3625000,0.3625000,0.3625000,3.1199721,1.2746326,-5.5615423
0.3650000,0.3650000,0.3650000,2.9825450,1.2705343,-5.6771294
0.3675000,0.3675000,0.3675000,2.8520804,1.2665482,-5.7750342
0.3700000,0.3700000,0.3700000,2.7278529,1.2627147,-5.8552562
0.3725000,0.3725000,0.3725000,2.6090102,1.2590902,-5.9183737
0.3750000,0.3750000,0.3750000,2.4945708,1.2557490,-5.9653744
0.3775000,0.3775000,0.3775000,2.3834356,1.2527835,-5.9975081
0.3800000,0.3800000,0.3800000,2.2744085,1.2503013,-6.0161708
0.3825000,0.3825000,0.3825000,2.1662252,1.2484209,-6.0228190
0.3850000,0.3850000,0.3850000,2.0575876,1.2472629,-6.0189048
0.3875000,0.3875000,0.3875000,1.9472129,1.2469405,-6.0058198
0.3900000,0.3900000,0.3900000,1.8339071,1.2475460,-5.9848420
0.3925000,0.3925000,0.3925000,1.7166684,1.2491346,-5.9570922
0.3950000,0.3950000,0.3950000,1.5948086,1.2517069,-5.9235088
0.3975000,0.3975000,0.3975000,1.4680569,1.2551940,-5.8848498
0.4000000,0.4000000,0.4000000,1.3365939,1.2594531,-5.8417206
0.4025000,0.4025000,0.4025000,1.2009835,1.2642763,-5.7946220
0.4050000,0.4050000,0.4050000,1.0620239,1.2694097,-5.7440049
0.4075000,0.4075000,0.4075000,0.9206027,1.2745742,-5.6903189
0.4100000,0.4100000,0.4100000,0.7776405,1.2794836,-5.6340424
0.4125000,0.4125000,0.4125000,0.6341377,1.2838607,-5.5756880
0.4150000,0.4150000,0.4150000,0.4912641,1.2874544,-5.5157835
0.4175000,0.4175000,0.4175000,0.3504040,1.2900599,-5.4548379
0.4200000,0.4200000,0.4200000,0.2131092,1.2915349,-5.3933033
0.4225000,0.4225000,0.4225000,0.0809709,1.2918080,-5.3315431
0.4250000,0.4250000,0.4250000,-0.0445397,1.2908757,-5.2698150
0.4275000,0.4275000,0.4275000,-0.1622089,1.2887899,-5.2082695
0.4300000,0.4300000,0.4300000,-0.2711656,1.2856409,-5.1469675
0.4325000,0.4325000,0.4325000,-0.3709061,1.2815394,-5.0859103
0.4350000,0.4350000,0.4350000,-0.4612709,1.2766027,-5.0250795
0.4375000,0.4375000,0.4375000,-0.5423904,1.2709440,-4.9644757
0.4400000,0.4400000,0.4400000,-0.6146167,1.2646671,-4.9041484
0.4425000,0.4425000,0.4425000,-0.6784558,1.2578637,-4.8442074
0.4450000,0.4450000,0.4450000,-0.7345039,1.2506128,-4.7848121
0.4475000,0.4475000,0.4475000,-0.7833935,1.2429813,-4.7261445
0.4500000,0.4500000,0.4500000,-0.8257508,1.2350246,-4.6683729
0.4525000,0.4525000,0.4525000,-0.8621643,1.2267873,-4.6116195
0.4550000,0.4550000,0.4550000,-0.8931684,1.2183049,-4.5559371
0.4575000,0.4575000,0.4575000,-0.9192373,1.2096051,-4.5013024
0.4600000,0.4600000,0.4600000,-0.9407892,1.2007104,-4.4476219
0.4625000,0.4625000,0.4625000,-0.9581942,1.1916400,-4.3947490
0.4650000,0.4650000,0.4650000,-0.9717844,1.1824117,-4.3425055
0.4675000,0.4675000,0.4675000,-0.9818624,1.1730434,-4.2907030
0.4700000,0.4700000,0.4700000,-0.9887076,1.1635537,-4.2391623
0.4725000,0.4725000,0.4725000,-0.9925805,1.1539625,-4.1877270
0.4750000,0.4750000,0.4750000,-0.9937256,1.1442902,-4.1362720
0.4775000,0.4775000,0.4775000,-0.9923728,1.1345581,-4.0847073
0.4800000,0.4800000,0.4800000,-0.9887391,1.1247872,-4.0329778
0.4825000,0.4825000,0.4825000,-0.9830308,1.1149980,-3.9810609
0.4850000,0.4850000,0.4850000,-0.9754456,1.1052095,-3.9289613
0.4875000,0.4875000,0.4875000,-0.9661769,1.0954395,-3.8767068
0.4900000,0.4900000,0.4900000,-0.9554184,1.0857036,-3.8243422
0.4925000,0.4925000,0.4925000,-0.9433697,1.0760151,-3.7719250
0.4950000,0.4950000,0.4950000,-0.9302405,1.0663848,-3.7195204
0.4975000,0.4975000,0.4975000,-0.9162542,1.0568211,-3.6671983
0.5000000,0.5000000,0.5000000,-0.9016474,1.0473301,-3.6150294
0.5025000,0.5025000,0.5025000,-0.8866656,1.0379156,-3.5630838
0.5050000,0.5050000,0.5050000,-0.8715541,1.0285801,-3.5114284
0.5075000,0.5075000,0.5075000,-0.8565438,1.0193253,-3.4601264
0.5100000,0.5100000,0.5100000,-0.8418366,1.0101525,-3.4092360
0.5125000,0.5125000,0.5125000,-0.8275904,1.0010631,-3.3588099
0.5150000,0.5150000,0.5150000,-0.8139100,0.9920592,-3.3088956
0.5175000,0.5175000,0.5175000,-0.8008425,0.9831433,-3.2595346
0.5200000,0.5200000,0.5200000,-0.7883814,0.9743184,-3.2107635
0.5225000,0.5225000,0.5225000,-0.7764743,0.9655879,-3.1626131
0.5250000,0.5250000,0.5250000,-0.7650358,0.9569551,-3.1151098
0.5275000,0.5275000,0.5275000,-0.7539601,0.9484229,-3.0682753
0.5300000,0.5300000,0.5300000,-0.7431341,0.9399939,-3.0221270
0.5325000,0.5325000,0.5325000,-0.7324479,0.9316701,-2.9766787
0.5350000,0.5350000,0.5350000,-0.7218024,0.9234528,-2.9319407
0.5375000,0.5375000,0.5375000,-0.7111141,0.9153427,-2.8879201
0.5400000,0.5400000,0.5400000,-0.7003182,0.9073398,-2.8446215
0.5425000,0.5425000,0.5425000,-0.6893685,0.8994435,-2.8020468
0.5450000,0.5450000,0.5450000,-0.6782364,0.8916528,-2.7601959
0.5475000,0.5475000,0.5475000,-0.6669091,0.8839663,-2.7190670
0.5500000,0.5500000,0.5500000,-0.6553871,0.8763822,-2.6786562
0.5525000,0.5525000,0.5525000,-0.6436816,0.8688987,-2.6389587
0.5550000,0.5550000,0.5550000,-0.6318119,0.8615136,-2.5999682
0.5575000,0.5575000,0.5575000,-0.6198030,0.8542248,-2.5616773
0.5600000,0.5600000,0.5600000,-0.6076840,0.8470301,-2.5240780
0.5625000,0.5625000,0.5625000,-0.5954857,0.8399271,-2.4871614
0.5650000,0.5650000,0.5650000,-0.5832399,0.8329138,-2.4509179
0.5675000,0.5675000,0.5675000,-0.5709781,0.8259879,-2.4153376
0.5700000,0.5700000,0.5700000,-0.5587306,0.8191474,-2.3804099
0.5725000,0.5725000,0.5725000,-0.5465260,0.8123903,-2.3461243
0.5750000,0.5750000,0.5750000,-0.5343910,0.8057145,-2.3124697
0.5775000,0.5775000,0.5775000,-0.5223497,0.7991183,-2.2794350
0.5800000,0.5800000,0.5800000,-0.5104243,0.7925999,-2.2470089
0.5825000,0.5825000,0.5825000,-0.4986340,0.7861574,-2.2151801
0.5850000,0.5850000,0.5850000,-0.4869962,0.7797894,-2.1839372
0.5875000,0.5875000,0.5875000,-0.4755254,0.7734941,-2.1532689
0.5900000,0.5900000,0.5900000,-0.4642346,0.7672703,-2.1231638
0.5925000,0.5925000,0.5925000,-0.4531342,0.7611163,-2.0936107
0.5950000,0.5950000,0.5950000,-0.4422332,0.7550309,-2.0645985
0.5975000,0.5975000,0.5975000,-0.4315386,0.7490127,-2.0361161
0.6000000,0.6000000,0.6000000,-0.4210560,0.7430605,-2.0081527
0.6025000,0.6025000,0.6025000,-0.4107896,0.7371731,-1.9806975
0.6050000,0.6050000,0.6050000,-0.4007423,0.7313494,-1.9537399
0.6075000,0.6075000,0.6075000,-0.3909161,0.7255881,-1.9272695
0.6100000,0.6100000,0.6100000,-0.3813117,0.7198883,-1.9012760
0.6125000,0.6125000,0.6125000,-0.3719292,0.7142490,-1.8757493
0.6150000,0.6150000,0.6150000,-0.3627680,0.7086690,-1.8506797
0.6175000,0.6175000,0.6175000,-0.3538267,0.7031475,-1.8260572
0.6200000,0.6200000,0.6200000,-0.3451033,0.6976835,-1.8018726
0.6225000,0.6225000,0.6225000,-0.3365955,0.6922761,-1.7781164
0.6250000,0.6250000,0.6250000,-0.3283005,0.6869245,-1.7547796
0.6275000,0.6275000,0.6275000,-0.3202152,0.6816278,-1.7318531
0.6300000,0.6300000,0.6300000,-0.3123362,0.6763851,-1.7093283
0.6325000,0.6325000,0.6325000,-0.3046599,0.6711956,-1.6871967
0.6350000,0.6350000,0.6350000,-0.2971824,0.6660587,-1.6654498
0.6375000,0.6375000,0.6375000,-0.2898998,0.6609734,-1.6440795
0.6400000,0.6400000,0.6400000,-0.2828079,0.6559391,-1.6230778
0.6425000,0.6425000,0.6425000,-0.2759027,0.6509550,-1.6024369
0.6450000,0.6450000,0.6450000,-0.2691800,0.6460204,-1.5821492
0.6475000,0.6475000,0.6475000,-0.2626354,0.6411347,-1.5622073
0.6500000,0.6500000,0.6500000,-0.2562647,0.6362971,-1.5426038
0.6525000,0.6525000,0.6525000,-0.2500636,0.6315069,-1.5233317
0.6550000,0.6550000,0.6550000,-0.2440279,0.6267637,-1.5043840
0.6575000,0.6575000,0.6575000,-0.2381534,0.6220666,-1.4857539
0.6600000,0.6600000,0.6600000,-0.2324360,0.6174151,-1.4674349
0.6625000,0.6625000,0.6625000,-0.2268714,0.6128086,-1.4494205
0.6650000,0.6650000,0.6650000,-0.2214557,0.6082464,-1.4317044
0.6675000,0.6675000,0.6675000,-0.2161849,0.6037281,-1.4142804
0.6700000,0.6700000,0.6700000,-0.2110549,0.5992529,-1.3971424
0.6725000,0.6725000,0.6725000,-0.2060621,0.5948204,-1.3802848
0.6750000,0.6750000,0.6750000,-0.2012025,0.5904301,-1.3637017
0.6775000,0.6775000,0.6775000,-0.1964726,0.5860813,-1.3473875
0.6800000,0.6800000,0.6800000,-0.1918686,0.5817735,-1.3313367
0.6825000,0.6825000,0.6825000,-0.1873871,0.5775062,-1.3155442
0.6850000,0.6850000,0.6850000,-0.1830247,0.5732790,-1.3000045
0.6875000,0.6875000,0.6875000,-0.1787779,0.5690912,-1.2847127
0.6900000,0.6900000,0.6900000,-0.1746436,0.5649425,-1.2696638
0.6925000,0.6925000,0.6925000,-0.1706184,0.5608322,-1.2548530
0.6950000,0.6950000,0.6950000,-0.1666994,0.5567601,-1.2402755
0.6975000,0.6975000,0.6975000,-0.1628835,0.5527255,-1.2259267
0.7000000,0.7000000,0.7000000,-0.1591677,0.5487280,-1.2118022
0.7025000,0.7025000,0.7025000,-0.1555492,0.5447671,-1.1978974
0.7050000,0.7050000,0.7050000,-0.1520253,0.5408425,-1.1842081
0.7075000,0.7075000,0.7075000,-0.1485931,0.5369537,-1.1707301
0.7100000,0.7100000,0.7100000,-0.1452502,0.5331003,-1.1574592
0.7125000,0.7125000,0.7125000,-0.1419939,0.5292817,-1.1443916
0.7150000,0.7150000,0.7150000,-0.1388218,0.5254977,-1.1315232
0.7175000,0.7175000,0.7175000,-0.1357314,0.5217478,-1.1188503
0.7200000,0.7200000,0.7200000,-0.1327205,0.5180316,-1.1063690
0.7225000,0.7225000,0.7225000,-0.1297868,0.5143487,-1.0940758
0.7250000,0.7250000,0.7250000,-0.1269281,0.5106987,-1.0819670
0.7275000,0.7275000,0.7275000,-0.1241422,0.5070812,-1.0700393
0.7300000,0.7300000,0.7300000,-0.1214271,0.5034959,-1.0582891
0.7325000,0.7325000,0.7325000,-0.1187808,0.4999423,-1.0467131
