# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1452293589.5545297,1452293589.5545297
0.0050000,0.0050000,0.0050000,554990894.2505273,554990894.2505273
0.0100000,0.0100000,0.0100000,229049851.5191607,229049851.5191607
0.0150000,0.0150000,0.0150000,102414964.8595193,102414964.8595193
0.0200000,0.0200000,0.0200000,49332592.5468558,49332592.5468558
0.0250000,0.0250000,0.0250000,25392959.5871705,25392959.5871705
0.0300000,0.0300000,0.0300000,13839900.6122981,13839900.6122981
0.0350000,0.0350000,0.0350000,7806858.3952467,7806858.3952467
0.0400000,0.0400000,0.0400000,4687124.5529890,4687124.5529890
0.0450000,0.0450000,0.0450000,2979363.1749005,2979363.1749005
0.0500000,0.0500000,0.0500000,1812699.6391037,1812699.6391037
0.0550000,0.0550000,0.0550000,1150483.5987490,1150483.5987490
0.0600000,0.0600000,0.0600000,760246.1384602,760246.1384602
0.0650000,0.0650000,0.0650000,525888.8814170,525888.8814170
0.0700000,0.0700000,0.0700000,373186.9004299,373186.9004299
0.0750000,0.0750000,0.0750000,252349.2143973,252349.2143973
0.0800000,0.0800000,0.0800000,177893.8254340,177893.8254340
0.0850000,0.0850000,0.0850000,131727.4933156,131727.4933156
0.0900000,0.0900000,0.0900000,102007.6692085,102007.6692085
0.0950000,0.0950000,0.0950000,78114.6287529,78114.6287529
0.1000000,0.1000000,0.1000000,55664.0952293,55664.0952293
0.1050000,0.1050000,0.1050000,40826.9302776,40826.9302776
0.1100000,0.1100000,0.1100000,30817.4151725,30817.4151725
0.1150000,0.1150000,0.1150000,23810.6627438,23810.6627438
0.1200000,0.1200000,0.1200000,18970.7424881,18970.7424881
0.1250000,0.1250000,0.1250000,15442.5245489,15442.5245489
0.1300000,0.1300000,0.1300000,11939.3010964,11939.3010964
0.1350000,0.1350000,0.1350000,8821.5935279,8821.5935279
0.1400000,0.1400000,0.1400000,6608.9813429,6608.9813429
0.1450000,0.1450000,0.1450000,5020.2482780,5020.2482780
0.1500000,0.1500000,0.1500000,3869.9007990,3869.9007990
