# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,10541907522409.5585938,2611326025295860736.0000000,1700684450386167808.0000000,10152986980973180928.0000000,179727470419548320.0000000,7162878582480736256.0000000,2611326025295865344.0000000,2611326025295856128.0000000,3078332445101049856.0000000,1946908384342910720.0000000,52562639062686146560.0000000
0.0025000,0.0025000,0.0025000,inf,nan,1493984109138.5190430,197940725507427392.0000000,128913322410147120.0000000,769605017209539712.0000000,13623494484477952.0000000,542952266643905216.0000000,197940725507430944.0000000,197940725507423840.0000000,233340207861375200.0000000,147577305307814496.0000000,3984292584467070976.0000000
0.0050000,0.0050000,0.0050000,inf,nan,300936095896.8334351,23636781899352876.0000000,15393982589134714.0000000,91901178651419536.0000000,1626828246783531.5000000,64835795161371096.0000000,23636781899355760.0000000,23636781899349992.0000000,27863955673750592.0000000,17622712910204690.0000000,475778063254439360.0000000
0.0075000,0.0075000,0.0075000,inf,nan,78609516847.4869080,3882234902521268.5000000,2528392257162022.0000000,15094354488810974.0000000,267199199694327.8437500,10648987204163594.0000000,3882234902523680.5000000,3882234902518856.5000000,4576529144261455.0000000,2894451174801502.5000000,78144403022166144.0000000
0.0100000,0.0100000,0.0100000,inf,nan,27495935776.3584976,807210385434675.8750000,525713803740777.5625000,3138480829178935.0000000,55557162599731.7890625,2214181613391725.0000000,807210385436730.2500000,807210385432621.5000000,951570924287232.5000000,601826295187858.2500000,16248108578371406.0000000
0.0125000,0.0125000,0.0125000,inf,nan,11025345666.1220436,201231239626206.9375000,131056340812378.3750000,782398752349186.1250000,13849964810820.1406250,551978178175058.4375000,201231239627981.7812500,201231239624432.0937500,237219193585401.9375000,150030591287654.9687500,4050526531287968.5000000
0.0150000,0.0150000,0.0150000,inf,nan,5410034212.3444958,57930648999714.8046875,37728628837257.7421875,225237736002363.7187500,3987140835518.0585938,158904030226625.1250000,57930649001264.9687500,57930648998164.6406250,68290896906056.8046875,43190955535777.0859375,1166069630273478.7500000
0.0175000,0.0175000,0.0175000,inf,nan,3587894707.0771847,18745788974805.4843750,12208613350610.5722656,72884722433060.7187500,1290199194040.9836426,51419785662994.4375000,18745788976171.0507812,18745788973439.9179688,22098263430596.8164062,13976168955018.4316406,377328695424385.6250000
0.0200000,0.0200000,0.0200000,inf,nan,2015704289.0313268,6682995780671.4853516,4352449929552.8720703,25983879947721.7460938,459964176322.8251953,18331489615446.7460938,6682995781882.6181641,6682995779460.3525391,7878174744489.6748047,4982595199480.4863281,134520145627553.3281250
0.0225000,0.0225000,0.0225000,inf,nan,900961153.2043538,2585013553042.1147461,1683547566945.3662109,10050685681406.7753906,177916123456.9224854,7090705446437.7607422,2585013554122.0756836,2585013551962.1538086,3047314281813.5488281,1927290775378.2070312,52033017932394.6562500
