# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1450000,0.1450000,0.1450000,1778.9480885,-0.0756243,1306.6608231
0.1475000,0.1475000,0.1475000,1580.0938225,-0.0727949,1077.4591360
0.1500000,0.1500000,0.1500000,1405.7025108,-0.0700653,892.0348691
0.1525000,0.1525000,0.1525000,1252.4753998,-0.0674320,741.3320840
0.1550000,0.1550000,0.1550000,1117.5936041,-0.0648921,618.3099679
0.1575000,0.1575000,0.1575000,998.6444723,-0.0624425,517.4640368
0.1600000,0.1600000,0.1600000,893.5596361,-0.0600802,434.4680264
0.1625000,0.1625000,0.1625000,800.5628543,-0.0578024,365.9043772
0.1650000,0.1650000,0.1650000,718.1260697,-0.0556063,309.0601782
0.1675000,0.1675000,0.1675000,644.9323567,-0.0534893,261.7717830
0.1700000,0.1700000,0.1700000,579.8446510,-0.0514488,222.3058358
0.1725000,0.1725000,0.1725000,521.8793342,-0.0494820,189.2676905
0.1750000,0.1750000,0.1750000,470.1838985,-0.0475868,161.5305574
0.1775000,0.1775000,0.1775000,424.0180389,-0.0457605,138.1804164
0.1800000,0.1800000,0.1800000,382.7376316,-0.0440009,118.4729846
0.1825000,0.1825000,0.1825000,345.7811393,-0.0423057,101.7999488
0.1850000,0.1850000,0.1850000,312.6580631,-0.0406728,87.6623499
0.1875000,0.1875000,0.1875000,282.9391185,-0.0391000,75.6495166
0.1900000,0.1900000,0.1900000,256.2478678,-0.0375852,65.4223223
0.1925000,0.1925000,0.1925000,232.2535816,-0.0361263,56.6998253
0.1950000,0.1950000,0.1950000,210.6651403,-0.0347216,49.2485684
0.1975000,0.1975000,0.1975000,191.2258155,-0.0333690,42.8739760
0.2000000,0.2000000,0.2000000,173.7087969,-0.0320668,37.4134130
0.2025000,0.2025000,0.2025000,157.9133528,-0.0308131,32.7305625
0.2050000,0.2050000,0.2050000,143.6615270,-0.0296062,28.7108437
0.2075000,0.2075000,0.2075000,130.7952935,-0.0284445,25.2576110
0.2100000,0.2100000,0.2100000,119.1741003,-0.0273263,22.2888469
0.2125000,0.2125000,0.2125000,108.6727450,-0.0262501,19.7340272
0.2150000,0.2150000,0.2150000,99.1795162,-0.0252142,17.5309358
0.2175000,0.2175000,0.2175000,90.5944003,-0.0242156,15.6226127
0.2200000,0.2200000,0.2200000,82.8264384,-0.0232420,13.9552159
0.2225000,0.2225000,0.2225000,75.7877309,-0.0222445,12.4779107
0.2250000,0.2250000,0.2250000,69.3817278,-0.0210851,11.1453271
0.2275000,0.2275000,0.2275000,63.4922090,-0.0195231,9.9215579
0.2300000,0.2300000,0.2300000,57.9957068,-0.0173853,8.7831355
0.2325000,0.2325000,0.2325000,52.8101555,-0.0148616,7.7187216
0.2350000,0.2350000,0.2350000,47.9318073,-0.0124418,6.7255524
0.2375000,0.2375000,0.2375000,43.4064689,-0.0104839,5.8047186
0.2400000,0.2400000,0.2400000,39.2746031,-0.0090447,4.9573501
0.2425000,0.2425000,0.2425000,35.5471219,-0.0080209,4.1825183
0.2450000,0.2450000,0.2450000,32.2096234,-0.0072889,3.4766882
0.2475000,0.2475000,0.2475000,29.2336506,-0.0067532,2.8342343
0.2500000,0.2500000,0.2500000,26.5852533,-0.0063484,2.2485077
0.2525000,0.2525000,0.2525000,24.2298453,-0.0060309,1.7129804
0.2550000,0.2550000,0.2550000,22.1345774,-0.0057714,1.2220890
0.2575000,0.2575000,0.2575000,20.2693375,-0.0055497,0.7715933
0.2600000,0.2600000,0.2600000,18.6070411,-0.0053516,0.3584831
0.2625000,0.2625000,0.2625000,17.1235730,-0.0051676,-0.0193796
0.2650000,0.2650000,0.2650000,15.7975758,-0.0049917,-0.3636695
0.2675000,0.2675000,0.2675000,14.6102037,-0.0048204,-0.6759108
0.2700000,0.2700000,0.2700000,13.5449015,-0.0046521,-0.9576472
0.2725000,0.2725000,0.2725000,12.5872172,-0.0044866,-1.2104946
0.2750000,0.2750000,0.2750000,11.7246151,-0.0043244,-1.4361329
0.2775000,0.2775000,0.2775000,10.9462534,-0.0041660,-1.6362806
0.2800000,0.2800000,0.2800000,10.2427093,-0.0040112,-1.8126788
0.2825000,0.2825000,0.2825000,9.6056820,-0.0038589,-1.9670837
0.2850000,0.2850000,0.2850000,9.0277241,-0.0037071,-2.1012609
0.2875000,0.2875000,0.2875000,8.5020496,-0.0035527,-2.2169729
0.2900000,0.2900000,0.2900000,8.0224336,-0.0033926,-2.3159565
0.2925000,0.2925000,0.2925000,7.5831907,-0.0032241,-2.3998969
0.2950000,0.2950000,0.2950000,7.1792016,-0.0030456,-2.4704102
0.2975000,0.2975000,0.2975000,6.8059530,-0.0028567,-2.5290439
0.3000000,0.3000000,0.3000000,6.4595576,-0.0026585,-2.5773006
0.3025000,0.3025000,0.3025000,6.1367176,-0.0024528,-2.6166766
0.3050000,0.3050000,0.3050000,5.8346026,-0.0022414,-2.6487005
0.3075000,0.3075000,0.3075000,5.5506468,-0.0020253,-2.6749502
0.3100000,0.3100000,0.3100000,5.2823264,-0.0018038,-2.6970329
0.3125000,0.3125000,0.3125000,5.0270168,-0.0015744,-2.7165220
0.3150000,0.3150000,0.3150000,4.7820141,-0.0013336,-2.7348607
0.3175000,0.3175000,0.3175000,4.5447324,-0.0010782,-2.7532525
0.3200000,0.3200000,0.3200000,4.3130026,-0.0008071,-2.7725632
0.3225000,0.3225000,0.3225000,4.0853527,-0.0005217,-2.7932593
0.3250000,0.3250000,0.3250000,3.8611622,-0.0002267,-2.8153991
0.3275000,0.3275000,0.3275000,3.6406451,0.0000712,-2.8386842
0.3300000,0.3300000,0.3300000,3.4246820,0.0003642,-2.8625714
0.3325000,0.3325000,0.3325000,3.2145646,0.0006447,-2.8864276
0.3350000,0.3350000,0.3350000,3.0117280,0.0009064,-2.9096993
0.3375000,0.3375000,0.3375000,2.8175271,0.0011448,-2.9320570
0.3400000,0.3400000,0.3400000,2.6330842,0.0013573,-2.9534839
0.3425000,0.3425000,0.3425000,2.4592133,0.0015429,-2.9742871
0.3450000,0.3450000,0.3450000,2.2964043,0.0017022,-2.9950312
0.3475000,0.3475000,0.3475000,2.1448493,0.0018365,-3.0164043
0.3500000,0.3500000,0.3500000,2.0044890,0.0019481,-3.0390440
0.3525000,0.3525000,0.3525000,1.8750633,0.0020393,-3.0633671
0.3550000,0.3550000,0.3550000,1.7561585,0.0021126,-3.0894505
0.3575000,0.3575000,0.3575000,1.6472432,0.0021702,-3.1169987
0.3600000,0.3600000,0.3600000,1.5476967,0.0022142,-3.1454060
0.3625000,0.3625000,0.3625000,1.4568292,0.0022463,-3.1738868
0.3650000,0.3650000,0.3650000,1.3738997,0.0022678,-3.2016322
0.3675000,0.3675000,0.3675000,1.2981336,0.0022799,-3.2279485
0.3700000,0.3700000,0.3700000,1.2287422,0.0022832,-3.2523477
0.3725000,0.3725000,0.3725000,1.1649440,0.0022783,-3.2745789
0.3750000,0.3750000,0.3750000,1.1059861,0.0022659,-3.2946038
0.3775000,0.3775000,0.3775000,1.0511642,0.0022464,-3.3125347
0.3800000,0.3800000,0.3800000,0.9998382,0.0022207,-3.3285628
0.3825000,0.3825000,0.3825000,0.9514437,0.0021895,-3.3429036
0.3850000,0.3850000,0.3850000,0.9054975,0.0021538,-3.3557804
0.3875000,0.3875000,0.3875000,0.8615975,0.0021149,-3.3674447
0.3900000,0.3900000,0.3900000,0.8194208,0.0020737,-3.3782165
