# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,61122325753.7921143,61122325753.7921143
0.0050000,0.0050000,0.0050000,19827731333.1626091,19827731333.1626091
0.0100000,0.0100000,0.0100000,7073919032.4529486,7073919032.4529486
0.0150000,0.0150000,0.0150000,2735337113.6785927,2735337113.6785927
0.0200000,0.0200000,0.0200000,1133243333.2560244,1133243333.2560244
0.0250000,0.0250000,0.0250000,498422670.9945504,498422670.9945504
0.0300000,0.0300000,0.0300000,230995247.5985144,230995247.5985144
0.0350000,0.0350000,0.0350000,112128439.3081219,112128439.3081219
0.0400000,0.0400000,0.0400000,56730730.1463245,56730730.1463245
0.0450000,0.0450000,0.0450000,29801566.6555924,29801566.6555924
0.0500000,0.0500000,0.0500000,16207842.4134305,16207842.4134305
0.0550000,0.0550000,0.0550000,9108280.5098805,9108280.5098805
0.0600000,0.0600000,0.0600000,5283721.9173436,5283721.9173436
0.0650000,0.0650000,0.0650000,3163594.7236057,3163594.7236057
0.0700000,0.0700000,0.0700000,1956118.4736165,1956118.4736165
0.0750000,0.0750000,0.0750000,1250095.5709731,1250095.5709731
0.0800000,0.0800000,0.0800000,817048.4806259,817048.4806259
0.0850000,0.0850000,0.0850000,550031.9031146,550031.9031146
0.0900000,0.0900000,0.0900000,381152.2322278,381152.2322278
0.0950000,0.0950000,0.0950000,271288.5938514,271288.5938514
0.1000000,0.1000000,0.1000000,197728.2158586,197728.2158586
0.1050000,0.1050000,0.1050000,143400.4248692,143400.4248692
0.1100000,0.1100000,0.1100000,104655.2408894,104655.2408894
0.1150000,0.1150000,0.1150000,77901.3578604,77901.3578604
0.1200000,0.1200000,0.1200000,59182.5321697,59182.5321697
0.1250000,0.1250000,0.1250000,45989.3198712,45989.3198712
0.1300000,0.1300000,0.1300000,36707.8537071,36707.8537071
0.1350000,0.1350000,0.1350000,30290.4921509,30290.4921509
0.1400000,0.1400000,0.1400000,25689.0180018,25689.0180018
0.1450000,0.1450000,0.1450000,20773.5738326,20773.5738326
0.1500000,0.1500000,0.1500000,16975.6178866,16975.6178866
0.1550000,0.1550000,0.1550000,13277.4779954,13277.4779954
0.1600000,0.1600000,0.1600000,10179.9496761,10179.9496761
0.1650000,0.1650000,0.1650000,7870.8513954,7870.8513954
0.1700000,0.1700000,0.1700000,6153.5704303,6153.5704303
0.1750000,0.1750000,0.1750000,4865.5256573,4865.5256573
0.1800000,0.1800000,0.1800000,3890.7997665,3890.7997665
0.1850000,0.1850000,0.1850000,3146.0891101,3146.0891101
0.1900000,0.1900000,0.1900000,2480.3540683,2480.3540683
