# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,32354114.4893159,39807796914.8961563,25503780841.1881523,160800578785.9243164,2450509325.3375597,113172843378.0121307,2057470872786.7600098,21231153038110.2617188,149691960662061.1875000
0.0025000,0.0025000,0.0025000,inf,nan,20484609.9411731,20949037291.2447472,13421474071.8010368,84622137952.0211334,1289582251.5332937,59557792077.1807709,1082755861684.6970215,11173018852666.1601562,78776277869357.8906250
0.0050000,0.0050000,0.0050000,inf,nan,14105124.5735973,11394775375.9533176,7300314044.4715843,46028444968.8760529,701433397.0889273,32395214983.5809860,588943275099.5302734,6077340818168.7216797,42848789433149.5703125
0.0075000,0.0075000,0.0075000,inf,nan,11013457.2929325,6389612932.5536060,4093641684.6575909,25810469025.5664291,393323149.1535054,18165628006.2253342,330250798165.8323975,3407879137105.4477539,24027534007444.2460938
0.0100000,0.0100000,0.0100000,inf,nan,10205400.8270516,3688837609.9140644,2363328777.5754905,14900881596.4486313,227068503.5252656,10487365998.5014744,190660631458.0139465,1967440371949.7067871,13871603485914.1015625
0.0125000,0.0125000,0.0125000,inf,nan,11408525.6424239,2194478645.1996961,1405934422.0539825,8864520055.2488060,135079238.0753733,6238922742.9269981,113424202564.1576843,1170433148365.9218750,8252238966005.0146484
0.0150000,0.0150000,0.0150000,inf,nan,14956542.3691377,1352428839.4965165,866456823.6022862,5463113187.4895134,83245026.5431857,3844983423.3057313,69902485307.1002045,721329892243.9935303,5085799565316.3886719
0.0175000,0.0175000,0.0175000,inf,nan,21927019.2534464,875866393.5384208,561136900.1843712,3538067086.0296659,53909432.6553720,2490119551.3248267,45271085776.9678421,467156912365.5783691,3293731969053.2758789
0.0200000,0.0200000,0.0200000,inf,nan,34623732.8021488,614263498.3678968,393535520.6299024,2481336351.1380491,37806156.6795276,1746383484.8427134,31749962762.4192696,327631551597.7932129,2309996830471.6484375
0.0225000,0.0225000,0.0225000,inf,nan,57710076.0027748,489954304.3200052,313894269.5367466,1979195683.3130856,30154201.9371222,1392972633.2602394,25324947635.6095047,261331387588.8459778,1842542013768.6110840
0.0250000,0.0250000,0.0250000,inf,nan,100794567.1268206,407917658.5166174,261336063.6016873,1647809979.8461566,25104665.8711213,1159740672.8600225,21084745937.1225586,217576352020.4253540,1534043195535.5190430
0.0275000,0.0275000,0.0275000,inf,nan,184559150.2774127,347645450.5468084,222721650.2481648,1404341121.6997299,21394811.4130262,988385313.5343552,17969470700.9127769,185429544969.4709473,1307389307053.7678223
