# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,350256.5717428,222853945.5501314,143571403.0762165,888642977.6869845,14245954.2333322,625940973.1450622,11057691312.2065449,112001729242.6672211,779450695657.0510254
0.0025000,0.0025000,0.0025000,inf,nan,367970.8716897,221393047.6122310,142630214.1280350,882817792.2420865,14152546.5994244,621837828.3574786,10985210978.5998020,111267612535.9654236,774341907366.4367676
0.0050000,0.0050000,0.0050000,inf,nan,423770.7755903,217076891.9820392,139849514.9521503,865607548.7537405,13876578.3228694,609715275.1309716,10771071161.3711853,109098698725.6228027,759248230906.5954590
0.0075000,0.0075000,0.0075000,inf,nan,526183.8591870,210099376.5307238,135354225.5335156,837785391.3322897,13430447.7257398,590117900.9235942,10424891790.9060879,105592424073.4312286,734847740194.4239502
0.0100000,0.0100000,0.0100000,inf,nan,691433.9743156,200765373.3332416,129340761.6820089,800566960.6048074,12833649.0572380,563901978.9948010,9961798614.6128941,100901990980.8682404,702206594328.8231201
0.0125000,0.0125000,0.0125000,inf,nan,947060.8491261,189465823.9538731,122060989.9551595,755511089.7360945,12111179.9650837,532165520.6225555,9401187603.3996334,95223853197.7575684,662691945293.6429443
0.0150000,0.0150000,0.0150000,inf,nan,1338423.3274170,176647453.7728521,113802715.8574990,704399044.5842966,11291604.8888532,496163214.2303008,8765222391.8276901,88782497041.6291504,617866028184.8599854
0.0175000,0.0175000,0.0175000,inf,nan,1940170.0144035,162780680.2393128,104869008.4710423,649106562.2919724,10405002.9751682,457216291.8763619,8077242111.0114279,81814315018.7263641,569373935305.7064209
0.0200000,0.0200000,0.0200000,inf,nan,2876632.6352060,148329146.0222585,95558571.9527679,591482368.7905240,9481019.9108079,416626959.3682749,7360249833.6727409,74552295923.4758301,518837072229.6383057
0.0225000,0.0225000,0.0225000,inf,nan,4358769.0174995,133723676.4889829,86148967.4565771,533244337.5312033,8547202.6838199,375605252.5178148,6635620518.6635084,67212938144.7847061,467762085458.2628784
0.0250000,0.0250000,0.0250000,inf,nan,6752731.7890694,119342518.9784093,76883882.1679743,475900695.8400185,7627736.0466540,335213536.4579213,5922120609.4534521,59986319572.0394897,417471757292.2566528
