# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,661964841.6277598,57653752944.2350006,37144094967.1956100,229884303372.2566528,3686854537.3939281,161926075931.5413818,57653753008.3446121,57653752880.1253891,67964481091.5445862,42984512048.1455383,1187822751551.4255371,57653752944.2350006,37144094967.1956100,229884303372.2566528,3686854537.3939281,161926075931.5413818,57653753008.3446121,57653752880.1253891,67964481091.5445862,42984512048.1455383,1187822751551.4255371
0.0025000,0.0025000,0.0025000,inf,nan,436528795.3086389,30116880118.4804993,19403137366.0764198,120085920800.2713776,1925909082.2829640,84586206236.4879913,30116880176.7386513,30116880060.2223473,35502946899.7205582,22454035170.2261086,620489434192.3807373,30116880118.4804993,19403137366.0764198,120085920800.2713776,1925909082.2829640,84586206236.4879913,30116880176.7386513,30116880060.2223473,35502946899.7205582,22454035170.2261086,620489434192.3807373
0.0050000,0.0050000,0.0050000,inf,nan,437752380.6131828,16262124109.4621849,10477048691.6146603,64842518557.1757278,1039919338.3554717,45673816751.7941437,16262124162.5539818,16262124056.3703880,19170422914.4446602,12124440023.6656723,335044230102.0397949,16262124109.4621849,10477048691.6146603,64842518557.1757278,1039919338.3554717,45673816751.7941437,16262124162.5539818,16262124056.3703880,19170422914.4446602,12124440023.6656723,335044230102.0397949
0.0075000,0.0075000,0.0075000,inf,nan,324223040.8803036,9047782800.5078506,5829126605.9499340,36076583610.6180038,578575640.6922488,25411646356.3991432,9047782849.0275993,9047782751.9881020,10665877443.5777130,6745693193.1839247,186409324904.9535522,9047782800.5078506,5829126605.9499340,36076583610.6180038,578575640.6922488,25411646356.3991432,9047782849.0275993,9047782751.9881020,10665877443.5777130,6745693193.1839247,186409324904.9535522
0.0100000,0.0100000,0.0100000,inf,nan,214253774.0971333,5172591613.6501694,3332491441.0378494,20624918305.5733986,330765766.6547060,14527791429.4502525,5172591658.1170197,5172591569.1833191,6097651704.6556292,3856493553.0240269,106569865520.3102722,5172591613.6501694,3332491441.0378494,20624918305.5733986,330765766.6547060,14527791429.4502525,5172591658.1170197,5172591569.1833191,6097651704.6556292,3856493553.0240269,106569865520.3102722
0.0125000,0.0125000,0.0125000,inf,nan,201150718.5123947,3031353895.7057581,1952975968.8010757,12087088670.3818626,193839337.0641290,8513909260.2228060,3031353936.5759702,3031353854.8355460,3573477596.9527779,2260065674.7911906,62454513117.0498199,3031353895.7057581,1952975968.8010757,12087088670.3818626,193839337.0641290,8513909260.2228060,3031353936.5759702,3031353854.8355460,3573477596.9527779,2260065674.7911906,62454513117.0498199
0.0150000,0.0150000,0.0150000,inf,nan,241168703.6121373,1817274169.3064263,1170792604.2729914,7246141343.1996193,116202869.9731331,5104039746.4222984,1817274206.9830928,1817274131.6297598,2142273305.9102476,1354892603.4510076,37441120963.0294571,1817274169.3064263,1170792604.2729914,7246141343.1996193,116202869.9731331,5104039746.4222984,1817274206.9830928,1817274131.6297598,2142273305.9102476,1354892603.4510076,37441120963.0294571
0.0175000,0.0175000,0.0175000,inf,nan,148185185.2535450,1112406118.5289452,716674521.9066639,4435589138.7869778,71129334.1207553,3124341375.4611850,1112406153.3697832,1112406083.6881073,1311347496.8751178,829368978.8171819,22918872938.1530609,1112406118.5289452,716674521.9066639,4435589138.7869778,71129334.1207553,3124341375.4611850,1112406153.3697832,1112406083.6881073,1311347496.8751178,829368978.8171819,22918872938.1530609
0.0200000,0.0200000,0.0200000,inf,nan,83515112.6019794,694165742.2045500,447219403.4766943,2767917204.7299147,44384868.4442055,1949665774.6402133,694165774.5282052,694165709.8808949,818309512.4109645,517544378.0400944,14301939015.2245255,694165742.2045500,447219403.4766943,2767917204.7299147,44384868.4442055,1949665774.6402133,694165774.5282052,694165709.8808949,818309512.4109645,517544378.0400944,14301939015.2245255
0.0225000,0.0225000,0.0225000,inf,nan,48923723.6059699,440958950.0015214,284088876.3619621,1758290045.2648182,28193773.3863204,1238504166.3858998,440958980.0927178,440958919.9103250,519819520.6565910,328762731.4983546,9085151997.8012466,440958950.0015214,284088876.3619621,1758290045.2648182,28193773.3863204,1238504166.3858998,440958980.0927178,440958919.9103250,519819520.6565910,328762731.4983546,9085151997.8012466
