# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,492394.2043111,394900300.4042471,252886862.6552812,1596984713.7387254,24244020.1395658,1123887460.9451706,394900057.2228056,394900543.5856886,465523797.3116800,294423100.9030957,8242725388.0883780
0.0025000,0.0025000,0.0025000,inf,nan,511230.3761698,381394131.2071150,244440673.5612282,1539396589.6927261,23517159.4110397,1083489979.5473466,381393899.8983099,381394362.5159200,449602200.9863626,284353399.2283417,7946661256.6679831
0.0050000,0.0050000,0.0050000,inf,nan,588731.8804140,366608906.0248114,234940315.5154879,1480074995.0761056,22619225.2838687,1041721392.6318562,366608677.8993438,366609134.1502789,432172803.8349084,273330080.5798925,7640291268.6819735
0.0075000,0.0075000,0.0075000,inf,nan,737241.5334667,348510531.8486843,223422712.8925687,1405827103.5999968,21555545.1564072,989515492.8141360,348510311.9302502,348510751.7671183,410837738.0904313,259836600.2234957,7257483846.6400700
0.0100000,0.0100000,0.0100000,inf,nan,981888.2345160,327940281.7631031,210130302.6633548,1323692417.6651211,20214044.8165660,931751400.2407115,327940060.5916563,327940502.9345499,386588729.1084476,244500180.3465058,6833899049.5553865
0.0125000,0.0125000,0.0125000,inf,nan,1366622.3586333,302956797.9604195,194150579.2780927,1223073521.6761096,18692817.3807934,860837110.6502948,302956583.5458231,302957012.3750160,357137228.9753901,225873416.1606631,6313634588.1868763
0.0150000,0.0150000,0.0150000,inf,nan,1965455.1581029,276490494.3544495,177215314.2575904,1115848355.5575309,17062004.6233886,785385331.5392950,276490287.1007666,276490701.6081324,325937723.3208169,206141116.2127123,5760276383.8508902
0.0175000,0.0175000,0.0175000,inf,nan,2902813.5935995,249422779.7648141,159889039.3719962,1006277096.3035593,15354730.6987372,708278693.4974964,249422580.0229586,249422979.5066695,294029251.0623330,185960426.4140911,5194774990.5138159
0.0200000,0.0200000,0.0200000,inf,nan,4390660.9648497,222539439.0835786,142675408.1056564,897530906.7033242,13655171.1985264,631749209.7505975,222539247.1506397,222539631.0165175,262338125.9212753,165917199.0022577,4633500737.2112331
0.0225000,0.0225000,0.0225000,inf,nan,6797575.7432206,196083227.7585002,125524268.5318882,792268423.1502225,12008848.8052278,557668369.3637745,196083034.3334363,196083421.1835640,231150517.4390247,146192423.4867579,4090180105.7915545
0.0250000,0.0250000,0.0250000,inf,nan,10780776.4192380,170672036.4552273,109255522.2441941,690775329.8117204,10451453.1504717,486111992.8006498,170671851.1374964,170672221.7729583,201194819.1080697,127246776.3614134,3565162064.4296312
0.0275000,0.0275000,0.0275000,inf,nan,17546387.3431042,147121212.6684031,94178523.5299197,595468922.8986783,9008545.6751695,419042458.3567287,147121035.8041221,147121389.5326841,173432194.1927742,109688150.6499588,3073270891.7392769
0.0300000,0.0300000,0.0300000,inf,nan,29380692.7157067,125694625.0721331,80461932.7755891,508751854.8680631,7696118.1512477,358017770.5772411,125694456.9555082,125694793.1887579,148173701.3249888,93713277.1048948,2625713426.0466228
0.0325000,0.0325000,0.0325000,inf,nan,50777552.0604546,106518291.8596541,68186211.1642512,431137232.1894513,6521749.8402339,303398878.0797951,106518132.7334269,106518450.9858813,125567895.6407466,79416110.2438175,2225136654.4874253
0.0350000,0.0350000,0.0350000,inf,nan,90937523.4633214,89604801.4509973,57359256.0231872,362678353.7748696,5486104.7791735,255223185.3277146,89604651.5075552,89604951.3944393,105629616.8580448,66806035.5284680,1871814732.3516815
0.0375000,0.0375000,0.0375000,inf,nan,99930777.7519895,74879659.0974325,47933263.4478943,303075394.3535347,4584543.3365808,213279625.6488115,74879518.4804559,74879799.7144091,88271047.6764833,55827512.4214002,1564199567.5808814
0.0400000,0.0400000,0.0400000,inf,nan,62981145.5138397,62206706.5107197,39820994.2214167,251778384.1434600,3808674.8145667,177181125.7756807,62206575.3172422,62206837.7041972,73331679.4225766,46379026.3241286,1299452271.1052845
0.0425000,0.0425000,0.0425000,inf,nan,49834178.2340299,51410716.8057589,32910230.1143843,208078776.0266754,3147736.1240739,146429038.3112586,51410595.0885256,51410838.5229923,60604947.8448939,38329934.5331155,1073915698.2203231
0.0450000,0.0450000,0.0450000,inf,nan,31397699.8695474,42296146.0790438,27075769.8405335,171185456.9702106,2589735.0533028,120466627.3191707,42296033.8490654,42296258.3090221,49860338.2023515,31534446.7251472,883506705.2305402
0.0475000,0.0475000,0.0475000,inf,nan,21207834.8656262,34661728.3244735,22188764.9674515,140283923.0969659,2122339.5070312,98720706.4097933,34661625.5536906,34661831.0952564,40860590.3172951,25842506.3883350,724021517.0287004
0.0500000,0.0500000,0.0500000,inf,nan,14473890.2235087,28311098.3286817,18123514.4011885,114579359.6150471,1733524.3034962,80631951.1926649,28311004.9526674,28311191.7046960,33374221.2567092,21107710.8611216,591358033.4698004
0.0525000,0.0525000,0.0525000,inf,nan,11333075.7262490,23059928.6263805,14762028.7108164,93325591.5324402,1412005.3678769,65675269.6182445,23059844.5470283,23060012.7057326,27183938.6521102,17192632.3829912,481665221.4468733
0.0550000,0.0550000,0.0550000,inf,nan,9058981.5983986,18740207.3020468,11996765.4313439,75842443.5176501,1147499.6469404,53372016.4355014,18740132.3902040,18740282.2138897,22091683.5381650,13972007.4656497,391432692.8025705
0.0575000,0.0575000,0.0575000,inf,nan,5892799.6267212,15202307.8698207,9731952.0287229,61524147.7211979,930850.4982212,43295908.6169927,15202241.9678407,15202373.7718008,17921070.4074311,11334280.1191448,317534086.0680184
0.0600000,0.0600000,0.0600000,inf,nan,4012726.7110332,12315453.0968703,7883881.5747769,49841239.0559082,754055.2610077,35074358.3184793,12315396.0210707,12315510.1726699,14517933.9833373,9181947.6614614,257236841.1330129
