# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,1901243.8047095,54448902.3540438,32765240.3188870,254125606.2343068,2173008.2716222,177254336.8713385,54448904.5755074,54448900.1325801,64186478.8589934,40595093.6361329,1297391406.5117049,54448902.3540438,32765240.3188870,254125606.2343068,2173008.2716222,177254336.8713385,54448904.5755074,54448900.1325801,64186478.8589934,40595093.6361329,1297391406.5117049
0.0025000,0.0025000,0.0025000,inf,nan,1205571.2148444,38270774.3076360,23045063.7999775,178373465.4002138,1535693.4074230,124426661.5871656,38270790.1565255,38270758.4587466,45115073.7629507,28533277.9794855,910742207.2219278,38270774.3076360,23045063.7999775,178373465.4002138,1535693.4074230,124426661.5871656,38270790.1565255,38270758.4587466,45115073.7629507,28533277.9794855,910742207.2219278
0.0050000,0.0050000,0.0050000,inf,nan,815498.5786863,27302814.3263591,16456372.8855168,127000092.5309261,1104273.2528876,88600827.0061902,27302842.8774788,27302785.7752394,32185616.9506366,20355971.4923470,648531725.9040828,27302814.3263591,16456372.8855168,127000092.5309261,1104273.2528876,88600827.0061902,27302842.8774788,27302785.7752394,32185616.9506366,20355971.4923470,648531725.9040828
0.0075000,0.0075000,0.0075000,inf,nan,597075.6102810,19791052.9122606,11944912.3453501,91799441.4379924,809395.2743992,64053871.4355998,19791093.3108352,19791012.5136860,23330461.1191247,14755479.1996870,468872791.3952827,19791052.9122606,11944912.3453501,91799441.4379924,809395.2743992,64053871.4355998,19791093.3108352,19791012.5136860,23330461.1191247,14755479.1996870,468872791.3952827
0.0100000,0.0100000,0.0100000,inf,nan,482928.1907923,14597618.9299486,8826728.6432893,67448176.0769555,600893.1446004,47073247.4261184,14597670.3840887,14597567.4758085,17208239.6215505,10883446.3452107,344592722.7820007,14597618.9299486,8826728.6432893,67448176.0769555,600893.1446004,47073247.4261184,14597670.3840887,14597567.4758085,17208239.6215505,10883446.3452107,344592722.7820007
0.0125000,0.0125000,0.0125000,inf,nan,439593.4491361,10893889.1055874,6587955.7828770,50322538.0215842,452589.1868129,35121534.3557504,10893948.0951297,10893830.1160451,12842139.1899019,8122081.9737999,257102868.7816015,10893889.1055874,6587955.7828770,50322538.0215842,452589.1868129,35121534.3557504,10893948.0951297,10893830.1160451,12842139.1899019,8122081.9737999,257102868.7816015
0.0150000,0.0150000,0.0150000,inf,nan,452631.0688754,8218031.3024712,4979046.3356164,37813000.9913701,346543.3981836,26396890.5014241,8218099.4148869,8217963.1900555,9687734.1810994,6127061.0757080,193245286.3098083,8218031.3024712,4979046.3356164,37813000.9913701,346543.3981836,26396890.5014241,8218099.4148869,8217963.1900555,9687734.1810994,6127061.0757080,193245286.3098083
0.0175000,0.0175000,0.0175000,inf,nan,434829.6187785,6288694.5884124,3818589.4694456,28800104.4630506,269860.7789285,20110672.3525104,6288771.1897655,6288617.9870594,7413357.1991065,4688618.7715166,147234625.4109326,6288694.5884124,3818589.4694456,28800104.4630506,269860.7789285,20110672.3525104,6288771.1897655,6288617.9870594,7413357.1991065,4688618.7715166,147234625.4109326
0.0200000,0.0200000,0.0200000,inf,nan,362189.5004031,4883064.5388823,2972689.6251737,22240916.0079589,213750.0611239,15535549.6552043,4883149.0338807,4882980.0438840,5756345.9544891,3640632.8432163,113747484.1293648,4883064.5388823,2972689.6251737,22240916.0079589,213750.0611239,15535549.6552043,4883149.0338807,4882980.0438840,5756345.9544891,3640632.8432163,113747484.1293648
0.0225000,0.0225000,0.0225000,inf,nan,325750.6779204,3847838.2546884,2349233.3634957,17417699.9433277,172168.8756948,12170987.6625725,3847930.0833153,3847746.4260615,4535981.0411135,2868806.3026521,89120410.2914927,3847838.2546884,2349233.3634957,17417699.9433277,172168.8756948,12170987.6625725,3847930.0833153,3847746.4260615,4535981.0411135,2868806.3026521,89120410.2914927
