# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3409567.8504050,89754.1584577,57790.7895240,360022.5171981,5529.5862261,253621.6752373,89837.0360916,89671.2808238,105805.6846930,66917.3906047,1860316.5506630,89754.1584577,57790.7895240,360022.5171981,5529.5862261,253621.6752373,89837.0360916,89671.2808238,105805.6846930,66917.3906047,1860316.5506630
0.0025000,0.0025000,0.0025000,inf,nan,2400835.2375753,83395.3073066,53701.6728960,334607.6726553,5128.6335127,235723.7915619,83479.4127341,83311.2018791,98309.6242156,62176.4656873,1729028.6230701,83395.3073066,53701.6728960,334607.6726553,5128.6335127,235723.7915619,83479.4127341,83311.2018791,98309.6242156,62176.4656873,1729028.6230701
0.0050000,0.0050000,0.0050000,inf,nan,1788882.3002386,77693.1660912,50034.9920823,311817.1616084,4769.4878495,219673.9600318,77778.3436507,77607.9885318,91587.7188924,57925.1594799,1611296.8166020,77693.1660912,50034.9920823,311817.1616084,4769.4878495,219673.9600318,77778.3436507,77607.9885318,91587.7188924,57925.1594799,1611296.8166020
0.0075000,0.0075000,0.0075000,inf,nan,1443098.7690342,72432.4534643,46652.9097603,290787.9800320,4438.2997763,204865.0021317,72518.8970360,72346.0098926,85386.1867180,54002.9661490,1502667.4671717,72432.4534643,46652.9097603,290787.9800320,4438.2997763,204865.0021317,72518.8970360,72346.0098926,85386.1867180,54002.9661490,1502667.4671717
0.0100000,0.0100000,0.0100000,inf,nan,1293633.8946427,67626.4360981,43563.6750587,271574.8652746,4135.9400106,191335.2263055,67714.2254855,67538.6467107,79720.6669603,50419.7768364,1403421.4481479,67626.4360981,43563.6750587,271574.8652746,4135.9400106,191335.2263055,67714.2254855,67538.6467107,79720.6669603,50419.7768364,1403421.4481479
0.0125000,0.0125000,0.0125000,inf,nan,1311329.2772033,63235.9949896,40742.0749374,254022.1012106,3859.9018260,178974.9380547,63325.2120240,63146.7779552,74545.0446207,47146.4258561,1312754.0633357,63235.9949896,40742.0749374,254022.1012106,3859.9018260,178974.9380547,63325.2120240,63146.7779552,74545.0446207,47146.4258561,1312754.0633357
0.0150000,0.0150000,0.0150000,inf,nan,1499674.0485768,59092.5675935,38080.3006788,237437.1881335,3600.8173069,167296.6471637,59182.8738469,59002.2613400,69660.6116300,44057.2391902,1227090.7559238,59092.5675935,38080.3006788,237437.1881335,3600.8173069,167296.6471637,59182.8738469,59002.2613400,69660.6116300,44057.2391902,1227090.7559238
0.0175000,0.0175000,0.0175000,inf,nan,1895780.0358270,55157.7816157,35552.3232311,221703.4468753,3353.7799501,156217.6845163,55249.6258537,55065.9373778,65022.1332391,41123.6078717,1145822.4584401,55157.7816157,35552.3232311,221703.4468753,3353.7799501,156217.6845163,55249.6258537,55065.9373778,65022.1332391,41123.6078717,1145822.4584401
0.0200000,0.0200000,0.0200000,inf,nan,2580743.4211718,51503.3451883,33204.8765817,207091.1320792,3124.4376578,145928.5947045,51596.8190176,51409.8713589,60714.1417764,38398.9948392,1070348.0653356,51503.3451883,33204.8765817,207091.1320792,3124.4376578,145928.5947045,51596.8190176,51409.8713589,60714.1417764,38398.9948392,1070348.0653356
0.0225000,0.0225000,0.0225000,inf,nan,3703307.5009150,48112.5874857,31027.2089541,193534.0757849,2911.7168460,136382.7572129,48207.7848900,48017.3900814,56716.9850261,35870.9709400,1000325.5610619,48112.5874857,31027.2089541,193534.0757849,2911.7168460,136382.7572129,48207.7848900,48017.3900814,56716.9850261,35870.9709400,1000325.5610619
0.0250000,0.0250000,0.0250000,inf,nan,5526226.5335782,44970.2758151,29009.4940817,180971.8770707,2714.6357202,127537.6117730,45067.2932318,44873.2583983,53012.7060986,33528.1792401,935442.7110611,44970.2758151,29009.4940817,180971.8770707,2714.6357202,127537.6117730,45067.2932318,44873.2583983,53012.7060986,33528.1792401,935442.7110611
0.0275000,0.0275000,0.0275000,inf,nan,8515137.9586740,42062.4503107,27142.7243358,169349.2522889,2532.2935955,119354.2001237,42161.3867123,41963.5139092,49584.8485627,31360.2117785,875413.6994123,42062.4503107,27142.7243358,169349.2522889,2532.2935955,119354.2001237,42161.3867123,41963.5139092,49584.8485627,31360.2117785,875413.6994123
0.0300000,0.0300000,0.0300000,inf,nan,13511381.6813880,39376.2770726,25418.6156297,158615.4613795,2363.8613626,111796.7612109,39477.2340502,39275.3200950,46418.2833188,29357.5000725,819976.1582277,39376.2770726,25418.6156297,158615.4613795,2363.8613626,111796.7612109,39477.2340502,39275.3200950,46418.2833188,29357.5000725,819976.1582277
0.0325000,0.0325000,0.0325000,inf,nan,22077600.4050463,36899.9185937,23829.5233275,148723.8063283,2208.5730162,104832.3770108,37003.0004441,36796.8367433,43499.0558545,27511.2185134,768888.5681078,36899.9185937,23829.5233275,148723.8063283,2208.5730162,104832.3770108,37003.0004441,36796.8367433,43499.0558545,27511.2185134,768888.5681078
0.0350000,0.0350000,0.0350000,inf,nan,37213504.8019968,34503.2268028,22295.5084137,139075.9173233,2061.8825930,98042.2896104,34607.8074120,34398.6461936,40673.7425733,25724.3334990,719085.2650350,34503.2268028,22295.5084137,139075.9173233,2061.8825930,98042.2896104,34607.8074120,34398.6461936,40673.7425733,25724.3334990,719085.2650350
0.0375000,0.0375000,0.0375000,inf,nan,64899331.7001541,32273.1493970,20865.0312883,130169.2735475,1922.1567443,91771.7152368,32379.9429612,32166.3558328,38044.8407943,24061.6700257,673086.9495420,32273.1493970,20865.0312883,130169.2735475,1922.1567443,91771.7152368,32379.9429612,32166.3558328,38044.8407943,24061.6700257,673086.9495420
0.0400000,0.0400000,0.0400000,inf,nan,49656018.1748459,30226.1778379,19552.3277155,121998.4407152,1807.4830504,86019.2752033,30335.2743960,30117.0812797,35631.7912924,22535.5235191,630888.9885798,30226.1778379,19552.3277155,121998.4407152,1793.8686548,86019.2752033,30335.2743960,30117.0812797,35631.7912924,22535.5235191,630888.9885798
0.0425000,0.0425000,0.0425000,inf,nan,16662304.8775114,28354.1052508,18352.0892202,114531.1352850,1690.1020318,80762.2034868,28465.5941041,28242.6163976,33424.9194853,21139.7752363,592324.3394489,28354.1052508,18352.0892202,114531.1352850,1676.4870728,80762.2034868,28465.5941041,28242.6163976,33424.9194853,21139.7752363,592324.3394489
0.0450000,0.0450000,0.0450000,inf,nan,9048468.7268776,26648.7877210,17259.0445763,107735.3895262,1583.0990663,75977.9522930,26762.7571141,26534.8183279,31414.6250103,19868.3533745,557227.5541929,26648.7877210,17259.0445763,107735.3895262,1569.4840849,75977.9522930,26762.7571141,26534.8183279,31414.6250103,19868.3533745,557227.5541929
0.0475000,0.0475000,0.0475000,inf,nan,8685368.5157235,25102.1588121,16267.9686246,101579.6201088,1485.9508243,71644.2397317,25218.6955930,24985.6220311,29591.3988390,18715.2438963,525435.1283465,25102.1588121,16267.9686246,101579.6201088,1472.3358418,71644.2397317,25218.6955930,24985.6220311,29591.3988390,18715.2438963,525435.1283465
0.0500000,0.0500000,0.0500000,inf,nan,11705901.1570326,23706.2474969,15373.6932494,96032.7112627,1398.1384734,67739.1076952,23825.4367531,23587.0582406,27945.8444156,17674.5038980,496785.9244319,23706.2474969,15373.6932494,96032.7112627,1384.5234909,67739.1076952,23825.4367531,23587.0582406,27945.8444156,17674.5038980,496785.9244319
