# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1242116023.2007987
0.0050000,0.0050000,0.0050000,547140684.7064226
0.0100000,0.0100000,0.0100000,257743442.6799976
0.0150000,0.0150000,0.0150000,130321555.3217551
0.0200000,0.0200000,0.0200000,71341342.2234597
0.0250000,0.0250000,0.0250000,42829099.6862029
0.0300000,0.0300000,0.0300000,28642730.0439110
0.0350000,0.0350000,0.0350000,21710560.9447148
0.0400000,0.0400000,0.0400000,18118958.1617160
0.0450000,0.0450000,0.0450000,15172715.3594822
0.0500000,0.0500000,0.0500000,12113670.6012814
0.0550000,0.0550000,0.0550000,9819611.7448227
0.0600000,0.0600000,0.0600000,8348622.3307113
0.0650000,0.0650000,0.0650000,6494884.9509225
0.0700000,0.0700000,0.0700000,4770804.0790030
0.0750000,0.0750000,0.0750000,3571353.7678135
0.0800000,0.0800000,0.0800000,2719390.8694787
0.0850000,0.0850000,0.0850000,2099632.4575794
0.0900000,0.0900000,0.0900000,1582542.7271711
0.0950000,0.0950000,0.0950000,1205303.6975370
0.1000000,0.1000000,0.1000000,926231.4447990
0.1050000,0.1050000,0.1050000,717157.5071991
0.1100000,0.1100000,0.1100000,558757.1443701
0.1150000,0.1150000,0.1150000,437569.6760168
0.1200000,0.1200000,0.1200000,344075.6653318
0.1250000,0.1250000,0.1250000,271441.2322887
0.1300000,0.1300000,0.1300000,201164.3663310
0.1350000,0.1350000,0.1350000,147394.9042138
0.1400000,0.1400000,0.1400000,108759.4541798
0.1450000,0.1450000,0.1450000,80784.4163130
0.1500000,0.1500000,0.1500000,60379.5929464
0.1550000,0.1550000,0.1550000,45392.6079003
0.1600000,0.1600000,0.1600000,34312.1273558
0.1650000,0.1650000,0.1650000,26068.5987019
0.1700000,0.1700000,0.1700000,19899.3794994
0.1750000,0.1750000,0.1750000,15256.7128789
0.1800000,0.1800000,0.1800000,11744.4384412
0.1850000,0.1850000,0.1850000,9074.1270213
0.1900000,0.1900000,0.1900000,7034.4477501
0.1950000,0.1950000,0.1950000,5469.6188083
0.2000000,0.2000000,0.2000000,4264.1408242
0.2050000,0.2050000,0.2050000,3331.9073894
0.2100000,0.2100000,0.2100000,2608.3867330
0.2150000,0.2150000,0.2150000,2044.9730138
0.2200000,0.2200000,0.2200000,1616.7666033
0.2250000,0.2250000,0.2250000,1272.0278346
0.2300000,0.2300000,0.2300000,1001.2870919
0.2350000,0.2350000,0.2350000,788.1686886
0.2400000,0.2400000,0.2400000,620.0594747
0.2450000,0.2450000,0.2450000,487.1900645
0.2500000,0.2500000,0.2500000,381.9627260
0.2550000,0.2550000,0.2550000,298.4863104
0.2600000,0.2600000,0.2600000,232.2110127
0.2650000,0.2650000,0.2650000,179.5984238
0.2700000,0.2700000,0.2700000,137.8614636
0.2750000,0.2750000,0.2750000,104.7878896
0.2800000,0.2800000,0.2800000,78.6181651
0.2850000,0.2850000,0.2850000,57.9527130
0.2900000,0.2900000,0.2900000,41.6777162
0.2950000,0.2950000,0.2950000,28.9049874
0.3000000,0.3000000,0.3000000,18.9236729
0.3050000,0.3050000,0.3050000,11.1627962
0.3100000,0.3100000,0.3100000,5.1637134
0.3150000,0.3150000,0.3150000,0.5600990
0.3200000,0.3200000,0.3200000,-2.9384336
0.3250000,0.3250000,0.3250000,-5.5620492
0.3300000,0.3300000,0.3300000,-7.4954870
0.3350000,0.3350000,0.3350000,-8.8898814
0.3400000,0.3400000,0.3400000,-9.8709035
0.3450000,0.3450000,0.3450000,-10.5439301
0.3500000,0.3500000,0.3500000,-10.9963015
0.3550000,0.3550000,0.3550000,-11.2964333
0.3600000,0.3600000,0.3600000,-11.4919011
0.3650000,0.3650000,0.3650000,-11.6105384
0.3700000,0.3700000,0.3700000,-11.6659661
0.3750000,0.3750000,0.3750000,-11.6646226
0.3800000,0.3800000,0.3800000,-11.6107949
0.3850000,0.3850000,0.3850000,-11.5088769
0.3900000,0.3900000,0.3900000,-11.3643508
0.3950000,0.3950000,0.3950000,-11.1848310
0.4000000,0.4000000,0.4000000,-10.9806937
0.4050000,0.4050000,0.4050000,-10.7641205
0.4100000,0.4100000,0.4100000,-10.5470246
0.4150000,0.4150000,0.4150000,-10.3395752
0.4200000,0.4200000,0.4200000,-10.1494956
0.4250000,0.4250000,0.4250000,-9.9807218
0.4300000,0.4300000,0.4300000,-9.8317167
0.4350000,0.4350000,0.4350000,-9.6960297
0.4400000,0.4400000,0.4400000,-9.5661734
0.4450000,0.4450000,0.4450000,-9.4379553
0.4500000,0.4500000,0.4500000,-9.3114689
0.4550000,0.4550000,0.4550000,-9.1885108
0.4600000,0.4600000,0.4600000,-9.0698084
0.4650000,0.4650000,0.4650000,-8.9545414
0.4700000,0.4700000,0.4700000,-8.8407488
0.4750000,0.4750000,0.4750000,-8.7244940
0.4800000,0.4800000,0.4800000,-8.5992956
0.4850000,0.4850000,0.4850000,-8.4582183
0.4900000,0.4900000,0.4900000,-8.2970122
0.4950000,0.4950000,0.4950000,-8.1149029
0.5000000,0.5000000,0.5000000,-7.9129312
0.5050000,0.5050000,0.5050000,-7.6924337
0.5100000,0.5100000,0.5100000,-7.4549536
0.5150000,0.5150000,0.5150000,-7.2029608
0.5200000,0.5200000,0.5200000,-6.9406621
0.5250000,0.5250000,0.5250000,-6.6745469
0.5300000,0.5300000,0.5300000,-6.4130709
0.5350000,0.5350000,0.5350000,-6.1649520
0.5400000,0.5400000,0.5400000,-5.9368110
0.5450000,0.5450000,0.5450000,-5.7317902
0.5500000,0.5500000,0.5500000,-5.5494390
0.5550000,0.5550000,0.5550000,-5.3858772
0.5600000,0.5600000,0.5600000,-5.2342984
0.5650000,0.5650000,0.5650000,-5.0865529
0.5700000,0.5700000,0.5700000,-4.9353868
0.5750000,0.5750000,0.5750000,-4.7760941
0.5800000,0.5800000,0.5800000,-4.6069454
0.5850000,0.5850000,0.5850000,-4.4286579
0.5900000,0.5900000,0.5900000,-4.2434857
0.5950000,0.5950000,0.5950000,-4.0543635
0.6000000,0.6000000,0.6000000,-3.8642846
0.6050000,0.6050000,0.6050000,-3.6759310
0.6100000,0.6100000,0.6100000,-3.4915004
0.6150000,0.6150000,0.6150000,-3.3126653
0.6200000,0.6200000,0.6200000,-3.1406070
0.6250000,0.6250000,0.6250000,-2.9760851
0.6300000,0.6300000,0.6300000,-2.8195183
0.6350000,0.6350000,0.6350000,-2.6710620
0.6400000,0.6400000,0.6400000,-2.5306767
0.6450000,0.6450000,0.6450000,-2.3981844
0.6500000,0.6500000,0.6500000,-2.2733134
0.6550000,0.6550000,0.6550000,-2.1557324
0.6600000,0.6600000,0.6600000,-2.0450762
0.6650000,0.6650000,0.6650000,-1.9409641
0.6700000,0.6700000,0.6700000,-1.8430133
0.6750000,0.6750000,0.6750000,-1.7508473
0.6800000,0.6800000,0.6800000,-1.6641026
0.6850000,0.6850000,0.6850000,-1.5824316
0.6900000,0.6900000,0.6900000,-1.5055054
0.6950000,0.6950000,0.6950000,-1.4330142
0.7000000,0.7000000,0.7000000,-1.3646678
0.7050000,0.7050000,0.7050000,-1.3001952
0.7100000,0.7100000,0.7100000,-1.2393436
0.7150000,0.7150000,0.7150000,-1.1818781
0.7200000,0.7200000,0.7200000,-1.1275803
0.7250000,0.7250000,0.7250000,-1.0762472
0.7300000,0.7300000,0.7300000,-1.0276904
0.7350000,0.7350000,0.7350000,-0.9817350
0.7400000,0.7400000,0.7400000,-0.9382185
0.7450000,0.7450000,0.7450000,-0.8969899
0.7500000,0.7500000,0.7500000,-0.8579089
0.7550000,0.7550000,0.7550000,-0.8208450
0.7600000,0.7600000,0.7600000,-0.7856770
0.7650000,0.7650000,0.7650000,-0.7522918
0.7700000,0.7700000,0.7700000,-0.7205841
0.7750000,0.7750000,0.7750000,-0.6904559
0.7800000,0.7800000,0.7800000,-0.6618156
0.7850000,0.7850000,0.7850000,-0.6345778
0.7900000,0.7900000,0.7900000,-0.6086627
0.7950000,0.7950000,0.7950000,-0.5839957
0.8000000,0.8000000,0.8000000,-0.5605071
0.8050000,0.8050000,0.8050000,-0.5381317
0.8100000,0.8100000,0.8100000,-0.5168082
0.8150000,0.8150000,0.8150000,-0.4964794
0.8200000,0.8200000,0.8200000,-0.4770917
0.8250000,0.8250000,0.8250000,-0.4585946
0.8300000,0.8300000,0.8300000,-0.4409409
0.8350000,0.8350000,0.8350000,-0.4240860
0.8400000,0.8400000,0.8400000,-0.4079883
0.8450000,0.8450000,0.8450000,-0.3926085
0.8500000,0.8500000,0.8500000,-0.3779096
0.8550000,0.8550000,0.8550000,-0.3638570
0.8600000,0.8600000,0.8600000,-0.3504177
0.8650000,0.8650000,0.8650000,-0.3375611
0.8700000,0.8700000,0.8700000,-0.3252579
0.8750000,0.8750000,0.8750000,-0.3134807
0.8800000,0.8800000,0.8800000,-0.3022037
0.8850000,0.8850000,0.8850000,-0.2914025
0.8900000,0.8900000,0.8900000,-0.2810538
0.8950000,0.8950000,0.8950000,-0.2711360
0.9000000,0.9000000,0.9000000,-0.2616283
0.9050000,0.9050000,0.9050000,-0.2525114
0.9100000,0.9100000,0.9100000,-0.2437666
