# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1775000,0.1775000,0.1775000,1639.3617804,-0.6521875,784.4733136
0.1800000,0.1800000,0.1800000,1440.2587345,-0.6404643,661.3671120
0.1825000,0.1825000,0.1825000,1266.6824785,-0.6289572,559.2927234
0.1850000,0.1850000,0.1850000,1115.1815907,-0.6176636,474.3126893
0.1875000,0.1875000,0.1875000,982.7967643,-0.6065808,403.2933010
0.1900000,0.1900000,0.1900000,866.9869750,-0.5957062,343.7273387
0.1925000,0.1925000,0.1925000,765.5672702,-0.5850369,293.5986717
0.1950000,0.1950000,0.1950000,676.6562667,-0.5745702,251.2782164
0.1975000,0.1975000,0.1975000,598.6317719,-0.5643031,215.4435303
0.2000000,0.2000000,0.2000000,530.0932139,-0.5542327,185.0163281
0.2025000,0.2025000,0.2025000,469.8297864,-0.5443560,159.1136681
0.2050000,0.2050000,0.2050000,416.7934003,-0.5346701,137.0096207
0.2075000,0.2075000,0.2075000,370.0756809,-0.5251719,118.1050215
0.2100000,0.2100000,0.2100000,328.8883788,-0.5158583,101.9034881
0.2125000,0.2125000,0.2125000,292.5466626,-0.5067262,87.9923180
0.2150000,0.2150000,0.2150000,260.4548443,-0.4977720,76.0272063
0.2175000,0.2175000,0.2175000,232.0941545,-0.4889902,65.7199665
0.2200000,0.2200000,0.2200000,207.0122293,-0.4803697,56.8286250
0.2225000,0.2225000,0.2225000,184.8140250,-0.4718866,49.1493978
0.2250000,0.2250000,0.2250000,165.1539446,-0.4634936,42.5101674
0.2275000,0.2275000,0.2275000,147.7290518,-0.4551108,36.7651592
0.2300000,0.2300000,0.2300000,132.2733177,-0.4466233,31.7905822
0.2325000,0.2325000,0.2325000,118.5528631,-0.4378928,27.4810458
0.2350000,0.2350000,0.2350000,106.3621019,-0.4287830,23.7466045
0.2375000,0.2375000,0.2375000,95.5205999,-0.4191939,20.5103005
0.2400000,0.2400000,0.2400000,85.8704076,-0.4090916,17.7060736
0.2425000,0.2425000,0.2425000,77.2736266,-0.3985219,15.2768835
0.2450000,0.2450000,0.2450000,69.6100616,-0.3876024,13.1729091
0.2475000,0.2475000,0.2475000,62.7749241,-0.3764981,11.3498192
0.2500000,0.2500000,0.2500000,56.6766477,-0.3653887,9.7673023
0.2525000,0.2525000,0.2525000,51.2349048,-0.3544404,8.3881516
0.2550000,0.2550000,0.2550000,46.3788917,-0.3437878,7.1781074
0.2575000,0.2575000,0.2575000,42.0458984,-0.3335262,6.1064113
0.2600000,0.2600000,0.2600000,38.1801363,-0.3237119,5.1467578
0.2625000,0.2625000,0.2625000,34.7317832,-0.3143680,4.2781667
