# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,551083780.8273085
0.0050000,0.0050000,0.0050000,486563808.7913412
0.0100000,0.0100000,0.0100000,447941445.1160807
0.0150000,0.0150000,0.0150000,391908961.8028723
0.0200000,0.0200000,0.0200000,326583150.6265891
0.0250000,0.0250000,0.0250000,259751462.6958131
0.0300000,0.0300000,0.0300000,200303307.4779208
0.0350000,0.0350000,0.0350000,150318763.9153942
0.0400000,0.0400000,0.0400000,109829252.0250216
0.0450000,0.0450000,0.0450000,76640359.4995264
0.0500000,0.0500000,0.0500000,52577931.2002366
0.0550000,0.0550000,0.0550000,35620994.2873183
0.0600000,0.0600000,0.0600000,23926160.7289663
0.0650000,0.0650000,0.0650000,15987938.8428454
0.0700000,0.0700000,0.0700000,10657704.4742461
0.0750000,0.0750000,0.0750000,7095581.1065124
0.0800000,0.0800000,0.0800000,4730756.7385714
0.0850000,0.0850000,0.0850000,3163598.2874956
0.0900000,0.0900000,0.0900000,2123377.5509747
0.0950000,0.0950000,0.0950000,1432411.5578860
0.1000000,0.1000000,0.1000000,971191.2362976
0.1050000,0.1050000,0.1050000,662616.7547401
0.1100000,0.1100000,0.1100000,455113.8096057
0.1150000,0.1150000,0.1150000,314773.3221759
0.1200000,0.1200000,0.1200000,219262.8144478
0.1250000,0.1250000,0.1250000,153831.5856647
0.1300000,0.1300000,0.1300000,108699.1827915
0.1350000,0.1350000,0.1350000,77350.5992419
0.1400000,0.1400000,0.1400000,55423.1107270
0.1450000,0.1450000,0.1450000,39978.3132144
0.1500000,0.1500000,0.1500000,29024.8495623
0.1550000,0.1550000,0.1550000,21204.4255972
0.1600000,0.1600000,0.1600000,15584.3881563
0.1650000,0.1650000,0.1650000,11520.0369153
0.1700000,0.1700000,0.1700000,8562.7316884
0.1750000,0.1750000,0.1750000,6398.2032578
0.1800000,0.1800000,0.1800000,4804.8829710
0.1850000,0.1850000,0.1850000,3625.5739495
0.1900000,0.1900000,0.1900000,2748.0669108
0.1950000,0.1950000,0.1950000,2091.7902810
0.2000000,0.2000000,0.2000000,1618.3590202
0.2050000,0.2050000,0.2050000,1245.7455444
0.2100000,0.2100000,0.2100000,963.0725466
0.2150000,0.2150000,0.2150000,747.7055698
0.2200000,0.2200000,0.2200000,582.9453686
0.2250000,0.2250000,0.2250000,456.4095151
0.2300000,0.2300000,0.2300000,358.8704591
0.2350000,0.2350000,0.2350000,283.4147983
0.2400000,0.2400000,0.2400000,224.8311478
0.2450000,0.2450000,0.2450000,179.1627145
0.2500000,0.2500000,0.2500000,143.3729060
0.2550000,0.2550000,0.2550000,115.1064837
0.2600000,0.2600000,0.2600000,92.5812886
0.2650000,0.2650000,0.2650000,74.5294860
0.2700000,0.2700000,0.2700000,60.0436227
0.2750000,0.2750000,0.2750000,48.4166620
0.2800000,0.2800000,0.2800000,39.0730001
0.2850000,0.2850000,0.2850000,31.5480710
0.2900000,0.2900000,0.2900000,25.4746267
0.2950000,0.2950000,0.2950000,20.5656816
0.3000000,0.3000000,0.3000000,16.5949976
0.3050000,0.3050000,0.3050000,13.3807011
0.3100000,0.3100000,0.3100000,10.7750996
0.3150000,0.3150000,0.3150000,8.6585091
0.3200000,0.3200000,0.3200000,6.9343301
0.3250000,0.3250000,0.3250000,5.5247806
0.3300000,0.3300000,0.3300000,4.3674570
0.3350000,0.3350000,0.3350000,3.4124569
0.3400000,0.3400000,0.3400000,2.6199194
0.3450000,0.3450000,0.3450000,1.9582206
0.3500000,0.3500000,0.3500000,1.4026777
0.3550000,0.3550000,0.3550000,0.9341741
0.3600000,0.3600000,0.3600000,0.5376688
0.3650000,0.3650000,0.3650000,0.2011512
0.3700000,0.3700000,0.3700000,-0.0848678
0.3750000,0.3750000,0.3750000,-0.3278525
0.3800000,0.3800000,0.3800000,-0.5339144
0.3850000,0.3850000,0.3850000,-0.7082846
0.3900000,0.3900000,0.3900000,-0.8553788
0.3950000,0.3950000,0.3950000,-0.9786942
0.4000000,0.4000000,0.4000000,-1.0808661
0.4050000,0.4050000,0.4050000,-1.1639575
0.4100000,0.4100000,0.4100000,-1.2298165
0.4150000,0.4150000,0.4150000,-1.2803185
0.4200000,0.4200000,0.4200000,-1.3174358
0.4250000,0.4250000,0.4250000,-1.3431783
0.4300000,0.4300000,0.4300000,-1.3594828
0.4350000,0.4350000,0.4350000,-1.3681226
0.4400000,0.4400000,0.4400000,-1.3706742
0.4450000,0.4450000,0.4450000,-1.3685341
0.4500000,0.4500000,0.4500000,-1.3629444
0.4550000,0.4550000,0.4550000,-1.3549772
0.4600000,0.4600000,0.4600000,-1.3454794
0.4650000,0.4650000,0.4650000,-1.3350191
0.4700000,0.4700000,0.4700000,-1.3238779
0.4750000,0.4750000,0.4750000,-1.3120964
0.4800000,0.4800000,0.4800000,-1.2995632
0.4850000,0.4850000,0.4850000,-1.2861218
0.4900000,0.4900000,0.4900000,-1.2716697
0.4950000,0.4950000,0.4950000,-1.2562206
0.5000000,0.5000000,0.5000000,-1.2399115
0.5050000,0.5050000,0.5050000,-1.2229599
0.5100000,0.5100000,0.5100000,-1.2056005
0.5150000,0.5150000,0.5150000,-1.1880323
0.5200000,0.5200000,0.5200000,-1.1703894
0.5250000,0.5250000,0.5250000,-1.1527290
0.5300000,0.5300000,0.5300000,-1.1350241
0.5350000,0.5350000,0.5350000,-1.1171673
0.5400000,0.5400000,0.5400000,-1.0990007
0.5450000,0.5450000,0.5450000,-1.0803721
0.5500000,0.5500000,0.5500000,-1.0611940
0.5550000,0.5550000,0.5550000,-1.0414694
0.5600000,0.5600000,0.5600000,-1.0212709
0.5650000,0.5650000,0.5650000,-1.0006922
0.5700000,0.5700000,0.5700000,-0.9798033
0.5750000,0.5750000,0.5750000,-0.9586284
0.5800000,0.5800000,0.5800000,-0.9371484
0.5850000,0.5850000,0.5850000,-0.9153197
0.5900000,0.5900000,0.5900000,-0.8930994
0.5950000,0.5950000,0.5950000,-0.8704732
0.6000000,0.6000000,0.6000000,-0.8474764
0.6050000,0.6050000,0.6050000,-0.8241999
0.6100000,0.6100000,0.6100000,-0.8007799
0.6150000,0.6150000,0.6150000,-0.7773753
0.6200000,0.6200000,0.6200000,-0.7541438
0.6250000,0.6250000,0.6250000,-0.7312228
0.6300000,0.6300000,0.6300000,-0.7087189
0.6350000,0.6350000,0.6350000,-0.6867054
0.6400000,0.6400000,0.6400000,-0.6652303
0.6450000,0.6450000,0.6450000,-0.6443281
0.6500000,0.6500000,0.6500000,-0.6240314
0.6550000,0.6550000,0.6550000,-0.6043727
0.6600000,0.6600000,0.6600000,-0.5853781
0.6650000,0.6650000,0.6650000,-0.5670585
0.6700000,0.6700000,0.6700000,-0.5494064
0.6750000,0.6750000,0.6750000,-0.5323991
0.6800000,0.6800000,0.6800000,-0.5160068
0.6850000,0.6850000,0.6850000,-0.5002000
0.6900000,0.6900000,0.6900000,-0.4849562
0.6950000,0.6950000,0.6950000,-0.4702656
0.7000000,0.7000000,0.7000000,-0.4561357
0.7050000,0.7050000,0.7050000,-0.4425972
0.7100000,0.7100000,0.7100000,-0.4297096
0.7150000,0.7150000,0.7150000,-0.4175622
0.7200000,0.7200000,0.7200000,-0.4062676
0.7250000,0.7250000,0.7250000,-0.3959456
0.7300000,0.7300000,0.7300000,-0.3866997
0.7350000,0.7350000,0.7350000,-0.3785926
0.7400000,0.7400000,0.7400000,-0.3716255
0.7450000,0.7450000,0.7450000,-0.3657257
0.7500000,0.7500000,0.7500000,-0.3607463
0.7550000,0.7550000,0.7550000,-0.3564781
0.7600000,0.7600000,0.7600000,-0.3526735
